Features,Feature_List,Branch_Signature,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_test_log,RMSE_test_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,R2_test_d,RMSE_test_d,Selection_Mode,Selection_Score
tau_r_div_u_r + u_r_div_tau_p + u_p_div_u_r + tau_p_div_u_r,"['tau_r_div_u_r', 'u_r_div_tau_p', 'u_p_div_u_r', 'tau_p_div_u_r']",core_taup_over_ur | ratio,4,0.8200907534163611,1.0175931760358015,0.8541102905365829,0.904693924524917,0.6890162717942323,1.2617320124244327,0.7964881183198245,0.03832301931235342,0.27892337290700886,84.31055773217344,0.5188120745481021,14.18725261431028,0.7251120535425901,19.78293228797814,d,0.873223831776779
tau_p_div_u_r + u_p_div_tau_p + tau_r_div_u_r + u_p_div_u_r,"['tau_p_div_u_r', 'u_p_div_tau_p', 'tau_r_div_u_r', 'u_p_div_u_r']",core_taup_over_ur | ratio,4,0.8470819845532727,0.9381596931580332,0.8715830990441138,0.848790356359884,0.7729573666413838,1.0780825010216966,0.8222562190998326,0.042567731959763926,0.30092199653355056,83.01452200183884,0.5003078129845586,14.457467369416726,0.7485210997980247,18.92184986438096,d,0.8671791493384985
