Feature,Frequency
u_r_mm,7
u_r_x_u_p,7
tau_p_div_u_p,7
tau_p_div_tau_r,5
tau_peak_MPa_csds,5
u_r_x_tau_p,3
u_p_div_u_r,1
sigma_n_div_tau_r,1
tau_r_MPa,1
u_r_x_tau_r,1
tau_r_div_u_p,1
tau_r_div_sigma_n,1
u_p_div_tau_r,1
