Dataset,Features,Feature_List,Branch_Signature,Degree,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_test_log,RMSE_test_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,R2_test_d,RMSE_test_d,Selection_Score
FULL,u_p_div_u_r + delta_peak_mm + tau_r_MPa + tau_p_div_u_r + u_p_div_tau_p + tau_r_div_tau_p,"['u_p_div_u_r', 'delta_peak_mm', 'tau_r_MPa', 'tau_p_div_u_r', 'u_p_div_tau_p', 'tau_r_div_tau_p']",base_taur | base_up | core_taup_over_ur | ratio,2,6,0.9842865712513782,0.30073427216518084,0.982138474062114,0.3165545960492127,0.8952045751792485,0.7324356091445483,0.9656071716542503,0.01837727241668415,0.7660068959327978,48.027809823377225,0.9576702089734525,4.207886368907018,0.7448298153219883,19.06021433469091,1.4031043326475707
FULL,delta_peak_mm + tau_p_div_u_r + u_r_div_tau_r + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p,"['delta_peak_mm', 'tau_p_div_u_r', 'u_r_div_tau_r', 'tau_r_MPa', 'u_p_div_u_r', 'tau_r_div_tau_p']",base_taur | base_up | core_taup_over_ur | ratio,2,6,0.9815526154113274,0.3258478385329714,0.9839123788236586,0.30042443957647036,0.9473590394244383,0.5191109524512104,0.9563042060286729,0.030118191310421503,0.7567219544209633,48.971421670430196,0.9640006746233488,3.8805038830939713,0.6956215974189487,20.817076241542548,1.3990526627069528
FULL,delta_peak_mm + u_p_div_u_r + u_p_div_tau_p + tau_r_div_tau_p + tau_p_div_u_r + tau_p_div_u_p,"['delta_peak_mm', 'u_p_div_u_r', 'u_p_div_tau_p', 'tau_r_div_tau_p', 'tau_p_div_u_r', 'tau_p_div_u_p']",base_up | core_taup_over_ur | ratio,2,6,0.981779792246371,0.3238352389556779,0.9763807744668984,0.3640174228853179,0.8590836214672706,0.8493350093035491,0.9671084058233038,0.015168390251604087,0.7751283371645312,47.08240281452226,0.9117354640534658,6.076228010050828,0.815483601945255,16.208032547860604,1.39841813835339
FULL,u_p_x_tau_r + delta_peak_mm + tau_p_div_u_r + u_p_div_tau_p + tau_r_div_tau_p + u_p_div_u_r,"['u_p_x_tau_r', 'delta_peak_mm', 'tau_p_div_u_r', 'u_p_div_tau_p', 'tau_r_div_tau_p', 'u_p_div_u_r']",base_up | core_taup_over_ur | product | ratio,2,6,0.9818506899623799,0.3232045777380297,0.9750970201428163,0.373779090351851,0.8373008100060575,0.9126221065893503,0.96412906297831,0.013051944009460777,0.7866796596184699,45.85718451859766,0.7602374388910326,10.014554301867564,0.8365698275541794,15.253831178735332,1.3958563572310252
FULL,tau_r_MPa + u_p_div_u_r + tau_p_div_u_p + tau_r_div_tau_p + u_p_div_tau_p + delta_peak_mm,"['tau_r_MPa', 'u_p_div_u_r', 'tau_p_div_u_p', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'delta_peak_mm']",base_taur | base_up | ratio,2,6,0.98194541640701,0.322360025699683,0.9779308673405414,0.3518697858984693,0.8671896667937262,0.8245447338450477,0.9606141828288308,0.025190726467736232,0.8001275325349498,44.38822103044389,0.8964510407749684,6.581332161714801,0.7594347135484155,18.506713233071874,1.395718886108183
FULL,tau_p_div_u_p + tau_r_div_tau_p + u_p_div_u_r + delta_peak_mm + u_r_div_tau_r + tau_p_div_u_r,"['tau_p_div_u_p', 'tau_r_div_tau_p', 'u_p_div_u_r', 'delta_peak_mm', 'u_r_div_tau_r', 'tau_p_div_u_r']",base_up | core_taup_over_ur | ratio,2,6,0.9797196178476959,0.3416532140946391,0.9769075138668054,0.3599355059442296,0.8900578275959848,0.7502058497256825,0.9589208201214913,0.02480352682274418,0.7441287261004941,50.22292685706403,0.9528563028194088,4.4407135576896595,0.7860322177333687,17.45367997906938,1.3938875712452767
FULL,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + tau_p_div_u_p + u_r_div_tau_p,"['delta_peak_mm', 'u_p_div_u_r', 'tau_r_div_tau_p', 'tau_p_div_u_r', 'tau_p_div_u_p', 'u_r_div_tau_p']",base_up | core_taup_over_ur | ratio,2,6,0.9793369737346785,0.34486125743303986,0.9742195336042906,0.3803073589433889,0.7951702477390827,1.0239878627680403,0.961835047298553,0.021685463844075742,0.7326352886597916,51.33851422405795,0.9452076826863748,4.78741168417996,0.7991474622413604,16.910306440736942,1.3929685108691594
FULL,u_p_div_u_r + delta_peak_mm + tau_r_MPa + u_r_div_tau_r + tau_p_div_u_p + tau_r_div_tau_p,"['u_p_div_u_r', 'delta_peak_mm', 'tau_r_MPa', 'u_r_div_tau_r', 'tau_p_div_u_p', 'tau_r_div_tau_p']",base_taur | base_up | ratio,2,6,0.9789295806828053,0.34824431287920926,0.9808853543112172,0.32747071667753175,0.9370677478539684,0.5675902494657491,0.9517105364840532,0.03872122733959921,0.7710235762313373,47.51017575575654,0.9667607856703212,3.7287761851269434,0.7474641734249625,18.96157095630421,1.3928684998192837
