u_r_mm,tau_r_MPa,delta_peak_mm,tau_peak_MPa_csds,e_csds,e_pred,d_from_e_pred
7.400928721727968,0.0398371685740841,1.2,0.05,2.6576864448773354,3.4511886750814305,0.06502423314668337
9.86790496230396,0.0796743371481683,1.6,0.093,2.2486028629786348,2.497496435303088,0.11438202637391431
15.418601503599936,0.0796743371481683,2.5,0.1,1.275689493540873,1.2072495299730626,0.14089303210293744
11.101393082591954,0.1991858428704208,1.8,0.233,1.9904398436807709,2.1299046546332905,0.28932637791328886
24.669762405759897,0.1991858428704208,4.0,0.251,0.792806515114832,0.3603288472705232,0.6750501898345904
6.96920787962717,0.0153092991217785,1.13,0.045,1.6219045254507285,3.6658869699196135,0.08514074790081368
10.731346646505555,0.0153092991217785,1.74,0.033,1.1936384711708052,2.2330433816946313,0.057773689590848665
13.136648481067144,0.0153092991217785,2.13,0.035,0.9488333573269884,1.6293338277786154,0.06408740125538631
21.58604210503991,0.0153092991217785,3.5,0.026,0.6801344819537776,0.5369131645003307,0.059953889553633906
6.96920787962717,0.0153092991217785,1.13,0.055,1.524522904222498,3.6724571354576434,0.10843959843439124
7.524277533756768,0.0153092991217785,1.22,0.039,1.5829859963913084,3.4047658583833043,0.07111383367244309
8.942788872087963,0.0153092991217785,1.45,0.034,1.4123161332544465,2.824089217797976,0.059586780890616
13.383346105124744,0.0153092991217785,2.17,0.028,1.0458293131757963,1.5754697013003836,0.047345340037172334
3.700464360863984,0.0153092991217785,0.6,0.062,2.78103428223211,5.645969222637293,0.13023985429178184
4.317208421007981,0.0153092991217785,0.7,0.05,2.530764500816095,5.195964498373298,0.09922223233582254
5.550696541295977,0.0153092991217785,0.9,0.034,2.275398701589776,4.407006028675254,0.05990688784669126
11.101393082591954,0.0153092991217785,1.8,0.027,1.2897687725693818,2.124942003719896,0.043755322290258636
6.96920787962717,0.0153092991217785,1.13,0.043,1.6477168177591195,3.664574347998607,0.08047946001864452
8.449393623972766,0.0153092991217785,1.37,0.041,1.3828596668882291,3.016713625047605,0.07583629700204902
10.299625804404757,0.0153092991217785,1.67,0.032,1.2626030593869657,2.362744641493771,0.05525862961020344
17.947252150190327,0.0153092991217785,2.91,0.03,0.7494886652754336,0.8660361161949203,0.059040236325397184
5.550696541295977,0.0153092991217785,0.9,0.037,2.192227389199339,4.409374073426349,0.06694942496359563
6.475812631511974,0.0153092991217785,1.05,0.032,2.0081400996379837,3.901929443027678,0.05490816011475083
7.09255669165597,0.0153092991217785,1.15,0.028,1.9734344433232216,3.596078908092875,0.04549395135645894
8.634416842015963,0.0153092991217785,1.4,0.024,1.8037445140554815,2.935420440305411,0.03619555553503975
4.625580451079981,0.0153092991217785,0.75,0.028,3.0259328132395527,4.970335961266943,0.04636510886875585
7.09255669165597,0.0153092991217785,1.15,0.026,2.0699745048837284,3.59479128192132,0.04082928700664739
6.784184661583972,0.0153092991217785,1.1,0.024,2.2956749282231264,3.7418615399491997,0.03618662307207929
7.400928721727968,0.0153092991217785,1.2,0.022,2.2704692840433656,3.449793083657636,0.031488186729430774
