dataset,n_original_features,n_components,explained_variance_ratio_component,cumulative_explained_variance,meets_variance_threshold,target_mode,n_features,R2_train_z,RMSE_train_z,R2_val_z,RMSE_val_z,R2_test_z,RMSE_test_z,R2_cv_mean_z,R2_cv_std_z,R2_train_e_gap,RMSE_train_e_gap,R2_val_e_gap,RMSE_val_e_gap,R2_test_e_gap,RMSE_test_e_gap,R2_train_e,RMSE_train_e,R2_val_e,RMSE_val_e,R2_test_e,RMSE_test_e,RMSE_train_tau_u,R2_train_tau_u,RMSE_val_tau_u,R2_val_tau_u,RMSE_test_tau_u,R2_test_tau_u,Valid_curve_count_train,Valid_curve_count_val,Valid_curve_count_test,selection_rule
FULL,10,7,0.009421852645017999,0.9948512617372379,True,pca_then_polynomial_on_log_e_minus_c,10,0.9905916092998788,0.1439216415539425,0.979032316835778,0.22930573699471302,0.9874121196810237,0.16686335778054295,0.9714992699938337,0.02208952629281169,0.8901446297241816,3.2509503243602227,0.6553719504464304,5.629785594409214,0.9907378976288125,0.5632877453351803,0.9042619146843325,3.2509503243602227,0.6692899575234178,5.629785594409214,0.9924303417277018,0.5632877453351804,0.04809397787824175,0.999937287932031,0.0724382322541268,0.9997097289163698,0.06555145670478629,0.9998455469348466,191,48,60,"Best eligible model by RMSE_val_tau_u, then lower CV std on z, then higher CV mean on z, then fewer components."
