dataset,model_name,n_rows,rmse_d,r2_d,rmse_b,r2_b,rmse_e,r2_e,rmse_tau_u,mean_curve_rmse_tau_u,median_curve_rmse_tau_u,max_curve_rmse_tau_u,valid_curve_count,r2_tau_u,methodologie,constraint_ok_count,d_positive_count,b_positive_count,model_family,n_input_features,n_parameters_for_aicc,features,cv_std,negative_r2_tau_u,aicc_tau_u,rank_rmse_tau_u,rank_neg_r2_tau_u,rank_aicc_tau_u,rank_cv_std,score_balanced,rank_balanced,score_performance_only,rank_performance_only,score_stability_reinforced,rank_stability_reinforced
LOW_2,LOW_2_exp_d_rank_5,68,9.388101599886784,0.8479151497108999,9.388101599886784,0.8463423368677081,0.9758064263810258,0.9459090142530934,0.3052231176314631,0.1895353980632517,0.1024085910464012,1.0467128126345702,68,0.890837960066131,methodologie_1,,,,exponential,5,6,u_p_div_u_r + u_r_div_tau_r + tau_r_div_tau_p + tau_r_MPa + u_p_x_tau_p,0.1339617275461124,-0.890837960066131,-16127.274052046188,5.0,4.0,10.0,12.0,7.05,6.0,4.7,5.0,7.9,8.0
LOW_2,LOW_2_exp_d_rank_1,69,8.81779700005657,0.8641782836731964,8.817797000056569,0.8628080630116031,1.1822194284356844,0.9241341254165534,0.3068638329282721,0.194530957038414,0.109950352854007,1.046799265666606,69,0.8887626296530962,methodologie_1,,,,exponential,5,6,u_p_div_u_r + u_p_x_tau_p + tau_r_MPa + tau_r_div_u_p + tau_r_div_tau_p,0.0981565814911994,-0.8887626296530962,-16290.633969916424,7.0,8.0,6.0,7.0,7.1,7.0,7.299999999999999,7.0,7.1,6.0
LOW_2,LOW_2_poly_rank_4,69,2.9135383475891254,0.9851717295492942,2.913538347589126,0.98502213636864,0.6215945543257367,0.9790268005743368,0.307849895615303,0.1853826442259656,0.0903593413445862,1.0474227117954251,69,0.8880465905489285,methodologie_1,,,,polynomial,4,15,u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p + u_r_div_u_p,0.0444904700866829,-0.8880465905489285,-16228.303213577236,10.0,10.0,8.0,3.0,8.05,8.0,10.0,10.0,7.1000000000000005,7.0
LOW_2,LOW_2_exp_log_rank_2,69,8.817797000056558,0.8641782836731968,8.817797000056556,0.8628080630116034,1.1822194284356842,0.9241341254165534,0.3068638329282723,0.1945309570384141,0.109950352854007,1.0467992656666083,69,0.8887626296530959,methodologie_1,,,,exponential,5,6,tau_r_MPa + u_p_div_u_r + tau_r_div_u_p + u_p_x_tau_p + tau_r_div_tau_p,0.0981565814911996,-0.8887626296530959,-16290.633969916415,8.0,9.0,7.0,8.0,8.100000000000001,9.0,8.299999999999999,9.0,8.1,9.0
LOW_2,LOW_2_exp_log_rank_4,68,9.061039105349264,0.8583272245387743,9.061039105349264,0.8568620900408118,0.8288642843309442,0.960973068973464,0.3074362909787957,0.1944715143659522,0.1076448834774005,1.0467809621754611,68,0.8892491523746785,methodologie_1,,,,exponential,6,7,delta_peak_mm + tau_r_MPa + tau_p_div_u_p + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p,0.1112045852657985,-0.8892491523746785,-16027.01210934627,9.0,6.0,11.0,10.0,8.85,10.0,8.1,8.0,9.05,11.0
LOW_2,LOW_2_exp_d_rank_4,69,9.196350804110784,0.8522661280698833,9.196350804110784,0.8507757330932157,1.576598152350272,0.8650750359996862,0.3093884339795392,0.2014334987729875,0.1171634449922548,1.046684621098045,69,0.8869247774152655,methodologie_1,,,,exponential,6,7,u_p_x_tau_p + tau_peak_MPa_csds + tau_r_div_tau_p + u_r_div_tau_p + tau_r_div_u_p + u_p_div_u_r,0.0960252514677868,-0.8869247774152655,-16175.560335475675,11.0,11.0,9.0,6.0,9.55,11.0,11.0,11.0,8.900000000000002,10.0
LOW_2,LOW_2_exp_d_rank_2,68,11.76321146894528,0.7612286573268112,11.76321146894528,0.758759360525528,1.0456203720576631,0.9378922751368852,0.3128709745650426,0.2051808037731489,0.1153247407155902,1.0457650120921165,68,0.8852989629064932,methodologie_1,,,,exponential,5,6,u_p_div_u_r + tau_p_div_tau_r + u_r_div_tau_r + tau_r_div_tau_p + u_p_x_tau_p,0.1601219017137311,-0.8852989629064932,-15790.70340994279,12.0,12.0,13.0,13.0,12.350000000000001,12.0,11.999999999999998,12.0,12.450000000000001,13.0
LOW_2,LOW_2_exp_d_rank_3,69,10.021241191028375,0.8245747714622066,10.021241191028375,0.822805015644007,0.8143794318193472,0.963999885896664,0.3138726731583033,0.2083682064743489,0.1239129496543366,1.0463359895547104,69,0.8836232257452812,methodologie_1,,,,exponential,6,7,tau_r_div_tau_p + u_r_div_tau_p + u_p_x_tau_p + u_p_div_u_r + tau_r_div_u_p + tau_p_div_tau_r,0.1248783047317095,-0.8836232257452812,-15976.980421609544,13.0,13.0,12.0,11.0,12.400000000000002,13.0,13.0,13.0,12.15,12.0
FULL,FULL_direct_poly_rank_4,299,27.47902703403605,0.8869758996064219,27.479027034036037,0.882356651299184,4.273053278806218,0.8068322866305868,0.0652176899718785,0.0322245232757237,0.008244553309187,0.4042287427322675,299,0.9998682829613053,methodologie_2,299.0,299.0,299.0,polynomial,5,21,u_r_mm + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p,0.0103102433207574,-0.9998682829613053,-163213.43586434273,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.6,3.0
FULL,FULL_direct_poly_rank_3,299,28.156147582843214,0.8813371370726681,28.156147582843197,0.8764874348693298,4.327640347324965,0.8018654351633192,0.087046543883513,0.0348434379357687,0.0085221431874863,1.0321408734875137,299,0.9997653534358866,methodologie_2,299.0,299.0,299.0,polynomial,5,21,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r,0.0083836834574265,-0.9997653534358866,-145948.44558391327,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
FULL,FULL_direct_poly_rank_2,299,27.62860181300535,0.8857421175470742,27.628601813005332,0.8810724450765889,3.969905456476542,0.8332682719287345,0.1022203423388205,0.0273839802085423,0.0064452637901513,1.5737323124192035,299,0.9996764169259208,methodologie_2,299.0,299.0,299.0,polynomial,5,21,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_r,0.007797362797327,-0.9996764169259208,-136339.31875539862,3.0,3.0,3.0,1.0,2.5,3.0,2.9999999999999996,3.0,2.2,2.0
FULL,FULL_direct_poly_rank_1,299,27.55890637330344,0.8863178404466437,27.558906373303422,0.8816716975333061,4.353413910799862,0.799498399167307,0.1043884800814727,0.0369719640345316,0.0075481245378952,1.4069317175388023,299,0.9996625446772126,methodologie_2,299.0,299.0,299.0,polynomial,4,15,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p,0.0089382369227278,-0.9996625446772126,-135096.2139673082,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
FULL,FULL_direct_poly_rank_5,299,26.094823909695943,0.8980758502199293,26.09482390969593,0.8939102523102909,4.1110501960014165,0.8212016600724955,0.1282938709335906,0.0325319055510514,0.0068117684354138,2.01508215024472,299,0.999490290236665,methodologie_2,299.0,299.0,299.0,polynomial,5,21,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.0085893085952371,-0.999490290236665,-122753.18951039042,5.0,5.0,5.0,3.0,4.5,5.0,5.0,5.0,4.2,5.0
FULL,FULL_direct_exp_rank_4,299,48.30513989640356,0.6507350179002811,48.305139896403546,0.6364607023187054,6.573171222128683,0.5429035867003135,0.2694719002124162,0.1049662132375868,0.0302780350758281,2.8564374032195845,299,0.997751265908023,methodologie_2,299.0,299.0,299.0,exponential,6,7,tau_peak_MPa_csds + u_r_mm + u_p_x_tau_r + u_p_div_u_r + u_p_div_tau_r + sigma_n_div_tau_r,0.0272698157767637,-0.997751265908023,-78401.20764763512,6.0,6.0,6.0,9.0,6.75,6.0,5.999999999999999,6.0,7.200000000000001,6.0
FULL,FULL_direct_exp_rank_2,299,46.50245604586287,0.6763168155051582,46.50245604586285,0.6630880174271145,7.073416182873571,0.4706823856227318,0.2764904908829659,0.1091230057662028,0.0297796642932665,2.946682839718945,299,0.997632600598526,methodologie_2,299.0,299.0,299.0,exponential,6,7,u_r_mm + u_p_x_tau_p + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_p + sigma_n_div_tau_r,0.0252900122564719,-0.997632600598526,-76863.6114611207,7.0,7.0,7.0,8.0,7.25,7.0,7.0,7.0,7.4,7.0
FULL,FULL_direct_exp_rank_1,299,47.93341726481086,0.6560897341556985,47.93341726481084,0.6420342636161311,7.072847289357855,0.4707675250352834,0.3638002269142187,0.1128877272669921,0.0263626770177557,5.197426618228049,299,0.995901385561974,methodologie_2,299.0,299.0,299.0,exponential,6,7,u_r_mm + u_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_p + sigma_n_div_tau_r,0.0234600589309433,-0.995901385561974,-60452.789525238426,8.0,8.0,8.0,7.0,7.75,8.0,8.0,8.0,7.600000000000001,8.0
FULL,FULL_direct_exp_rank_5,299,46.49460279429056,0.6764261323478544,46.494602794290536,0.6632018020040269,7.011769285044134,0.4798684972842828,0.366661458760575,0.1146396125549562,0.0308356597478942,5.284061592448748,299,0.9958366621168872,methodologie_2,299.0,299.0,299.0,exponential,6,7,u_r_mm + u_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + u_p_div_tau_r + sigma_n_div_tau_r,0.0168348130928496,-0.9958366621168872,-59984.31173140335,9.0,9.0,9.0,6.0,8.25,9.0,9.0,9.0,7.800000000000001,9.0
FULL,FULL_direct_exp_rank_3,299,57.65628880728183,0.5024213639563442,57.65628880728182,0.4820855305875432,6.839645397850207,0.5050912916926869,0.4436359231117042,0.1115111077159108,0.0287664986666174,7.034398621931595,299,0.99390512861407,methodologie_2,299.0,299.0,299.0,exponential,6,7,u_r_mm + u_p_x_tau_r + tau_p_x_tau_r + u_p_div_u_r + tau_p_div_tau_r + sigma_n_div_tau_r,0.0308552453255861,-0.99390512861407,-48588.50879917739,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
HIGH,HIGH_direct_poly_rank_1,67,67.64319558095191,0.8186430702493508,67.64319558095187,0.8191365000217007,0.3624152850644681,0.980196312752826,0.0997657629977939,0.0729828731052266,0.0575524752894496,0.4331651072957346,67,0.9994375842800112,methodologie_2,67.0,67.0,67.0,polynomial,4,15,u_r_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.0255335502468987,-0.9994375842800112,-30855.9930095085,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.6,2.0
HIGH,HIGH_direct_poly_rank_5,67,51.28233292968301,0.895763104062,51.28233292968296,0.8960467082667242,0.472592895243034,0.9663250140071288,0.1061670116074983,0.0778900560922548,0.0694935754987785,0.4296987881494592,67,0.9993630965808116,methodologie_2,67.0,67.0,67.0,polynomial,3,10,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p,0.0173184651576306,-0.9993630965808116,-30032.707814328263,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
HIGH,HIGH_direct_poly_rank_3,67,66.32925344389429,0.8256202138111118,66.32925344389425,0.8260946604083271,0.4048381650016351,0.975288680127864,0.158184026912307,0.1087576029900232,0.079352237985353,0.6273939897364696,67,0.9985860968928448,methodologie_2,67.0,67.0,67.0,polynomial,3,10,u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.0228200937753327,-0.9985860968928448,-24689.51614235221,3.0,3.0,3.0,4.0,3.25,3.0,2.9999999999999996,3.0,3.4000000000000004,4.0
HIGH,HIGH_direct_exp_rank_4,67,98.91362988791695,0.6122085747713187,98.91362988791693,0.6132636645047681,0.6358512995822518,0.9390401101546167,0.2459464716133957,0.1661566882920592,0.1126829398890523,1.31551765753537,67,0.9965819722260052,methodologie_2,67.0,67.0,67.0,exponential,5,6,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + tau_p_div_u_p,0.0169242517695304,-0.9965819722260052,-18783.381697620654,5.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,3.4,3.0
HIGH,HIGH_direct_poly_rank_2,67,48.92472080567146,0.9051269998538548,48.92472080567142,0.9053851270890734,0.3330994496559518,0.9832705802738536,0.1887533679528295,0.0941009862271987,0.0556080930424781,1.1558370525311377,67,0.9979868144083698,methodologie_2,67.0,67.0,67.0,polynomial,4,15,u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.0565974800304096,-0.9979868144083698,-22311.936423931395,4.0,4.0,4.0,10.0,5.5,5.0,4.0,4.0,6.4,6.0
HIGH,HIGH_direct_exp_rank_1,67,93.3122962694806,0.6548851268527605,93.31229626948056,0.6558241036733634,0.6723939855545162,0.9318319788185092,0.2459974322124712,0.1697818921483348,0.1264545767086725,1.2889379995177763,67,0.9965805556349268,methodologie_2,67.0,67.0,67.0,exponential,6,7,u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_p,0.0286315290700852,-0.9965805556349268,-18778.6012925485,6.0,6.0,6.0,7.0,6.25,6.0,5.999999999999999,6.0,6.4,6.0
HIGH,HIGH_direct_exp_rank_2,67,95.48691965694373,0.6386120317247583,95.48691965694368,0.639595283829661,0.7273986372070064,0.920222942603236,0.2541663773698768,0.1712555801571864,0.1278277346388701,1.4282807570135656,67,0.9963496829045744,methodologie_2,67.0,67.0,67.0,exponential,6,7,u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_r + tau_p_div_u_p,0.0180411334789788,-0.9963496829045744,-18340.85030857349,8.0,8.0,8.0,3.0,6.75,7.0,8.0,8.0,6.000000000000001,5.0
HIGH,HIGH_direct_poly_rank_4,67,52.15884305300655,0.8921694496692392,52.15884305300651,0.8924628313667307,0.7389547421709008,0.9176679881094963,0.2529315704077504,0.1369359316028775,0.0867372393597735,1.6479731400831228,67,0.9963850651439886,methodologie_2,67.0,67.0,67.0,polynomial,3,10,u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p,0.0558411935582455,-0.9963850651439886,-18400.09352395783,7.0,7.0,7.0,9.0,7.5,8.0,7.0,7.0,7.800000000000001,8.0
HIGH,HIGH_direct_exp_rank_5,67,89.49057519565793,0.6825754435527727,89.49057519565788,0.6834390815005553,1.1251254921983085,0.8091311853404566,0.284653954637301,0.201401907653188,0.1693311435052802,1.4559316248636835,67,0.9954214407580046,methodologie_2,67.0,67.0,67.0,exponential,6,7,u_r_x_u_p + u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + sigma_n_div_tau_p,0.0283799280106792,-0.9954214407580046,-16822.829074973524,9.0,9.0,9.0,6.0,8.25,9.0,9.0,9.0,7.800000000000001,8.0
HIGH,HIGH_direct_exp_rank_3,67,94.43209617333324,0.6465522814867215,94.4320961733332,0.6475139300298642,1.191204505275099,0.7860532460517418,0.3996144705222036,0.2173111224115339,0.1616427375764588,2.7515171113265477,67,0.9909764629319052,methodologie_2,67.0,67.0,67.0,exponential,4,5,u_r_x_tau_r + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p,0.0312975364347,-0.9909764629319052,-12281.208309377273,10.0,10.0,10.0,8.0,9.5,10.0,10.0,10.0,9.2,10.0
LOW_1,LOW_1_direct_poly_rank_3,163,1.7476716039425195,0.9518690875856916,1.7476716039425195,0.94863972395202,6.054264159382187,0.7633110072724336,0.0121926979527869,0.0054351412374267,0.0018134028781336,0.1032971147966109,163,0.9996031951852524,methodologie_2,163.0,163.0,163.0,polynomial,6,28,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_r,0.0270849978950935,-0.9996031951852524,-143609.42812802436,1.0,1.0,1.0,4.0,1.75,1.0,1.0,1.0,2.2,2.0
LOW_1,LOW_1_direct_poly_rank_4,163,2.6313851856703145,0.8908878067581412,2.631385185670315,0.8835668786649384,6.468303845385767,0.7298306026054542,0.0200419653581742,0.0087188684673842,0.0012831628999018,0.0959083148884192,163,0.99892784415652,methodologie_2,163.0,163.0,163.0,polynomial,4,15,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r,0.0203411766416168,-0.99892784415652,-127433.58863058683,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
LOW_1,LOW_1_direct_poly_rank_1,163,2.101283460436976,0.9304217151201106,2.101283460436977,0.9257533310896938,5.727470308232485,0.788173143174005,0.0208449140376476,0.0083170859733981,0.0014490641008411,0.1163033992704164,163,0.998840214914308,methodologie_2,163.0,163.0,163.0,polynomial,5,21,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_u_p,0.0191752746382254,-0.998840214914308,-126140.97974052012,4.0,4.0,4.0,1.0,3.25,3.0,4.0,4.0,2.8000000000000003,3.0
LOW_1,LOW_1_direct_poly_rank_5,163,2.198829457478047,0.923811832504578,2.1988294574780474,0.9186999556444866,6.279462578903262,0.745375445275754,0.0206683770901657,0.0083635896991169,0.0012609010262697,0.1121926495551315,163,0.998859776320923,methodologie_2,163.0,163.0,163.0,polynomial,5,21,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_p,0.0271316644079805,-0.998859776320923,-126418.24704570817,3.0,3.0,3.0,5.0,3.5,4.0,2.9999999999999996,3.0,3.8000000000000003,4.0
LOW_1,LOW_1_direct_poly_rank_2,163,2.0606005912617857,0.9330898389749164,2.0606005912617857,0.9286004738268486,6.14919025084672,0.7558306263910538,0.0212640270660393,0.0085790843125741,0.0014226738165651,0.1163182947515686,163,0.9987931082031144,methodologie_2,163.0,163.0,163.0,polynomial,5,21,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_r,0.0231832421449693,-0.9987931082031144,-125492.01847171235,5.0,5.0,5.0,3.0,4.5,5.0,5.0,5.0,4.2,5.0
LOW_1,LOW_1_direct_exp_rank_5,163,3.883586981429445,0.7623321114049365,3.883586981429445,0.7463856853385943,8.972093118931715,0.4801921020730242,0.0244571828080397,0.011194561154382,0.0031343105196727,0.1705582979639902,163,0.9984034219208452,methodologie_2,163.0,163.0,163.0,exponential,6,7,delta_peak_mm + tau_r_MPa + u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,0.0419270999447034,-0.9984034219208452,-120959.09451035035,6.0,6.0,6.0,7.0,6.25,6.0,5.999999999999999,6.0,6.4,6.0
LOW_1,LOW_1_direct_exp_rank_3,163,3.311045674620166,0.8272433482424134,3.3110456746201655,0.8156521686724427,16.12310145945971,-0.6786204242015856,0.0252719364500012,0.0112424005921275,0.0030563281475222,0.1664891579316457,163,0.9982952749447248,methodologie_2,163.0,163.0,163.0,exponential,6,7,delta_peak_mm + tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.0404934030834919,-0.9982952749447248,-119890.7729275737,7.0,7.0,7.0,6.0,6.75,7.0,7.0,7.0,6.6000000000000005,7.0
LOW_1,LOW_1_direct_exp_rank_4,163,20.490256610976957,-5.616056868269528,20.490256610976957,-6.0599639620054,8.115752632687723,0.574682814056376,0.0262657600021998,0.0121808187115484,0.0038946734488249,0.167948114156155,163,0.9981585613852902,methodologie_2,163.0,163.0,163.0,exponential,6,7,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_p + tau_r_div_u_p,0.058578142887672,-0.9981585613852902,-118633.33742897645,8.0,8.0,8.0,10.0,8.5,8.0,8.0,8.0,8.8,9.0
LOW_1,LOW_1_direct_exp_rank_1,163,19.76135352999224,-5.153721116156056,19.76135352999224,-5.566607599861326,7.913903864606354,0.5955760470886702,0.0268525251614188,0.0120467624383272,0.0040635489094847,0.1703379257668814,163,0.9980753685995049,methodologie_2,163.0,163.0,163.0,exponential,6,7,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_r_div_u_p,0.0499265549909205,-0.9980753685995049,-117913.08366975584,9.0,9.0,9.0,8.0,8.75,9.0,9.0,9.0,8.600000000000001,8.0
LOW_1,LOW_1_direct_exp_rank_2,163,19.45565352796644,-4.964802688304904,19.45565352796644,-5.365013611335544,13.130890139731232,-0.1133806385261366,0.0277745903205055,0.0125773368305735,0.0039812697167044,0.1725134598379301,163,0.9979409228168736,methodologie_2,163.0,163.0,163.0,exponential,6,7,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r + tau_p_div_u_p,0.0512790064854225,-0.9979409228168736,-116812.45153362621,10.0,10.0,10.0,9.0,9.75,10.0,10.0,10.0,9.6,10.0
LOW_2,LOW_2_direct_poly_rank_4,69,2.13881727093489,0.9920090873007412,2.1388172709348905,0.9919284719618864,0.2157575097356038,0.9974731344991437,0.0124852330753741,0.0096362362810099,0.0081692365920939,0.0385623728802734,69,0.9998158581036716,methodologie_2,69.0,69.0,69.0,polynomial,5,21,u_r_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.0048575302658809,-0.9998158581036716,-60446.14553911967,3.0,3.0,3.0,1.0,2.5,1.0,2.9999999999999996,3.0,2.2,1.0
LOW_2,LOW_2_direct_poly_rank_1,69,2.1000122278238553,0.9922964187342348,2.1000122278238553,0.992218702103168,0.20442130797648,0.9977316889425876,0.0105511003446503,0.0083356228353583,0.0068615265429681,0.0298191218965018,69,0.9998684912016172,methodologie_2,69.0,69.0,69.0,polynomial,5,21,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.0279828624418242,-0.9998684912016172,-62768.91240332269,1.0,1.0,1.0,10.0,3.25,2.0,1.0,1.0,4.6,4.0
LOW_2,LOW_2_direct_poly_rank_2,69,1.6682117021158978,0.9951387120336904,1.668211702115898,0.9950896695286072,0.2142904100517539,0.9975073818323394,0.0113530256486311,0.0086840502110215,0.007876051208483,0.033762690798195,69,0.9998477411515388,methodologie_2,69.0,69.0,69.0,polynomial,6,28,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p + tau_r_div_u_p,0.0117198289010664,-0.9998477411515388,-61743.903356094605,2.0,2.0,2.0,8.0,3.5,3.0,2.0,2.0,4.4,3.0
LOW_2,LOW_2_direct_poly_rank_3,69,2.073825781623863,0.9924873430200262,2.073825781623863,0.9924115525051084,0.4195781511816169,0.9904440027905655,0.031338037610487,0.0215947676613979,0.0143664418340409,0.1505920157575555,69,0.9988398800431862,methodologie_2,69.0,69.0,69.0,polynomial,4,15,u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.0082113057059529,-0.9988398800431862,-47758.26298309384,5.0,5.0,5.0,2.0,4.25,4.0,5.0,5.0,3.8,2.0
LOW_2,LOW_2_direct_poly_rank_5,69,1.569433734857936,0.9956973602187942,1.5694337348579366,0.9956539535671404,0.2709073832992111,0.9960162510023918,0.0150438819899839,0.012047424123486,0.0102725820724287,0.0388643624241015,69,0.9997326506461208,methodologie_2,69.0,69.0,69.0,polynomial,5,21,delta_peak_mm + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,0.0201432427088906,-0.9997326506461208,-57873.48324028469,4.0,4.0,4.0,9.0,5.25,5.0,4.0,4.0,6.0,7.0
LOW_2,LOW_2_direct_exp_rank_2,69,4.279021134871981,0.968015623843034,4.279021134871982,0.9676929534023732,0.6751021935032623,0.9752605908902866,0.0346472241199594,0.0260970693098586,0.0196452969699801,0.0927989127953524,69,0.9985819348188124,methodologie_2,69.0,69.0,69.0,exponential,5,6,u_p_x_tau_p + u_p_div_u_r + tau_p_div_tau_r + tau_r_div_tau_p + tau_p_div_u_p,0.008726323831314,-0.9985819348188124,-46391.0076394856,6.0,6.0,6.0,5.0,5.75,6.0,5.999999999999999,6.0,5.6000000000000005,5.0
LOW_2,LOW_2_direct_exp_rank_3,69,4.837731255177702,0.9591179656330368,4.837731255177702,0.9587055322630827,0.63868275487478,0.97785780535887,0.0381148448210159,0.0286758486473692,0.0194481751504839,0.0990423024687995,69,0.998283880149914,methodologie_2,69.0,69.0,69.0,exponential,5,6,u_p_x_tau_p + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.0085278913106832,-0.998283880149914,-45074.67775315797,7.0,7.0,7.0,4.0,6.25,7.0,7.0,7.0,5.800000000000001,6.0
LOW_2,LOW_2_direct_exp_rank_4,69,4.7757028720495445,0.960159606563444,4.7757028720495445,0.9597576816597606,0.652036193447428,0.9769222379531006,0.0385329751765668,0.0289131240225956,0.0192310175304236,0.0988993378805488,69,0.9982460210043828,methodologie_2,69.0,69.0,69.0,exponential,5,6,tau_peak_MPa_csds + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.0087597249967015,-0.9982460210043828,-44924.11231902105,8.0,8.0,8.0,6.0,7.5,8.0,8.0,8.0,7.200000000000001,9.0
LOW_2,LOW_2_direct_exp_rank_5,69,4.798253681544848,0.9597824665521234,4.798253681544848,0.9593767369178724,0.6647219647566205,0.9760155179849024,0.0386041955079462,0.0291172103900779,0.0213704682437325,0.0974327086106131,69,0.9982395312688606,methodologie_2,69.0,69.0,69.0,exponential,5,6,tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.0084253272750934,-0.9982395312688606,-44898.62938145422,9.0,9.0,9.0,3.0,7.5,8.0,9.0,9.0,6.6000000000000005,8.0
LOW_2,LOW_2_direct_exp_rank_1,69,4.718550106932753,0.9611074728304544,4.718550106932753,0.9607151103588958,0.6927406535807834,0.9739509652945538,0.039370296599137,0.0301157795663399,0.0199451943230388,0.0935109479762742,69,0.9981689648727124,methodologie_2,69.0,69.0,69.0,exponential,4,5,u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.0087655187836283,-0.9981689648727124,-44629.45353459956,10.0,10.0,10.0,7.0,9.25,10.0,10.0,10.0,8.8,10.0
