lambda,n_components,degree,rows_train,rows_val,rows_test,cv_rmse_mean_z,cv_rmse_std_z,cv_r2_mean_z,cv_r2_std_z,R2_val_z,RMSE_val_z,R2_val_e_gap,RMSE_val_e_gap,R2_val_e,RMSE_val_e,RMSE_val_tau_u,R2_val_tau_u,Valid_curve_count_val,R2_test_z,RMSE_test_z,R2_test_e_gap,RMSE_test_e_gap,R2_test_e,RMSE_test_e,RMSE_test_tau_u,R2_test_tau_u,Valid_curve_count_test,selection_rule
0.0001,5,2,191,48,60,0.40026710403765897,0.4511434525795498,0.8303419407424114,0.40733693581759745,0.9323732012104237,0.41181210914544164,0.5817401353621865,6.202112514559308,0.5986318067266905,6.202112514559308,0.09687616382854541,0.9994808391279851,48,0.8415299965021958,0.5920497605419325,0.9425889387671281,1.4024045172817186,0.9530795388383179,1.4024045172817186,0.32833176148665777,0.9961251255954918,60,"Best lambda selected with the same train/validation/test logic as methodologies 1 and 2: lowest RMSE on validation for z = log(e-c), then lower CV std on training folds, then higher mean CV R2, then lower validation RMSE on tau(u). External test is reported separately."
