sample_id,u_peak,u_r,tau_peak,tau_r,true_a,true_b,true_c,true_d,true_e,estimated_a,estimated_b,estimated_c,estimated_d,estimated_e,error_b,abs_error_b,error_d,abs_error_d,error_e,abs_error_e,curve_rmse_tau_u,curve_mae_tau_u,curve_r2_tau_u,curve_valid,dataset,model_name
18,3.07,10.5,12.57,12.4375,12.4375,0.7124450836759753,0.4761904761904761,13.149945083675975,1.9539451798171723,12.4375,4.151865942953346,0.4761904761904761,16.589365942953346,1.2388323946936983,3.439420859277371,3.439420859277371,3.439420859277371,3.439420859277371,-0.715112785123474,0.715112785123474,0.3661345862171941,0.2314603919488367,0.9608886479780172,True,HIGH,HIGH_poly_rank_4
21,1.67,12.0,7.53,5.32,5.32,5.617172562155661,0.4166666666666667,10.93717256215566,1.7473164085592403,5.32,7.589252907253684,0.4166666666666667,12.909252907253684,1.5029665158912175,1.972080345098023,1.972080345098023,1.9720803450980249,1.9720803450980249,-0.24434989266802276,0.24434989266802276,0.23942720399315345,0.15895640002768,0.9412255145013516,True,HIGH,HIGH_poly_rank_4
22,1.67,12.0,19.67,18.994999999999997,18.994999999999997,1.5273740416856256,0.4166666666666667,20.522374041685623,3.2739688179792332,18.994999999999997,3.1598157045324413,0.4166666666666667,22.15481570453244,2.7023811681259797,1.6324416628468157,1.6324416628468157,1.6324416628468157,1.6324416628468157,-0.5715876498532535,0.5715876498532535,0.274305512094939,0.17414076633871137,0.9859377407905545,True,HIGH,HIGH_poly_rank_4
24,1.81,16.0,7.62,7.29,7.29,0.6419185077225471,0.3125,7.931918507722547,3.0024433868829834,7.29,1.9188213745198768,0.3125,9.208821374519877,2.2760627923839456,1.2769028667973297,1.2769028667973297,1.2769028667973297,1.2769028667973297,-0.7263805944990378,0.7263805944990378,0.2294949490010113,0.14249315797886772,0.9264995350350658,True,HIGH,HIGH_poly_rank_4
30,2.17,3.85,16.37,14.955,14.955,60.674147880173095,1.2987012987012987,75.6291478801731,1.6284330431129306,14.955,73.93897273599552,1.2987012987012987,88.89397273599552,1.4270038621023968,13.264824855822425,13.264824855822425,13.264824855822425,13.264824855822425,-0.20142918101053375,0.20142918101053375,1.5919983556109936,1.1538008475886121,0.7194781780297688,True,HIGH,HIGH_poly_rank_4
33,2.26,4.125,16.14,11.3475,11.3475,422.7987490320256,1.2121212121212122,434.1462490320256,1.3091974223177918,11.3475,184.79334907700212,1.2121212121212122,196.14084907700212,1.2532582581679212,-238.0053999550235,238.0053999550235,-238.00539995502348,238.00539995502348,-0.055939164149870546,0.055939164149870546,5.236153690319291,4.0339681763253505,-1.0630467945228692,True,HIGH,HIGH_poly_rank_4
36,1.48,3.625,14.91,14.235,14.235,8.232456046268986,1.3793103448275863,22.467456046268985,2.7321098339023515,14.235,45.197959057045104,1.3793103448275863,59.4329590570451,1.709202366169173,36.96550301077612,36.96550301077612,36.96550301077612,36.96550301077612,-1.0229074677331784,1.0229074677331784,0.47938531742297746,0.36869706494440974,0.965378394882973,True,HIGH,HIGH_poly_rank_4
39,0.54,3.35,15.9,14.4675,14.4675,3.852469877296928,1.4925373134328357,18.319969877296927,7.688914610134782,14.4675,0.7145791688183731,1.4925373134328357,15.182079168818372,10.820594464228876,-3.137890708478555,3.137890708478555,-3.1378907084785546,3.1378907084785546,3.1316798540940933,3.1316798540940933,0.4705142272753333,0.30504089279949953,0.9429838368805241,True,HIGH,HIGH_poly_rank_4
42,0.71,3.35,16.28,14.8375,14.8375,5.373344828404187,1.4925373134328357,20.210844828404188,5.457009220110153,14.8375,3.622244247367677,1.4925373134328357,18.459744247367677,5.664773940980612,-1.7511005810365106,1.7511005810365106,-1.7511005810365106,1.7511005810365106,0.2077647208704585,0.2077647208704585,0.2608128734805228,0.171549895705256,0.9862374139687079,True,HIGH,HIGH_poly_rank_4
45,2.87,4.1,13.67,13.42,13.42,16.705556614946417,1.2195121951219514,30.12555661494642,1.6634039681803665,13.42,74.16387160407841,1.2195121951219514,87.58387160407841,1.2996349085872805,57.45831498913199,57.45831498913199,57.45831498913199,57.45831498913199,-0.36376905959308603,0.36376905959308603,0.6073532924788224,0.3758360225205384,0.9458831175387675,True,HIGH,HIGH_poly_rank_4
48,2.37,4.125,16.38,14.3675,14.3675,112.7264689844744,1.2121212121212122,127.0939689844744,1.4228254925840296,14.3675,74.55072399530854,1.2121212121212122,88.91822399530854,1.3236099352117092,-38.17574498916585,38.17574498916585,-38.175744989165864,38.175744989165864,-0.09921555737232035,0.09921555737232035,2.370444618231943,1.7800986078961016,0.38142278677843344,True,HIGH,HIGH_poly_rank_4
50,4.16,4.75,15.04,14.775,14.775,58.5314735148253,1.0526315789473684,73.3064735148253,1.2144266984360343,14.775,56.76068324359107,1.0526315789473684,71.53568324359107,1.1240184469087506,-1.7707902712342332,1.7707902712342332,-1.7707902712342332,1.7707902712342332,-0.09040825152728371,0.09040825152728371,0.9239802145733019,0.589582587045863,0.881812105501631,True,HIGH,HIGH_poly_rank_4
52,3.13,4.466666666666667,15.58,14.793333333333337,14.793333333333337,75.02328336156236,1.1194029850746268,89.8166166948957,1.313812712287742,14.793333333333337,58.83439467547282,1.1194029850746268,73.62772800880616,1.218043778802508,-16.18888868608954,16.18888868608954,-16.18888868608954,16.18888868608954,-0.09576893348523408,0.09576893348523408,1.4526671557006168,1.0310267046011832,0.7444697735414272,True,HIGH,HIGH_poly_rank_4
58,0.94,3.875,16.28,13.935,13.935,11.349260923481204,1.2903225806451613,25.28426092348121,3.405427164282276,13.935,11.63659222800546,1.2903225806451613,25.57159222800546,3.0393386644140503,0.2873313045242565,0.2873313045242565,0.28733130452425115,0.28733130452425115,-0.3660884998682259,0.3660884998682259,0.32719147851171076,0.15888692319536216,0.9802333411653574,True,HIGH,HIGH_poly_rank_4
61,2.68,4.125,16.95,15.5375,15.5375,116.71406105996982,1.2121212121212122,132.25156105996982,1.3981039630569712,15.5375,69.5180725171732,1.2121212121212122,85.05557251717319,1.3188880808356052,-47.19598854279663,47.19598854279663,-47.19598854279663,47.19598854279663,-0.079215882221366,0.079215882221366,2.182610825552084,1.6199579453642565,0.5204414258428898,True,HIGH,HIGH_poly_rank_4
64,2.73,4.125,15.88,13.97,13.97,220.02903798852773,1.2121212121212122,233.99903798852773,1.3339956390040135,13.97,93.95281130901591,1.2121212121212122,107.92281130901593,1.2840014526233514,-126.07622667951182,126.07622667951182,-126.0762266795118,126.0762266795118,-0.04999418638066211,0.04999418638066211,3.046996297260236,2.2766306070374545,-0.01994110207636579,True,HIGH,HIGH_poly_rank_4
67,3.13,4.533333333333333,14.91,14.596666666666666,14.596666666666666,20.35467702287054,1.1029411764705883,34.951343689537204,1.4882877719989878,14.596666666666666,51.766266764459786,1.1029411764705883,66.36293343112645,1.212580150875716,31.411589741589246,31.411589741589246,31.411589741589246,31.411589741589246,-0.27570762112327185,0.27570762112327185,0.6851758606352539,0.4374730771502153,0.9421727745647055,True,HIGH,HIGH_poly_rank_4
70,3.12,4.466666666666667,16.37,15.163333333333334,15.163333333333334,137.96164146287623,1.1194029850746268,153.12497479620956,1.2614658876838951,15.163333333333334,61.09980201277774,1.1194029850746268,76.26313534611107,1.2173357414106216,-76.8618394500985,76.8618394500985,-76.86183945009849,76.86183945009849,-0.044130146273273496,0.044130146273273496,2.1628139307236047,1.5662979782972113,0.4797633417854691,True,HIGH,HIGH_poly_rank_4
