Dataset,Model_Label,Model_Family,Selection_Mode,Rank_in_saved_results,Model_Features,Saved_R2_val_log,Saved_R2_cv_mean_log,Saved_R2_val_d,Saved_RMSE_val_d,Saved_R2_test_log,Saved_RMSE_test_log,Saved_R2_test_d,Saved_RMSE_test_d,Saved_Selection_Score,N_rows,N_e_converged,N_c_lt_e,N_converged_and_c_lt_e,Pct_converged_and_c_lt_e,RMSE_d_pred_vs_d_csds,R2_d_pred_vs_d_csds,N_d_metric_rows,RMSE_e_pred_vs_e_csds,R2_e_pred_vs_e_csds,N_e_metric_rows,Mean_e_pred,Median_e_pred,Mean_residual_eq_515_abs,Mean_residual_eq_518_abs,Detailed_Output_File
LOW_1,LOW_1_exp_log_rank_1,exponential,log,1,delta_peak_mm + tau_peak_MPa_csds + tau_p_x_tau_r + u_p_div_tau_p + tau_r_div_u_r + sigma_n_div_u_p,0.9272427417647936,0.9104312149004518,0.0391225427570071,3.116063676104296,0.8473606175214192,0.7372773411684823,-0.157469953572118,5.700263365825436,1.318176796073841,163,160,160,160,98.15950920245399,4.2622125527094665,0.7137307880795898,163,4.716329333968877,0.8583391289626107,160,7.159454077979689,3.0455423467713008,7.31670557474473e-12,0.14881805751745084,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_log_rank_1_e_predictions.csv
LOW_1,LOW_1_exp_log_rank_2,exponential,log,2,delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_x_tau_r + u_p_div_tau_p + tau_r_div_u_r,0.9125249540896632,0.9197773821440398,-1.0125652996684038,4.509696464274815,0.8721959400026141,0.6746366206990698,0.1773353161520844,4.80564278453013,1.3085839702587323,163,162,162,162,99.38650306748467,3.3721998762614693,0.8208028694621385,163,4.625042836762504,0.8626579549271893,162,7.11065137507062,2.975893196156605,6.121391459567315e-12,0.11916880295645985,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_log_rank_2_e_predictions.csv
LOW_1,LOW_1_exp_log_rank_3,exponential,log,3,delta_peak_mm + tau_peak_MPa_csds + tau_p_x_tau_r + u_p_div_u_r + u_p_div_tau_p + tau_r_div_u_r,0.9148182669208914,0.907490524452394,0.1617799688632393,2.9103910017739643,0.9026280493800062,0.5888633452291173,0.1527813579392999,4.8768321705198865,1.302455986309937,163,161,161,161,98.77300613496932,3.455215152728151,0.8118714855608589,163,4.479271646209569,0.8716658284443599,161,7.666786406731813,2.8635031129089503,5.147217365926187e-12,0.12823877829414118,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_log_rank_3_e_predictions.csv
LOW_1,LOW_1_exp_log_rank_4,exponential,log,4,delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_x_tau_r + u_p_div_tau_p + tau_p_div_u_r,0.9136700535745872,0.9065514341735152,-1.1837876225127135,4.697616091071222,0.8586258701751365,0.7095492724937947,0.1583071237006228,4.86090221129603,1.3024421991670678,163,162,162,162,99.38650306748467,3.6966807527716115,0.7846582056901086,163,4.525653408698941,0.868497329329001,162,7.131555467369966,2.940168176884555,5.144570640547982e-12,0.12842515874896354,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_log_rank_4_e_predictions.csv
LOW_1,LOW_1_exp_log_rank_5,exponential,log,5,delta_peak_mm + tau_r_MPa + tau_p_x_tau_r + tau_r_div_tau_p + u_p_div_tau_p + tau_p_div_u_r,0.916200000132668,0.8941220306114414,-0.8801693940587876,4.35883882791916,0.8586915484190897,0.7093844355324522,0.1684950016990483,4.831394389172468,1.2988742397604778,163,160,160,160,98.15950920245399,5.163922334869155,0.5797924622426704,163,4.095927457857834,0.8931790085011995,160,7.183264919593387,3.30344265694384,5.044913098384285e-12,0.14786397039237395,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_log_rank_5_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_1,exponential,d,1,tau_peak_MPa_csds + u_r_x_u_p + u_p_div_u_r + u_r_div_tau_r + u_p_div_tau_p + tau_p_div_u_r,0.932677589332918,0.8523691048290303,0.9370915439646668,0.7973093088673202,0.8751353953603395,0.6668332702279257,-1.002901414339603,7.498421428860269,1.2970671623872267,163,156,156,156,95.70552147239263,23.117425572047548,-7.421382063133915,163,6.35588979002138,0.7485059956107303,156,8.88640651442282,2.9100405997610808,6.717478425362818e-12,0.20814277066244458,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_d_rank_1_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_2,exponential,d,2,tau_peak_MPa_csds + u_r_x_u_p + u_p_div_u_r + u_r_div_tau_p + u_p_div_tau_p + tau_p_div_u_r,0.9179460918014368,0.8415435544305637,0.9357671372046608,0.8056584393292152,0.8614755414577601,0.702361693547039,-0.8934311233655852,7.2906259038343,1.2895279314043273,163,157,157,157,96.31901840490798,24.654264567528934,-8.578302287757335,163,5.461986499848025,0.8132131861160584,157,8.586695876077432,2.8290486634730567,7.1908452299516525e-12,0.20340088095518374,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_d_rank_2_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_3,exponential,d,3,u_r_x_u_p + u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_r,0.94813101071406,0.7996885344364594,0.9578958772585756,0.6522808567936007,0.8819602490059376,0.648353305035026,0.0174441339393675,5.251927048644612,1.2878038861476078,163,153,153,153,93.86503067484662,42.24893860443589,-27.127817825839198,163,4.708354993510743,0.8609487951225909,153,8.234192490471969,2.974040964029763,5.389137212012792e-12,0.173107946243097,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_d_rank_3_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_4,exponential,d,4,u_r_mm + u_r_x_u_p + u_p_div_u_r + u_r_div_tau_r + u_p_div_tau_p + tau_p_div_u_r,0.9197112566421856,0.8645288897553952,0.92073868501668,0.8949586254844629,0.8823021564615181,0.6474136318143185,-3.38435051519978,11.094115735827875,1.2847899597104773,163,152,152,152,93.25153374233129,5.878505299421227,0.4554493723698212,163,6.09770560862223,0.7654231758325905,152,8.664676974306271,2.8860253980142057,6.101159051658855e-12,0.24119193176151513,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_d_rank_4_e_predictions.csv
LOW_1,LOW_1_exp_d_rank_5,exponential,d,5,tau_peak_MPa_csds + u_r_x_u_p + u_r_x_tau_r + u_p_div_u_r + u_r_div_tau_r + u_p_div_tau_p,0.9187478052436924,0.8539095704846247,0.9238170941477278,0.8774069869520664,0.8704976092306269,0.6791042990167604,-0.1517217572415998,5.6860915011964765,1.2836640928609555,163,157,157,157,96.31901840490798,11.272070524371664,-1.0022201578848224,163,7.344660598611962,0.6547746061828417,157,9.200162229541327,2.8324444253527443,5.035767980953792e-12,0.20693603186078074,/Users/hariderarako/Desktop/python/results/methodologie_1/reconstructed_parameters/e_from_d/low/LOW_1_exp_d_rank_5_e_predictions.csv
