Features,Feature_List,Branch_Signature,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_test_log,RMSE_test_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,R2_test_d,RMSE_test_d,Selection_Mode,Selection_Score
tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_p,"['tau_r_MPa', 'u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'tau_r_div_u_p']",base_taur | core_up_xtaup | product | ratio,6,0.9321654699263414,0.1830402932377922,0.7746929324811129,0.277408530703406,0.9133743355545185,0.27037040537523804,0.8141592527963751,0.0927521866423151,0.8437953896438438,8.461518715020203,0.6718286832184022,7.337382480165486,0.9225166488351295,9.706732560350387,log,1.1124973402150689
u_p_x_tau_p + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_p,"['u_p_x_tau_p', 'tau_p_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'tau_r_div_u_p']",core_up_xtaup | product | ratio,6,0.9303464243776094,0.18547825454019842,0.7698055378515468,0.2804011821958494,0.9134229981124833,0.27029445349727155,0.8065406605139941,0.1025432538420467,0.8416341709988416,8.51985364906732,0.6671044210058337,7.390007214080422,0.9233679291167484,9.653263192619692,log,1.102821542724339
tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_r + tau_r_div_u_p,"['tau_r_MPa', 'u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_r', 'tau_r_div_u_p']",base_taur | core_up_xtaup | product | ratio,6,0.9270009700432204,0.18988026844044875,0.7640167170554564,0.2839049887047332,0.9369073087111239,0.23074132880816697,0.8065032517182148,0.09144648261187707,0.8344185684663634,8.71178626496616,0.6639408277056946,7.425038763046593,0.9160445456567554,10.103999693421155,log,1.0981236946533761
delta_peak_mm + tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,"['delta_peak_mm', 'tau_r_MPa', 'u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'tau_r_div_u_p']",base_taur | base_up | core_up_xtaup | product | ratio,6,0.9278471775169803,0.1887765108452055,0.7599136000267925,0.2863625257924277,0.9419047194014418,0.22141461780055943,0.8024317901913026,0.09664589520481082,0.8333130433523106,8.740820547524882,0.6673110331035006,7.387713549077217,0.9147684353065836,10.180499734572521,log,1.0914649056019627
u_p_x_tau_p + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_r + tau_r_div_u_p,"['u_p_x_tau_p', 'tau_p_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_r', 'tau_r_div_u_p']",core_up_xtaup | product | ratio,6,0.9245987686631587,0.19297920439002222,0.7581122116632468,0.28743481917978947,0.9366303038158225,0.2312473024359255,0.7973242593308297,0.10366971906092809,0.8315677110304855,8.78646272093637,0.6585164433077917,7.484723247107282,0.9166170258259013,10.069491906483988,log,1.0864073694225689
tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p + tau_r_div_u_p,"['tau_r_MPa', 'u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'tau_p_div_u_p', 'tau_r_div_u_p']",base_taur | core_up_xtaup | product | ratio,6,0.9260668165267201,0.19109133561099848,0.7566232868734961,0.28831810532280916,0.9514886407366535,0.20232874352557872,0.7939667912123817,0.09746992779465437,0.8295324632787653,8.839388829879924,0.6705899686057555,7.351217269839286,0.905583919022694,10.714992000163003,log,1.0838596897002215
u_p_x_tau_p + u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_p,"['u_p_x_tau_p', 'u_p_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'tau_r_div_u_p']",core_up_xtaup | product | ratio,6,0.9272352591362787,0.18957531487966012,0.7532968092013539,0.2902817869351364,0.892687370646215,0.3009270867530315,0.7900809016280936,0.1030118212694826,0.8400505986335292,8.56234464848568,0.6632393507110661,7.432784093536355,0.908670530053953,10.538391652353177,log,1.0780360778884523
tau_r_MPa + u_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_p,"['tau_r_MPa', 'u_p_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'tau_r_div_u_p']",base_taur | product | ratio,6,0.9240467878173411,0.19368427633851754,0.7489771847680874,0.2928120886990106,0.9515456932939467,0.20220973255220737,0.7946570574713355,0.10416876584352219,0.8286105714571623,8.8632583967282,0.6433236999371317,7.649410629855856,0.9228570539578471,9.685386951810166,log,1.0758888369194028
delta_peak_mm + tau_r_MPa + u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p,"['delta_peak_mm', 'tau_r_MPa', 'u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p']",base_taur | base_up | core_up_xtaup | product | ratio,6,0.9172576489195565,0.2021553414578083,0.7654438669988346,0.28304520441312675,0.923869602108695,0.2534631994237177,0.7677012430090312,0.16194122783310053,0.8192838599395692,9.101225319295907,0.6554583934216432,7.518162107824664,0.9064139378450599,10.667789884194972,log,1.0731003657200402
u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + u_p_div_tau_p + tau_r_div_u_p + sigma_n_div_u_p,"['u_p_x_tau_p', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_p_div_tau_p', 'tau_r_div_u_p', 'sigma_n_div_u_p']",core_sigma_combo | core_up_xtaup | product | ratio,6,0.9278126780866682,0.18882163661813206,0.7527440128613202,0.2906068271557871,0.893565705444858,0.29969303908894224,0.7821942734506079,0.11570210300558803,0.8398292824989645,8.568266302308631,0.6735193347302466,7.31845795173166,0.8975900979414235,11.159374223236991,log,1.0722709392860652
