Dataset,Rank_in_saved_results,N_Input_Features,Input_Features,Equation_log_d_scaled_space,Equation_d_scaled_space,Saved_R2_val_log,Saved_R2_cv_mean_log,Saved_R2_cv_std_log,Saved_R2_val_d,Saved_RMSE_val_d,Saved_R2_test_log,Saved_RMSE_test_log,Saved_R2_test_d,Saved_RMSE_test_d,Saved_Selection_Score
LOW_2,1,4,u_r_div_u_p + u_p_div_u_r + tau_peak_MPa_csds + tau_r_div_tau_p,log(d_csds) = 2.0789787963 - 0.3224056342*u_r_div_u_p + 0.3096990584*u_p_div_u_r + 0.1429442950*tau_peak_MPa_csds - 0.4561058858*tau_r_div_tau_p + 0.0315535276*u_r_div_u_p^2 - 0.2127836711*u_r_div_u_p u_p_div_u_r + 0.0351411003*u_r_div_u_p tau_peak_MPa_csds + 0.0821114714*u_r_div_u_p tau_r_div_tau_p + 0.2009650983*u_p_div_u_r^2 + 0.0523110255*u_p_div_u_r tau_peak_MPa_csds - 0.3777861408*u_p_div_u_r tau_r_div_tau_p - 0.0196873193*tau_peak_MPa_csds^2 + 0.0008605017*tau_peak_MPa_csds tau_r_div_tau_p - 0.0076796361*tau_r_div_tau_p^2,d_csds = exp(2.0789787963 - 0.3224056342*u_r_div_u_p + 0.3096990584*u_p_div_u_r + 0.1429442950*tau_peak_MPa_csds - 0.4561058858*tau_r_div_tau_p + 0.0315535276*u_r_div_u_p^2 - 0.2127836711*u_r_div_u_p u_p_div_u_r + 0.0351411003*u_r_div_u_p tau_peak_MPa_csds + 0.0821114714*u_r_div_u_p tau_r_div_tau_p + 0.2009650983*u_p_div_u_r^2 + 0.0523110255*u_p_div_u_r tau_peak_MPa_csds - 0.3777861408*u_p_div_u_r tau_r_div_tau_p - 0.0196873193*tau_peak_MPa_csds^2 + 0.0008605017*tau_peak_MPa_csds tau_r_div_tau_p - 0.0076796361*tau_r_div_tau_p^2),0.9324658693274236,0.8567454978168091,0.038416201388532,0.8093479638200378,5.592571852285097,0.9775040181475936,0.1377806849027856,0.7279589974432048,18.18804623733201,1.3169969980969751
LOW_2,2,3,u_p_div_u_r + tau_r_div_tau_p + tau_peak_MPa_csds,log(d_csds) = 2.2438649118 + 0.7383297291*u_p_div_u_r - 0.4348780773*tau_r_div_tau_p + 0.1417008316*tau_peak_MPa_csds + 0.2270483810*u_p_div_u_r^2 - 0.4175180826*u_p_div_u_r tau_r_div_tau_p + 0.0148592200*u_p_div_u_r tau_peak_MPa_csds - 0.0064161585*tau_r_div_tau_p^2 + 0.0058966755*tau_r_div_tau_p tau_peak_MPa_csds - 0.0155353584*tau_peak_MPa_csds^2,d_csds = exp(2.2438649118 + 0.7383297291*u_p_div_u_r - 0.4348780773*tau_r_div_tau_p + 0.1417008316*tau_peak_MPa_csds + 0.2270483810*u_p_div_u_r^2 - 0.4175180826*u_p_div_u_r tau_r_div_tau_p + 0.0148592200*u_p_div_u_r tau_peak_MPa_csds - 0.0064161585*tau_r_div_tau_p^2 + 0.0058966755*tau_r_div_tau_p tau_peak_MPa_csds - 0.0155353584*tau_peak_MPa_csds^2),0.8977687401531709,0.8712733076291963,0.0205027821394948,0.7206747797155686,6.769333699989074,0.9607467404582806,0.1820009796752469,0.5776332332836911,22.66280885255891,1.3013551157538197
LOW_2,3,4,u_r_div_u_p + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p,log(d_csds) = 2.0799338181 - 0.3172630519*u_r_div_u_p + 0.1331484554*tau_p_x_tau_r + 0.3022664419*u_p_div_u_r - 0.5345510905*tau_r_div_tau_p + 0.0305197415*u_r_div_u_p^2 + 0.0179405290*u_r_div_u_p tau_p_x_tau_r - 0.2040449099*u_r_div_u_p u_p_div_u_r + 0.0637174301*u_r_div_u_p tau_r_div_tau_p - 0.0283948380*tau_p_x_tau_r^2 + 0.0271097625*tau_p_x_tau_r u_p_div_u_r + 0.0101773175*tau_p_x_tau_r tau_r_div_tau_p + 0.2091563301*u_p_div_u_r^2 - 0.3953865895*u_p_div_u_r tau_r_div_tau_p - 0.0075800195*tau_r_div_tau_p^2,d_csds = exp(2.0799338181 - 0.3172630519*u_r_div_u_p + 0.1331484554*tau_p_x_tau_r + 0.3022664419*u_p_div_u_r - 0.5345510905*tau_r_div_tau_p + 0.0305197415*u_r_div_u_p^2 + 0.0179405290*u_r_div_u_p tau_p_x_tau_r - 0.2040449099*u_r_div_u_p u_p_div_u_r + 0.0637174301*u_r_div_u_p tau_r_div_tau_p - 0.0283948380*tau_p_x_tau_r^2 + 0.0271097625*tau_p_x_tau_r u_p_div_u_r + 0.0101773175*tau_p_x_tau_r tau_r_div_tau_p + 0.2091563301*u_p_div_u_r^2 - 0.3953865895*u_p_div_u_r tau_r_div_tau_p - 0.0075800195*tau_r_div_tau_p^2),0.9240878346438056,0.8412485692741988,0.0451282561893831,0.7938513303311855,5.8154204166393235,0.97632203997379,0.1413539680216816,0.7360223084744619,17.916471356060143,1.3001992936619666
LOW_2,4,4,u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p + u_r_div_u_p,log(d_csds) = 2.0896211850 + 0.2885902588*u_p_div_u_r - 0.5512858451*tau_r_div_tau_p + 0.0805681808*tau_p_div_u_p - 0.3829061051*u_r_div_u_p + 0.2748712419*u_p_div_u_r^2 - 0.4141588098*u_p_div_u_r tau_r_div_tau_p - 0.0332007429*u_p_div_u_r tau_p_div_u_p - 0.0828441775*u_p_div_u_r u_r_div_u_p - 0.0396613708*tau_r_div_tau_p^2 - 0.0270593634*tau_r_div_tau_p tau_p_div_u_p + 0.1198993569*tau_r_div_tau_p u_r_div_u_p - 0.0098555111*tau_p_div_u_p^2 - 0.0015786934*tau_p_div_u_p u_r_div_u_p + 0.0872768512*u_r_div_u_p^2,d_csds = exp(2.0896211850 + 0.2885902588*u_p_div_u_r - 0.5512858451*tau_r_div_tau_p + 0.0805681808*tau_p_div_u_p - 0.3829061051*u_r_div_u_p + 0.2748712419*u_p_div_u_r^2 - 0.4141588098*u_p_div_u_r tau_r_div_tau_p - 0.0332007429*u_p_div_u_r tau_p_div_u_p - 0.0828441775*u_p_div_u_r u_r_div_u_p - 0.0396613708*tau_r_div_tau_p^2 - 0.0270593634*tau_r_div_tau_p tau_p_div_u_p + 0.1198993569*tau_r_div_tau_p u_r_div_u_p - 0.0098555111*tau_p_div_u_p^2 - 0.0015786934*tau_p_div_u_p u_r_div_u_p + 0.0872768512*u_r_div_u_p^2),0.9403181762083104,0.8081262866361355,0.0444904700866829,0.9017024904978156,4.015707815438574,0.985048874030741,0.1123240652417045,0.9949779147042336,2.4712171457840095,1.2999322725177098
