Dataset,Rank_in_saved_results,Polynomial_Term,Coefficient_in_scaled_space
LOW_2,1,u_r_div_u_p,-0.3224056341763751
LOW_2,1,u_p_div_u_r,0.3096990584475352
LOW_2,1,tau_peak_MPa_csds,0.14294429503496175
LOW_2,1,tau_r_div_tau_p,-0.45610588581587463
LOW_2,1,u_r_div_u_p^2,0.03155352760870875
LOW_2,1,u_r_div_u_p u_p_div_u_r,-0.21278367109838242
LOW_2,1,u_r_div_u_p tau_peak_MPa_csds,0.03514110034063247
LOW_2,1,u_r_div_u_p tau_r_div_tau_p,0.0821114713882844
LOW_2,1,u_p_div_u_r^2,0.20096509834198012
LOW_2,1,u_p_div_u_r tau_peak_MPa_csds,0.05231102547000101
LOW_2,1,u_p_div_u_r tau_r_div_tau_p,-0.3777861407675068
LOW_2,1,tau_peak_MPa_csds^2,-0.01968731928531125
LOW_2,1,tau_peak_MPa_csds tau_r_div_tau_p,0.0008605017378566206
LOW_2,1,tau_r_div_tau_p^2,-0.007679636116484707
LOW_2,2,u_p_div_u_r,0.7383297291107325
LOW_2,2,tau_r_div_tau_p,-0.43487807731794687
LOW_2,2,tau_peak_MPa_csds,0.14170083161446245
LOW_2,2,u_p_div_u_r^2,0.22704838099979252
LOW_2,2,u_p_div_u_r tau_r_div_tau_p,-0.417518082564365
LOW_2,2,u_p_div_u_r tau_peak_MPa_csds,0.014859219977575463
LOW_2,2,tau_r_div_tau_p^2,-0.00641615851379551
LOW_2,2,tau_r_div_tau_p tau_peak_MPa_csds,0.005896675470710905
LOW_2,2,tau_peak_MPa_csds^2,-0.01553535844283434
LOW_2,3,u_r_div_u_p,-0.31726305188648324
LOW_2,3,tau_p_x_tau_r,0.13314845543817597
LOW_2,3,u_p_div_u_r,0.30226644187257007
LOW_2,3,tau_r_div_tau_p,-0.5345510905288507
LOW_2,3,u_r_div_u_p^2,0.030519741494247365
LOW_2,3,u_r_div_u_p tau_p_x_tau_r,0.01794052896893003
LOW_2,3,u_r_div_u_p u_p_div_u_r,-0.20404490994335556
LOW_2,3,u_r_div_u_p tau_r_div_tau_p,0.0637174301062081
LOW_2,3,tau_p_x_tau_r^2,-0.028394837972795902
LOW_2,3,tau_p_x_tau_r u_p_div_u_r,0.02710976254985481
LOW_2,3,tau_p_x_tau_r tau_r_div_tau_p,0.010177317476821527
LOW_2,3,u_p_div_u_r^2,0.20915633007507184
LOW_2,3,u_p_div_u_r tau_r_div_tau_p,-0.3953865895192174
LOW_2,3,tau_r_div_tau_p^2,-0.00758001950303154
LOW_2,4,u_p_div_u_r,0.28859025882975065
LOW_2,4,tau_r_div_tau_p,-0.5512858450521457
LOW_2,4,tau_p_div_u_p,0.08056818075701196
LOW_2,4,u_r_div_u_p,-0.38290610505873823
LOW_2,4,u_p_div_u_r^2,0.27487124193470647
LOW_2,4,u_p_div_u_r tau_r_div_tau_p,-0.41415880977567215
LOW_2,4,u_p_div_u_r tau_p_div_u_p,-0.0332007428632855
LOW_2,4,u_p_div_u_r u_r_div_u_p,-0.08284417752073414
LOW_2,4,tau_r_div_tau_p^2,-0.03966137083449288
LOW_2,4,tau_r_div_tau_p tau_p_div_u_p,-0.02705936340586016
LOW_2,4,tau_r_div_tau_p u_r_div_u_p,0.11989935691933135
LOW_2,4,tau_p_div_u_p^2,-0.00985551111020894
LOW_2,4,tau_p_div_u_p u_r_div_u_p,-0.0015786934360799462
LOW_2,4,u_r_div_u_p^2,0.087276851202828
