u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,d_pred
3.35,0.54,15.9,14.4675,18.319969877296927,19.53318997960714
1.35,0.3,0.88,0.635,1.8001130574348498,1.5257546570830742
2.175,0.38,5.2,4.3975,6.850188320111813,3.4391256323988335
3.35,0.71,16.28,14.8375,20.210844828404188,29.58714917753677
1.475,0.88,0.58,0.535,2.8993732180319176,10.258550705772473
2.625,1.5,3.89,3.6325,14.118629835864668,26.65144334151389
4.1,2.87,13.67,13.42,30.12555661494642,117.98677863415388
1.5,0.79,0.8,0.665,6.831849946093346,9.135461053462507
2.175,0.6,5.04,4.655,6.796531174694559,9.152170331978922
4.125,2.37,16.38,14.3675,127.0939689844744,112.66900679655758
2.566666666666667,1.46,4.68,4.1066666666666665,34.69988213998113,28.667120532306622
4.75,4.16,15.04,14.775,73.3064735148253,184.600826201574
1.85,1.26,0.94,0.785,27.936829140946248,15.900224002680801
4.466666666666667,3.13,15.58,14.793333333333337,89.8166166948957,142.4885070505148
1.85,1.15,0.71,0.65,4.6433470021604135,13.603743856669489
2.175,0.35,4.68,4.205,5.488914851902833,2.2586458744235918
3.85,0.63,16.18,14.365,19.38959639135109,21.520066388377938
1.5666666666666669,0.45,0.87,0.6366666666666667,2.4910377730436024,3.507435966609579
2.175,0.58,5.35,4.42,9.956345178531912,9.03670929401084
3.875,0.94,16.28,13.935,25.28426092348121,38.20483541473605
1.5666666666666669,0.13,0.97,0.8033333333333333,1.0815597509199169,-1.7966213591348725
2.85,2.38,5.22,4.84,142.19939252357494,52.63921705709063
4.125,2.68,16.95,15.5375,132.25156105996982,133.26338428786752
1.6,0.71,1.14,0.9133333333333334,6.610164230147195,8.04014629199427
2.2,0.76,5.03,4.68,7.712642885735885,13.26817087837657
4.125,2.73,15.88,13.97,233.99903798852773,127.81382347838577
1.5666666666666669,0.63,1.42,0.9733333333333332,11.618262835999383,7.106913778846864
2.175,0.34,5.0,4.24,6.288275754310518,2.2165756563261017
4.533333333333333,3.13,14.91,14.596666666666666,34.951343689537204,136.25725834320346
1.5666666666666669,0.49,0.79,0.63,2.0368332196782206,4.101889671048987
2.566666666666667,1.69,5.04,4.426666666666667,73.62440945077007,35.77047349604398
4.466666666666667,3.12,16.37,15.163333333333334,153.12497479620956,148.67595971130285
1.5666666666666669,0.18,0.87,0.6,1.17786521425927,-0.9519341644108841
2.175,0.42,5.1,3.8825,8.364535276937978,4.428473837259913
3.85,1.09,15.19,13.3025,25.12413306168001,42.745846909040424
1.5666666666666669,0.47,0.66,0.5066666666666667,1.7861116090877074,3.6844193650879946
2.175,0.57,4.24,4.0125,5.131835000811389,7.361330925397383
4.7,4.13,14.9,13.285,1227.1610619263406,182.15798885350165
1.5666666666666669,0.18,0.88,0.4966666666666666,1.346155735064614,-0.9521066269067759
2.566666666666667,1.25,4.37,3.77,21.3711784506471,22.596216957700005
4.5,3.62,14.62,13.843333333333334,187.6300218053348,157.23509917937022
1.5633333333333332,0.11,1.04,0.5006666666666667,1.3643096499673495,-2.140409264774261
2.1775,0.23,4.79,3.54875,6.003985500457103,-0.7971837049288144
3.9275,0.39,14.13,12.93,15.108980729198466,5.15669539086808
1.5566666666666666,0.21,0.75,0.4896666666666667,1.143850397052409,-0.4399225306765082
2.19,1.52,4.53,3.98,88.46453784563569,31.305829802980515
3.86,0.46,15.2,13.9425,16.525293456166363,10.654650908194657
1.85,1.14,0.47,0.4455,1.7090859558868448,12.887662376086595
2.29,1.53,3.84,3.5879999999999996,24.817112109709115,28.581272316225775
1.5733333333333333,0.31,0.64,0.434,1.265446191232911,1.1159152442614921
2.0033333333333334,0.44,4.09,3.8813333333333335,4.6659060440256,4.61189733133133
4.125,2.56,14.35,13.695,46.93847166872315,108.3626354683373
1.5666666666666669,0.1,0.84,0.5786666666666667,0.969979146906758,-2.274669554125044
2.175,0.29,4.72,4.314,5.226790203475336,0.7362791449723822
4.125,2.24,16.29,15.185,52.11991061368265,105.2422067856003
1.5666666666666669,0.15,1.04,0.515,1.533092129025739,-1.464611846201525
2.225,0.32,5.75,4.01075,8.603420753633683,2.016780070399073
3.925,0.98,16.9,13.655,31.07800532373415,41.94289185499872
1.5666666666666669,0.12,1.33,0.569,1.854610634923335,-2.015911902471438
2.1775,0.38,5.29,3.8055,8.690271247786866,3.5043981920174074
3.865,1.12,15.69,14.2025,23.533287016774107,45.8630829379031
1.5599999999999998,0.11,1.19,0.5136666666666666,1.6038564251262817,-2.158744143217384
2.175,0.33,5.38,4.15275,7.475845259507069,2.212504650011163
4.6125,0.94,15.17,14.2325,17.463039541690666,29.913687617828433
1.61,0.46,0.57,0.4153333333333333,1.634874209970707,3.3655798208059124
2.1725,0.38,3.22,2.8175,4.027055137350846,2.0596145545243134
7.0,6.69,11.06,11.03,17.799176332863528,208.6623991824271
1.5566666666666666,0.15,0.88,0.5103333333333334,1.2184624851364736,-1.4305221043231238
2.175,0.24,5.1,3.69825,6.5752166070220195,-0.39677323615371307
3.8575,0.47,14.84,13.285,16.560885261750222,10.578917361763848
2.1675,0.15,1.23,0.6225,1.584483302206824,-2.719025538119951
2.165,0.25,6.22,4.547499999999999,8.101032108811562,0.5098709217210509
4.1075,0.46,18.37,16.2525,20.456830792736472,14.717584809726652
1.5599999999999998,0.21,0.72,0.5333333333333333,0.9864172474962212,-0.448221158922228
2.215,0.46,4.54,3.755,6.8100946555112305,4.813022588416687
4.84,3.02,14.29,13.226666666666668,80.84904894440885,123.35188942698554
1.5533333333333337,0.1,1.16,0.5640000000000001,1.476890584776652,-2.3139961481319804
2.16,0.28,4.98,3.80875,6.5294753448886285,0.6625808534214253
3.88,0.84,14.83,12.9825,20.314410697776193,28.909481569327607
1.5533333333333337,0.05,1.06,0.4603333333333333,1.1950471522283908,-3.153039808618823
2.1675,0.24,5.34,3.634,7.185284821064535,-0.2612099938783814
3.8475,0.58,15.72,12.52,21.029190021060213,17.906929684452862
1.7866666666666664,0.16,1.46,0.5153333333333333,2.3069559990331303,-1.7916757443565445
2.19,0.34,5.86,3.70375,10.11140264472491,2.799589225463766
3.9025,0.72,15.23,13.1975,19.745395084347095,23.698653780448858
1.5766666666666669,0.13,0.83,0.5316666666666667,1.0427208983166083,-1.7965466342613037
2.195,0.33,4.91,4.2615,5.924419564940657,1.8242251174538104
4.513333333333333,2.99,16.39,14.923333333333332,155.0246838057176,141.65570761164537
1.5666666666666669,0.22,1.38,0.6789999999999999,2.6481572578488555,-0.2291904337145465
2.18,0.39,6.11,4.593,9.650943521426855,4.508458865553751
4.13,2.78,17.18,15.5675,188.7817161184181,140.41235412576472
1.57,0.3,0.69,0.4403333333333333,1.4299397835360212,0.9772468872261388
2.2025,0.38,4.61,3.49275,7.034502760595067,2.8852410515213913
3.89,0.58,14.25,12.71,16.580375185655917,14.76630102464011
1.5933333333333335,0.29,0.81,0.6846666666666668,1.087382853949383,0.7961477954016494
2.1925,0.42,4.74,4.255,5.8557301765707,4.048547088506782
4.18,2.48,15.4,14.19,76.53454554337887,111.22452579854401
1.85,1.18,0.63,0.575,4.814497230710774,13.865520521040743
2.6033333333333335,0.99,4.93,4.496666666666667,9.455876145186672,17.442745616919655
4.2125,1.92,17.14,16.56,25.71881265970457,92.36752730552098
1.7400000000000002,0.42,0.83,0.4525,3.0411372580129137,2.5905515266432015
2.5733333333333337,1.23,4.22,4.026666666666666,7.74122003841179,21.672491140942046
4.84,1.79,15.01,14.9025,15.792604092393107,69.60281035616039
1.5733333333333333,0.33,0.58,0.4766666666666666,0.8865267528928155,1.4138125158522792
2.1725,0.43,4.53,3.8975,6.138786714707432,4.190004835511878
4.496666666666667,3.33,14.77,14.159999999999998,85.84575820940591,144.94192287478717
1.5599999999999998,0.13,0.68,0.5633333333333334,0.7585316073088083,-1.7391854940050284
3.1775,1.84,4.39,3.69,51.88152690534491,33.85476851096479
4.3774999999999995,2.23,15.49,14.875,28.97795307840756,97.6147873726323
1.5599999999999998,0.18,0.96,0.5433333333333333,1.4698314803878656,-0.9389933740667544
2.175,0.4,5.29,4.25,7.7298658017251105,4.058588456311945
3.6125,0.99,15.85,14.965,19.677295648967803,41.424215436054496
1.9,1.16,0.64,0.54,9.458859589233091,13.438423415997518
2.566666666666667,1.3,4.2,3.9333333333333336,10.666176341529724,23.287756366557176
31.453947067343865,5.1,14.28,13.490170336848536,15.578009547900097,41.012826987624905
1.5599999999999998,0.56,0.58,0.4766666666666666,1.7197507584709593,5.052206293001973
2.1775,0.67,4.06,3.745,5.907719354979028,9.532873171930264
3.9,1.32,14.36,13.5925,19.718523681195663,50.837080361748164
1.6233333333333333,0.17,1.0,0.5720000000000001,1.4469487231528226,-1.2416758853232879
2.1825,0.32,5.06,4.11975,6.530332651104151,1.6985653519009203
3.895,1.07,14.3,13.0025,20.31787030166651,38.58103358083913
1.5666666666666669,0.1,0.85,0.5843333333333334,0.9821892769408712,-2.27695361545067
2.175,0.24,6.09,4.409,7.86013841211722,0.1009423376292009
3.8625,0.5,16.89,15.2325,18.887967066441504,15.844125824787078
1.5566666666666666,0.07,0.85,0.5843333333333334,0.935338137929958,-2.7554367825111
2.1675,0.23,5.85,4.43275,7.23422060168731,-0.2917252507428074
3.8625,0.75,16.87,15.795,19.288556358159465,29.629036634666527
1.5599999999999998,0.17,0.8,0.5579999999999999,1.0533159279041486,-1.1009259684241939
2.563333333333333,1.11,4.61,4.293333333333333,9.21138452802538,19.852701117052664
4.553333333333334,3.93,16.61,16.513333333333332,30.711748245470854,192.12889324112146
1.5533333333333337,0.19,0.76,0.5436666666666666,1.0285202035428438,-0.7587635634417684
2.17,0.32,4.74,4.0465,5.80309001190173,1.5400550395754138
4.13,1.88,15.76,14.8875,29.885331291761865,83.40358225612323
1.5666666666666669,0.23,0.81,0.5826666666666666,1.190751192870266,-0.12937915630222685
2.18,0.27,5.18,4.452999999999999,6.024725557485408,0.4338494892958975
4.1125,1.85,17.29,16.4125,30.71216321375646,90.18731050981815
1.5766666666666669,0.65,0.57,0.478,2.090273609680621,6.402837972030832
2.6333333333333333,1.47,3.8,3.616,9.76564024424423,25.642079650441506
4.1575,2.12,13.69,12.965,30.79818353264837,83.44143289293326
1.5666666666666669,0.48,0.88,0.6386666666666666,2.909683904106867,4.007879043271568
2.9225,0.52,5.54,4.727,7.254730037291942,4.877752598003328
3.925,0.9,17.84,14.94,27.969435602700997,40.39802888197225
1.49,0.22,0.66,0.4575,1.0088217275318825,-0.14556818986068976
3.1,1.93,4.22,4.0145,14.837057992923611,35.52837030365622
4.75,3.98,15.12,14.85,60.51147902358684,176.8846621007049
1.5666666666666669,0.13,1.09,0.5446666666666667,1.5022992365882244,-1.8120343971338322
2.1775,0.28,5.16,3.81425,6.944681077528114,0.7016952768048776
3.88,0.7,16.09,11.71,26.70369715320237,24.840535886662426
2.06,1.1,0.64,0.593,2.1062804370896413,12.071503608310039
3.85,3.11,4.79,4.4285,110.04621145632456,61.50403267822365
4.833333333333333,2.95,17.57,15.660000000000002,149.2033516563727,146.07729658856718
1.64,0.1,1.15,0.5823333333333333,1.4292184556456984,-2.4917286241669236
2.06,0.26,5.06,2.78625,8.323852820988881,0.5081073162830512
3.91,0.48,15.79,12.4225,19.82682598861948,12.38234499940239
1.5599999999999998,0.47,0.9,0.6583333333333333,2.8170854823861977,3.874219798656018
2.1875,0.49,5.79,4.2505,11.587462282580969,7.0338277806631595
3.86,1.09,17.51,14.9375,31.490887035413166,50.65591912092725
2.0725,0.14,0.99,0.65575,1.1704311885872505,-2.637944124485341
2.9125,0.4,5.46,4.44825,6.882030880581543,1.613930251966595
4.3725000000000005,2.66,17.29,16.490000000000002,53.88926722177272,132.4186745783919
1.85,1.09,0.51,0.452,3.953396865652164,12.241259191735328
28.00018033053748,4.54,3.73,3.372542584212134,4.343103435426621,2.680093248345724
6.0,5.68,13.66,13.51,59.19426760374002,221.66776224302282
15.0,8.16,0.64,0.4826666666666666,11.645895951824402,-9.13270237107277
15.0,9.63,1.15,0.9263333333333332,32.59743234903014,-4.863233153135031
15.0,8.17,1.67,1.391,16.148831874738754,7.6481806829988095
15.0,7.68,2.36,1.9943333333333333,16.011222974188158,18.509162772855472
17.5,12.65,2.87,2.478,88.02266261294648,1.402415752337543
3.75,0.55,0.015,0.014,0.0164195869070291,0.32835182870812574
3.75,0.73,0.017,0.0155,0.0204950016940742,2.4320476111756584
3.75,0.73,0.031,0.0205,0.0626170527109933,2.440302481961668
4.25,0.56,0.032,0.0305,0.0337729190185453,-0.274527540861504
4.25,0.61,0.036,0.032,0.0417117896904809,0.28602046190138886
4.25,0.8,0.041,0.0365,0.0511135447707714,2.4059230581356683
4.25,0.85,0.053,0.0412499999999999,0.0862035990108784,2.968972221907407
4.75,1.18,0.072,0.06875,0.0832453537063408,5.6366314736944965
4.75,1.07,0.082,0.07425,0.1059245022212473,4.500643173780823
4.75,0.99,0.091,0.0815,0.1165845623553453,3.668038765486184
4.75,1.33,0.123,0.109,0.1935437839006371,7.283010420055099
3.0,0.57,0.057,0.045,0.0873378142666348,1.819056611213
3.0,0.74,0.052,0.0426666666666666,0.091004766586305,3.959097668883647
3.75,1.17,0.042,0.037,0.0749972465016185,7.536673611224131
4.333333333333333,2.7,0.036,0.0356666666666666,0.0479824484344826,22.08960475024462
3.5,0.75,0.022,0.02125,0.0239205992767688,3.1111281099449357
3.5,1.15,0.021,0.02,0.0273958891535081,7.826851056264196
3.5,1.1,0.02,0.01925,0.024206977641193,7.240824282252941
3.5,1.25,0.019,0.01875,0.0207347706438796,8.987177035329337
3.0,0.7,0.059,0.0456666666666666,0.1113406848934747,3.4619284988231165
3.75,0.8,0.039,0.03775,0.0421628695173391,3.261874618558963
3.75,1.1,0.031,0.03025,0.034476216061608,6.717496704382079
3.0,0.99,0.523,0.4803333333333333,0.822591618742664,7.8049125615354615
3.0,1.49,0.929,0.87,2.261168014799032,15.718206129819489
3.5,2.48,1.278,1.2245,6.199218816480315,29.476714220054816
3.0,1.16,0.606,0.5299999999999999,1.5295028593983642,10.280112613936502
3.5,2.0,0.785,0.745,2.2330839300345446,20.601475924723037
3.0,1.84,1.067,0.9266666666666667,12.276322054130755,21.245438623963953
3.5,2.5,1.53,1.435,12.626062390354296,31.12782602363999
13.0,1.28,0.381,0.236,0.5158827945510767,0.618178644354213
13.0,1.94,1.479,1.139,2.0441763320711632,2.666361634516978
13.0,2.29,30.401,2.493,193.9802115140508,105.32622988912257
13.0,3.95,5.488,4.171,15.644466241634497,35.707989784776544
13.0,0.34,0.306,0.104,0.342125551076079,-1.2438678241181442
13.0,0.55,1.422,0.768,1.622926430267495,-3.9138632511580376
13.0,1.07,2.417,1.547,3.0359207977309928,-2.675442133226152
13.0,1.08,4.482,3.316,5.292113495505316,-4.947885664034057
15.0,0.1,0.367,0.136,0.3762542971419538,2.2499946321797033
15.0,0.67,1.297,0.843,1.4428183417647384,-0.5583842895779902
15.0,0.78,3.232,2.23,3.6162854300913425,-5.540194393825512
15.0,2.08,4.233,3.386,5.454140731869376,4.478465152398851
15.0,0.42,0.464,0.223,0.509841251907236,1.9772600644668863
15.0,1.34,1.532,0.812,2.1322731944591187,0.6584945755115221
15.0,1.56,2.845,1.821,3.870502462074933,0.3210037787380351
15.0,1.9,4.37,3.015,6.174917494621263,2.858459440463104
15.0,2.09,55.263,3.813,193.99512243089907,207.23279417624096
1.6652089623887931,0.27,2.655,1.3036485066778338,5.913938435670004,0.8437906923385139
3.083720300719987,0.5,2.417,0.6555920235894309,7.783373274827283,1.6322082940480964
5.4273477292671775,0.88,5.477,2.848434309388562,11.6545172386138,5.583247855322661
1.7885577744175924,0.29,3.214,1.959240530267265,5.94873324311999,1.1741492121429804
2.7136738646335887,0.44,3.179,1.959240530267265,5.822995088811631,1.8020864088239446
2.7136738646335887,0.44,5.856,2.848434309388562,13.139359297289314,3.7176588467053318
2.590325052604789,0.42,4.293,1.959240530267265,10.103502878345669,2.3993216640573767
1.6652089623887931,0.27,1.816,0.6555920235894309,4.99596556846492,0.5530322809479236
3.392092330791986,0.55,3.752,1.3488617496840016,10.348266553301816,2.6181696581543434
7.400928721727968,1.2,0.0307,0.0217962758401608,0.0486171675853816,1.8307912896056742
12.334881202879949,2.0,0.131,0.0508579769603752,0.344386405973365,1.871554033246273
11.101393082591954,1.8,0.046,0.0145308505601072,0.1367379572450948,1.9219198528796362
4.625580451079981,0.75,0.055,0.0153092991217785,0.1748236568431902,1.284683706337324
5.612370947310377,0.91,0.041,0.0153092991217785,0.1104746856350472,1.5267063400438268
11.533113924692753,1.87,0.046,0.0153092991217785,0.1327773504888432,1.8821027928509402
13.383346105124744,2.17,0.042,0.0153092991217785,0.1148672965647978,1.5900001453046464
8.942788872087963,1.45,1.14,0.7935883525311068,1.844695714389715,2.860301282461098
11.101393082591954,1.8,3.8,2.3726672172613705,6.873786646011853,6.329530203962737
6.784184661583972,1.1,1.23,0.5909609098097346,2.7859609573962865,2.4924728086142416
4.625580451079981,0.75,0.94,0.7727950359050375,1.247954429578691,1.6475799318603173
8.017672781871967,1.3,3.7,1.9806931592524069,7.687433215751687,5.141896473333585
9.25116090215996,1.5,2.94,0.5553062574145964,11.123585210138952,4.733987605080099
10.484649022447956,1.7,1.47,1.1106125148291928,2.1678936482955633,3.353942834963366
10.484649022447956,1.7,7.35,2.2212250296583855,22.381601780078316,11.674175351903468
0.6167440601439975,0.1,0.08,0.0796743371481683,0.080483435478867,-0.2782865197088422
7.400928721727968,1.2,0.024,0.0202072594216368,0.0308724056592388,1.8267162366660443
6.784184661583972,1.1,0.025,0.0202072594216368,0.0339263343000876,1.741204782316089
7.709300751799968,1.25,0.047,0.0398371685740841,0.0599181190992916,1.8765156480944718
7.400928721727968,1.2,0.05,0.0398371685740841,0.0691035642872409,1.8425598806920576
9.86790496230396,1.6,0.093,0.0796743371481683,0.1168485947456786,2.018300656927007
15.418601503599936,2.5,0.1,0.0796743371481683,0.1382071285744905,1.132434746967018
11.101393082591954,1.8,0.233,0.1991858428704208,0.2936108391225939,2.101592667531609
24.669762405759897,4.0,0.251,0.1991858428704208,0.3486439411004653,-3.809190125510373
6.96920787962717,1.13,0.045,0.0153092991217785,0.1282508091124622,1.780641958519876
10.731346646505555,1.74,0.033,0.0153092991217785,0.0767360582718792,1.9359453087113998
13.136648481067144,2.13,0.035,0.0153092991217785,0.084918211890545,1.6314183315644222
21.58604210503991,3.5,0.026,0.0153092991217785,0.0497004643595224,-1.9996418724317557
6.96920787962717,1.13,0.055,0.0153092991217785,0.1748236568427627,1.7863554954057186
7.524277533756768,1.22,0.039,0.0153092991217785,0.101798731133,1.8507031667548013
8.942788872087963,1.45,0.034,0.0153092991217785,0.0808043277475788,1.9572797818520051
13.383346105124744,2.17,0.028,0.0153092991217785,0.057144907312032,1.5737953450406756
3.700464360863984,0.6,0.062,0.0153092991217785,0.2089408325663659,1.0048935070948257
4.317208421007981,0.7,0.05,0.0153092991217785,0.1511865819416263,1.1944033766204143
5.550696541295977,0.9,0.034,0.0153092991217785,0.0808043132698056,1.5097680108006735
11.101393082591954,1.8,0.027,0.0153092991217785,0.0533920928536075,1.9038983687374902
6.96920787962717,1.13,0.043,0.0153092991217785,0.1192948488319123,1.7795006862524474
8.449393623972766,1.37,0.041,0.0153092991217785,0.110474685629328,1.9366986643306596
10.299625804404757,1.67,0.032,0.0153092991217785,0.0727151531655665,1.9562473713111324
17.947252150190327,2.91,0.03,0.0153092991217785,0.0648230709457182,0.05034811551083962
5.550696541295977,0.9,0.037,0.0153092991217785,0.0932763980537016,1.5110868033504445
6.475812631511974,1.05,0.032,0.0153092991217785,0.0727151532900571,1.693916514978099
7.09255669165597,1.15,0.028,0.0153092991217785,0.0571449073080459,1.7886351640346732
8.634416842015963,1.4,0.024,0.0153092991217785,0.0425135141995001,1.935693804288153
4.625580451079981,0.75,0.028,0.0153092991217785,0.0571449073061767,1.2750847186612564
7.09255669165597,1.15,0.026,0.0153092991217785,0.0497004644407819,1.7874753453756789
6.784184661583972,1.1,0.024,0.0153092991217785,0.0425135132532064,1.740653437637583
7.400928721727968,1.2,0.022,0.0153092991217785,0.0356134086242683,1.825500843407287
