sample_id,u_peak,u_r,tau_peak,tau_r,true_a,true_b,true_c,true_d,true_e,estimated_a,estimated_b,estimated_c,estimated_d,estimated_e,error_b,abs_error_b,error_d,abs_error_d,error_e,abs_error_e,curve_rmse_tau_u,curve_mae_tau_u,curve_r2_tau_u,curve_valid,dataset,model_name
7,0.72,2.75,0.044,0.03175,0.03175,0.0801325410005739,1.818181818181818,0.1118825410005739,3.441242286799551,0.03175,0.3947130433209667,1.818181818181818,0.4264630433209667,2.1736514400731393,0.3145805023203928,0.3145805023203928,0.3145805023203928,0.3145805023203928,-1.2675908467264119,1.2675908467264119,0.0034421931727809615,0.0028062837652901907,0.7430457180586397,True,FULL,FULL_exp_log_rank_5
8,0.92,3.0,0.035,0.02825,0.02825,0.0557241852265918,1.6666666666666667,0.0839741852265918,3.007954906577982,0.02825,0.1979377738954659,1.6666666666666667,0.2261877738954659,2.0214537371960555,0.1422135886688741,0.1422135886688741,0.14221358866887412,0.14221358866887412,-0.9865011693819263,0.9865011693819263,0.0013353528804273924,0.0010954153722909264,0.939439053005795,True,FULL,FULL_exp_log_rank_5
9,0.97,3.0,0.029,0.0255,0.0255,0.0288872445152351,1.6666666666666667,0.0543872445152351,3.290221199159674,0.0255,0.1075664816040866,1.6666666666666667,0.1330664816040866,2.14712362363501,0.07867923708885151,0.07867923708885151,0.0786792370888515,0.0786792370888515,-1.143097575524664,1.143097575524664,0.001046641341558744,0.0008758933220041745,0.9475003427354317,True,FULL,FULL_exp_log_rank_5
11,0.78,3.5,0.05,0.0417499999999999,0.0417499999999999,0.0354980845491272,1.4285714285714286,0.0772480845491271,4.004659571873231,0.0417499999999999,0.4355951258599692,1.4285714285714286,0.4773451258599691,1.9347897182509992,0.400097041310842,0.400097041310842,0.400097041310842,0.400097041310842,-2.0698698536222313,2.0698698536222313,0.015409210773572045,0.011803009865320015,-3.9030175049126035,True,FULL,FULL_exp_log_rank_5
12,1.25,3.5,0.04,0.034,0.034,0.0670624339164287,1.4285714285714286,0.1010624339164287,2.366794324621144,0.034,0.1991781276182092,1.4285714285714286,0.2331781276182092,1.688284136748755,0.1321156937017805,0.1321156937017805,0.1321156937017805,0.1321156937017805,-0.6785101878723887,0.6785101878723887,0.0018446849423157088,0.0011418032890587967,0.9186460396673016,True,FULL,FULL_exp_log_rank_5
13,1.8,4.0,0.035,0.033,0.033,0.0334302203204883,1.25,0.0664302203204883,2.0972939397426664,0.033,0.0516813695172403,1.25,0.0846813695172403,1.6927989012207247,0.018251149196751998,0.018251149196751998,0.018251149196751998,0.018251149196751998,-0.4044950385219417,0.4044950385219417,0.001330360906488715,0.0007747921142625675,0.9539989050411379,True,FULL,FULL_exp_log_rank_5
19,1.55,12.0,1.02,0.8525,0.8525,0.3782821788444106,0.4166666666666667,1.2307821788444109,2.3791759662313843,0.8525,0.7457319720423081,0.4166666666666667,1.5982319720423082,1.880845486650356,0.3674497931978975,0.3674497931978975,0.3674497931978973,0.3674497931978973,-0.4983304795810284,0.4983304795810284,0.056404375228070694,0.03616425420791926,0.77505172609459,True,FULL,FULL_exp_log_rank_5
20,1.71,12.0,2.57,1.7327500000000002,1.7327500000000002,2.210315622373947,0.4166666666666667,3.9430656223739473,1.6207235717983703,1.7327500000000002,0.1194182599028965,0.4166666666666667,1.8521682599028968,3.2147328268436333,-2.0908973624710505,2.0908973624710505,-2.0908973624710505,2.0908973624710505,1.594009255045263,1.594009255045263,0.3244798611706681,0.20808569998347579,0.15087880084110228,True,FULL,FULL_exp_log_rank_5
28,0.13,1.325,1.02,0.6675,0.6675,0.6738254010838505,3.7735849056603774,1.3413254010838505,23.891608655167115,0.6675,0.5766831750599577,3.7735849056603774,1.2441831750599577,23.881399791414477,-0.09714222602389277,0.09714222602389277,-0.09714222602389277,0.09714222602389277,-0.010208863752637853,0.010208863752637853,0.02142169923452093,0.012914154646646282,0.9736033247125573,True,FULL,FULL_exp_log_rank_5
29,0.6,2.425,4.93,4.2975,4.2975,3.110870023650559,2.061855670103093,7.408370023650559,5.517814597970529,4.2975,0.569798869735318,2.061855670103093,4.867298869735318,7.869103570303881,-2.541071153915241,2.541071153915241,-2.541071153915241,2.541071153915241,2.3512889723333528,2.3512889723333528,0.24302511143869399,0.16701990681560855,0.8827160883561473,True,FULL,FULL_exp_log_rank_5
