Dataset,Features,R2_train,RMSE_train,R2_val,RMSE_val
LOW,u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa,0.151523513254595,10.700684790746681,0.027719942917141083,10.283735292879673
LOW,u_r_mm + delta_peak_mm + tau_peak_MPa_csds,0.14680808157667025,10.730378269022431,0.023387331935523337,10.306622679173067
LOW,u_r_mm + delta_peak_mm,0.150404167509278,10.707740860296298,0.021847149623534068,10.314746587852586
LOW,u_r_mm,0.07524154077314027,11.17135420144612,-0.09803838474868742,10.928585678870173
