sample_id,delta_peak_mm,tau_peak_MPa_csds,u_r_mm,tau_r_MPa,tau_peak_estimated,u_r_estimated,tau_r_estimated,a_csds,b_csds,c_csds,d_csds,e_csds,csds_converged,csds_iterations
207,12.65,2.87,17.5,2.478,0,0,0,2.478,85.54466261294648,0.2857142857142857,88.02266261294648,0.3027127732951231,True,16
209,0.55,0.015,3.75,0.014,0,0,0,0.014,0.0024195869070291,1.3333333333333333,0.0164195869070291,8.395940887010124,True,8
210,0.73,0.017,3.75,0.0155,0,0,0,0.0155,0.0049950016940742,1.3333333333333333,0.0204950016940742,5.436911505105911,True,6
211,0.73,0.031,3.75,0.0205,0,0,0,0.0205,0.0421170527109933,1.3333333333333333,0.0626170527109933,3.3538139443417307,True,4
212,0.56,0.032,4.25,0.0305,0,0,0,0.0305,0.0032729190185453,1.1764705882352942,0.0337729190185453,9.217143579218789,True,8
213,0.61,0.036,4.25,0.032,0,0,0,0.032,0.0097117896904809,1.1764705882352942,0.0417117896904809,6.613265489413038,True,7
214,0.8,0.041,4.25,0.0365,0,0,0,0.0365,0.0146135447707714,1.1764705882352942,0.0511135447707714,4.687843076991533,True,6
215,0.85,0.053,4.25,0.0412499999999999,0,0,0,0.0412499999999999,0.0449535990108785,1.1764705882352942,0.0862035990108784,3.4008265344224067,True,5
216,1.18,0.072,4.75,0.06875,0,0,0,0.06875,0.0144953537063408,1.0526315789473684,0.0832453537063408,3.803418428356459,True,5
217,1.07,0.082,4.75,0.07425,0,0,0,0.07425,0.0316745022212473,1.0526315789473684,0.1059245022212473,3.4940123683005844,True,5
218,0.99,0.091,4.75,0.0815,0,0,0,0.0815,0.0350845623553453,1.0526315789473684,0.1165845623553453,3.740061038065954,True,5
219,1.33,0.123,4.75,0.109,0,0,0,0.109,0.0845437839006371,1.0526315789473684,0.1935437839006371,2.512415047002486,True,4
220,0.57,0.057,3.0,0.045,0,0,0,0.045,0.0423378142666348,1.6666666666666667,0.0873378142666348,5.252909248352316,True,6
221,0.74,0.052,3.0,0.0426666666666666,0,0,0,0.0426666666666666,0.0483380999196384,1.6666666666666667,0.091004766586305,3.990648101805694,True,5
222,1.17,0.042,3.75,0.037,0,0,0,0.037,0.0379972465016185,1.3333333333333333,0.0749972465016185,2.7555455668379523,True,2
223,2.7,0.036,4.333333333333333,0.0356666666666666,0,0,0,0.0356666666666666,0.012315781767816,1.153846153846154,0.0479824484344826,2.0063850757344786,True,6
224,0.75,0.022,3.5,0.02125,0,0,0,0.02125,0.0026705992767688,1.4285714285714286,0.0239205992767688,6.637578410976577,True,7
225,1.15,0.021,3.5,0.02,0,0,0,0.02,0.0073958891535081,1.4285714285714286,0.0273958891535081,3.6113543932907137,True,5
226,1.1,0.02,3.5,0.01925,0,0,0,0.01925,0.004956977641193,1.4285714285714286,0.024206977641193,4.054827267846036,True,5
227,1.25,0.019,3.5,0.01875,0,0,0,0.01875,0.0019847706438796,1.4285714285714286,0.0207347706438796,4.418502888206739,True,5
228,0.7,0.059,3.0,0.0456666666666666,0,0,0,0.0456666666666666,0.0656740182268081,1.6666666666666667,0.1113406848934747,3.9285722676402535,True,5
229,0.8,0.039,3.75,0.03775,0,0,0,0.03775,0.0044128695173391,1.3333333333333333,0.0421628695173391,6.31959788609588,True,7
230,1.1,0.031,3.75,0.03025,0,0,0,0.03025,0.004226216061608,1.3333333333333333,0.034476216061608,4.574641618565765,True,5
234,0.99,0.523,3.0,0.4803333333333333,0,0,0,0.4803333333333333,0.3422582854093307,1.6666666666666667,0.822591618742664,3.610289551976269,True,5
235,1.49,0.929,3.0,0.87,0,0,0,0.87,1.3911680147990315,1.6666666666666667,2.261168014799032,2.4688599946843404,True,4
236,2.48,1.278,3.5,1.2245,0,0,0,1.2245,4.974718816480315,1.4285714285714286,6.199218816480315,1.7047169871616714,True,6
238,1.16,0.606,3.0,0.5299999999999999,0,0,0,0.5299999999999999,0.9995028593983644,1.6666666666666667,1.5295028593983642,2.676296368409297,True,3
239,2.0,0.785,3.5,0.745,0,0,0,0.745,1.4880839300345443,1.4285714285714286,2.2330839300345446,1.9471028822830023,True,5
240,1.84,1.067,3.0,0.9266666666666667,0,0,0,0.9266666666666667,11.34965538746409,1.6666666666666667,12.276322054130755,1.8769974838423915,True,5
241,2.5,1.53,3.5,1.435,0,0,0,1.435,11.191062390354295,1.4285714285714286,12.626062390354296,1.6206039521105755,True,6
242,1.28,0.381,13.0,0.236,0,0,0,0.236,0.2798827945510767,0.3846153846153846,0.5158827945510767,2.332154177278262,True,4
243,1.94,1.479,13.0,1.139,0,0,0,1.139,0.9051763320711632,0.3846153846153846,2.0441763320711632,1.6142343389282214,True,6
244,2.29,30.401,13.0,2.493,0,0,0,2.493,191.4872115140508,0.3846153846153846,193.9802115140508,0.5794840127037909,True,8
245,3.95,5.488,13.0,4.171,0,0,0,4.171,11.473466241634494,0.3846153846153846,15.644466241634497,0.6512771868667829,True,8
246,0.34,0.306,13.0,0.104,0,0,0,0.104,0.238125551076079,0.3846153846153846,0.342125551076079,11.465962069935722,True,9
247,0.55,1.422,13.0,0.768,0,0,0,0.768,0.854926430267495,0.3846153846153846,1.622926430267495,6.829794290098721,True,7
248,1.07,2.417,13.0,1.547,0,0,0,1.547,1.4889207977309928,0.3846153846153846,3.0359207977309928,3.0462519251595546,True,4
249,1.08,4.482,13.0,3.316,0,0,0,3.316,1.9761134955053168,0.3846153846153846,5.292113495505316,3.3738748448845737,True,4
250,0.1,0.367,15.0,0.136,0,0,0,0.136,0.2402542971419538,0.3333333333333333,0.3762542971419538,56.09759499434641,True,32
251,0.67,1.297,15.0,0.843,0,0,0,0.843,0.5998183417647385,0.3333333333333333,1.4428183417647384,6.0080454699914485,True,6
252,0.78,3.232,15.0,2.23,0,0,0,2.23,1.3862854300913423,0.3333333333333333,3.6162854300913434,5.115435733153055,True,6
253,2.08,4.233,15.0,3.386,0,0,0,3.386,2.0681407318693763,0.3333333333333333,5.454140731869376,1.6219591173534793,True,6
254,0.42,0.464,15.0,0.223,0,0,0,0.223,0.286841251907236,0.3333333333333333,0.509841251907236,9.785018691865965,True,8
255,1.34,1.532,15.0,0.812,0,0,0,0.812,1.3202731944591186,0.3333333333333333,2.1322731944591187,2.118955632610797,True,5
256,1.56,2.845,15.0,1.821,0,0,0,1.821,2.0495024620749334,0.3333333333333333,3.870502462074933,1.917214666999875,True,5
257,1.9,4.37,15.0,3.015,0,0,0,3.015,3.1599174946212627,0.3333333333333333,6.174917494621263,1.5540138559861083,True,6
258,2.09,55.263,15.0,3.813,0,0,0,3.813,190.18212243089908,0.3333333333333333,193.99512243089907,0.7174733228095233,True,8
284,0.27,2.655,1.6652089623887931,1.3036485066778338,0,1,1,1.3036485066778338,4.61028992899217,3.002626164602998,5.913938435670004,7.913618795998358,True,7
285,0.5,2.417,3.083720300719987,0.6555920235894309,0,1,1,0.6555920235894309,7.127781251237852,1.621418128885619,7.783373274827283,3.420782268328867,True,4
286,0.88,5.477,5.4273477292671775,2.848434309388562,0,1,1,2.848434309388562,8.806082929225237,0.9212603005031926,11.6545172386138,2.5046228694450243,True,4
287,0.29,3.214,1.7885577744175924,1.959240530267265,0,1,1,1.959240530267265,3.9894927128527247,2.7955484980786536,5.94873324311999,8.412171305906568,True,7
288,0.44,3.179,2.7136738646335887,1.959240530267265,0,1,1,1.959240530267265,3.8637545585443656,1.8425206010063853,5.822995088811631,5.589277438658442,True,6
289,0.44,5.856,2.7136738646335887,2.848434309388562,0,1,1,2.848434309388562,10.290924987900752,1.8425206010063853,13.139359297289314,4.832563228905287,True,5
291,0.42,4.293,2.590325052604789,1.959240530267265,0,1,1,1.959240530267265,8.144262348078403,1.9302596772447849,10.103502878345669,4.906645401620717,True,5
292,0.27,1.816,1.6652089623887931,0.6555920235894309,0,1,1,0.6555920235894309,4.340373544875488,3.002626164602998,4.99596556846492,6.93036783035678,True,6
293,0.55,3.752,3.392092330791986,1.3488617496840016,0,1,1,1.3488617496840016,8.999404803617814,1.4740164808051082,10.348266553301816,3.397073578572742,True,4
295,1.2,0.0307,7.400928721727968,0.0217962758401608,0,1,1,0.0217962758401608,0.0268208917452208,0.6755908870356747,0.0486171675853816,2.3157906832156443,True,4
296,2.0,0.131,12.334881202879949,0.0508579769603752,0,1,1,0.0508579769603752,0.2935284290129898,0.4053545322214048,0.344386405973365,0.9614433155844516,True,7
297,1.8,0.046,11.101393082591954,0.0145308505601072,0,1,1,0.0145308505601072,0.1222071066849876,0.4503939246904497,0.1367379572450948,0.9937795159488002,True,7
302,0.75,0.055,4.625580451079981,0.0153092991217785,0,1,1,0.0153092991217785,0.1595143577214117,1.080945419257079,0.1748236568431902,2.2969478423570417,True,5
303,0.91,0.041,5.612370947310377,0.0153092991217785,0,1,1,0.0153092991217785,0.0951653865132687,0.8908890818052851,0.1104746856350472,2.0818876302589207,True,5
304,1.87,0.046,11.533113924692753,0.0153092991217785,0,1,1,0.0153092991217785,0.1174680513670647,0.4335342590603259,0.1327773504888432,0.9728764088168116,True,7
305,2.17,0.042,13.383346105124744,0.0153092991217785,0,1,1,0.0153092991217785,0.0995579974430193,0.373598647208668,0.1148672965647978,0.8653228395367738,True,7
311,1.45,1.14,8.942788872087963,0.7935883525311068,0,1,1,0.7935883525311068,1.051107361858608,0.5591096996157306,1.844695714389715,1.879665749713435,True,5
314,1.8,3.8,11.101393082591954,2.3726672172613705,0,1,1,2.3726672172613705,4.501119428750482,0.4503939246904497,6.873786646011853,1.379736428464202,True,6
316,1.1,1.23,6.784184661583972,0.5909609098097347,0,1,1,0.5909609098097347,2.195000047586552,0.7370082404025541,2.7859609573962865,1.920963652491806,True,5
317,0.75,0.94,4.625580451079981,0.7727950359050376,0,1,1,0.7727950359050376,0.4751593936736532,1.080945419257079,1.2479544295786908,4.459377299507828,True,5
320,1.3,3.7,8.017672781871967,1.9806931592524075,0,1,1,1.9806931592524075,5.706740056499276,0.6236223572636995,7.687433215751684,1.7238382601487188,True,5
321,1.5,2.94,9.25116090215996,0.5553062574145965,0,1,1,0.5553062574145965,10.568278952724356,0.5404727096285398,11.123585210138952,1.04691166819964,True,7
322,1.7,1.47,10.484649022447956,1.110612514829193,0,1,1,1.110612514829193,1.05728113346637,0.4768876849663586,2.167893648295563,1.750245815021379,True,5
323,1.7,7.35,10.484649022447956,2.221225029658386,0,1,1,2.221225029658386,20.16037675041993,0.4768876849663586,22.38160178007832,1.0379375597762583,True,6
327,0.1,0.08,0.6167440601439975,0.0796743371481683,0,1,1,0.0796743371481683,0.0008090983306987,8.107090644428094,0.080483435478867,77.68977402204777,True,49
329,1.2,0.024,7.400928721727968,0.0202072594216369,0,1,1,0.0202072594216369,0.0106651462376017,0.6755908870356747,0.0308724056592386,2.902391969270204,True,4
330,1.1,0.025,6.784184661583972,0.0202072594216369,0,1,1,0.0202072594216369,0.0137190748784504,0.7370082404025541,0.0339263343000873,2.9611290302818065,True,4
331,1.25,0.047,7.709300751799968,0.0398371685740841,0,1,1,0.0398371685740841,0.0200809505252075,0.6485672515542477,0.0599181190992916,2.820311710406355,True,3
332,1.2,0.05,7.400928721727968,0.0398371685740841,0,1,1,0.0398371685740841,0.0292663957131568,0.6755908870356747,0.0691035642872409,2.6576864448773354,True,3
333,1.6,0.093,9.86790496230396,0.0796743371481683,0,1,1,0.0796743371481683,0.0371742575975103,0.5066931652767559,0.1168485947456786,2.2486028629786348,True,5
334,2.5,0.1,15.418601503599936,0.0796743371481683,0,1,1,0.0796743371481683,0.0585327914263222,0.3242836257771238,0.1382071285744905,1.275689493540873,True,6
335,1.8,0.233,11.101393082591954,0.1991858428704208,0,1,1,0.1991858428704208,0.0944249962521731,0.4503939246904497,0.2936108391225939,1.9904398436807709,True,5
336,4.0,0.251,24.669762405759897,0.1991858428704208,0,1,1,0.1991858428704208,0.1494580982300445,0.2026772661107024,0.3486439411004653,0.792806515114832,True,8
337,1.13,0.045,6.96920787962717,0.0153092991217785,0,1,1,0.0153092991217785,0.1129415099906837,0.7174416499493891,0.1282508091124622,1.6219045254507285,True,5
338,1.74,0.033,10.731346646505555,0.0153092991217785,0,1,1,0.0153092991217785,0.0614267591501006,0.4659247496797756,0.0767360582718792,1.1936384711708052,True,6
339,2.13,0.035,13.136648481067144,0.0153092991217785,0,1,1,0.0153092991217785,0.0696089127687665,0.3806145842454505,0.084918211890545,0.9488333573269884,True,7
340,3.5,0.026,21.58604210503991,0.0153092991217785,0,1,1,0.0153092991217785,0.0343911652377439,0.2316311612693741,0.0497004643595224,0.6801344819537776,True,8
341,1.13,0.055,6.96920787962717,0.0153092991217785,0,1,1,0.0153092991217785,0.1595143577209842,0.7174416499493891,0.1748236568427627,1.524522904222498,True,6
342,1.22,0.039,7.524277533756768,0.0153092991217785,0,1,1,0.0153092991217785,0.0864894320112215,0.6645156265924669,0.101798731133,1.5829859963913084,True,5
343,1.45,0.034,8.942788872087963,0.0153092991217785,0,1,1,0.0153092991217785,0.0654950286258003,0.5591096996157306,0.0808043277475788,1.4123161332544465,True,6
344,2.17,0.028,13.383346105124744,0.0153092991217785,0,1,1,0.0153092991217785,0.0418356081902535,0.373598647208668,0.057144907312032,1.0458293131757963,True,6
345,0.6,0.062,3.700464360863984,0.0153092991217785,0,1,1,0.0153092991217785,0.1936315334445874,1.3511817740713494,0.2089408325663659,2.78103428223211,True,4
346,0.7,0.05,4.317208421007981,0.0153092991217785,0,1,1,0.0153092991217785,0.1358772828198478,1.1581558063468709,0.1511865819416263,2.530764500816095,True,4
347,0.9,0.034,5.550696541295977,0.0153092991217785,0,1,1,0.0153092991217785,0.0654950141480271,0.9007878493808994,0.0808043132698056,2.275398701589776,True,4
348,1.8,0.027,11.101393082591954,0.0153092991217785,0,1,1,0.0153092991217785,0.038082793731829,0.4503939246904497,0.0533920928536075,1.2897687725693818,True,6
349,1.13,0.043,6.96920787962717,0.0153092991217785,0,1,1,0.0153092991217785,0.1039855497101338,0.7174416499493891,0.1192948488319123,1.6477168177591195,True,5
350,1.37,0.041,8.449393623972766,0.0153092991217785,0,1,1,0.0153092991217785,0.0951653865075495,0.591758441199131,0.110474685629328,1.3828596668882291,True,6
351,1.67,0.032,10.299625804404757,0.0153092991217785,0,1,1,0.0153092991217785,0.057405854043788,0.4854545296064728,0.0727151531655665,1.2626030593869657,True,6
352,2.91,0.03,17.947252150190327,0.0153092991217785,0,1,1,0.0153092991217785,0.0495137718239397,0.2785941802208967,0.0648230709457182,0.7494886652754336,True,7
353,0.9,0.037,5.550696541295977,0.0153092991217785,0,1,1,0.0153092991217785,0.0779670989319231,0.9007878493808994,0.0932763980537016,2.192227389199339,True,5
354,1.05,0.032,6.475812631511974,0.0153092991217785,0,1,1,0.0153092991217785,0.0574058541682785,0.7721038708979138,0.0727151532900571,2.008140099637984,True,5
355,1.15,0.028,7.09255669165597,0.0153092991217785,0,1,1,0.0153092991217785,0.0418356081862674,0.7049644038633127,0.0571449073080459,1.9734344433232216,True,5
356,1.4,0.024,8.634416842015963,0.0153092991217785,0,1,1,0.0153092991217785,0.0272042150777216,0.5790779031734354,0.0425135141995001,1.8037445140554815,True,5
357,0.75,0.028,4.625580451079981,0.0153092991217785,0,1,1,0.0153092991217785,0.0418356081843982,1.080945419257079,0.0571449073061767,3.0259328132395527,True,4
358,1.15,0.026,7.09255669165597,0.0153092991217785,0,1,1,0.0153092991217785,0.0343911653190034,0.7049644038633127,0.0497004644407819,2.0699745048837284,True,5
359,1.1,0.024,6.784184661583972,0.0153092991217785,0,1,1,0.0153092991217785,0.0272042141314279,0.7370082404025541,0.0425135132532064,2.2956749282231264,True,4
360,1.2,0.022,7.400928721727968,0.0153092991217785,0,1,1,0.0153092991217785,0.0203041095024898,0.6755908870356747,0.0356134086242683,2.2704692840433656,True,4
