sample_id,delta_peak_mm,tau_peak_MPa_csds,u_r_mm,tau_r_MPa,tau_peak_estimated,u_r_estimated,tau_r_estimated,a_csds,b_csds,c_csds,d_csds,e_csds,csds_converged,csds_iterations
160,1.07,14.3,3.895,13.0025,0,0,0,13.0025,7.31537030166651,1.2836970474967908,20.31787030166651,3.3651116062820727,True,4
161,0.1,0.85,1.5666666666666669,0.5843333333333334,0,0,0,0.5843333333333334,0.39785594360753784,3.191489361702127,0.9821892769408712,37.33548887229885,True,19
162,0.24,6.09,2.175,4.409,0,0,0,4.409,3.4511384121172206,2.298850574712644,7.86013841211722,13.515323404054092,True,9
163,0.5,16.89,3.8625,15.2325,0,0,0,15.2325,3.6554670664415045,1.2944983818770228,18.887967066441504,8.601598077321363,True,8
164,0.07,0.85,1.5566666666666666,0.5843333333333334,0,0,0,0.5843333333333334,0.35100480459662453,3.2119914346895078,0.9353381379299579,59.36701870371923,True,29
165,0.23,5.85,2.1675,4.43275,0,0,0,4.43275,2.80147060168731,2.306805074971165,7.23422060168731,14.978792929839672,True,10
166,0.75,16.87,3.8625,15.795,0,0,0,15.795,3.4935563581594646,1.2944983818770228,19.288556358159465,5.80409010742513,True,6
167,0.17,0.8,1.5599999999999998,0.5579999999999999,0,0,0,0.5579999999999999,0.4953159279041487,3.2051282051282053,1.0533159279041486,18.51576110820791,True,11
168,1.11,4.61,2.563333333333333,4.293333333333333,0,0,0,4.293333333333333,4.918051194692046,1.950585175552666,9.211384528025379,3.258019017990617,True,4
169,3.93,16.61,4.553333333333334,16.513333333333332,0,0,0,16.513333333333332,14.198414912137522,1.0980966325036603,30.711748245470854,1.4757256498343354,True,7
170,0.19,0.76,1.5533333333333337,0.5436666666666666,0,0,0,0.5436666666666666,0.48485353687617716,3.218884120171673,1.0285202035428438,16.275028887164293,True,10
171,0.32,4.74,2.17,4.0465,0,0,0,4.0465,1.7565900119017304,2.3041474654377883,5.80309001190173,11.490079399499999,True,9
172,1.88,15.76,4.13,14.8875,0,0,0,14.8875,14.997831291761866,1.2106537530266344,29.885331291761865,2.0220034481788933,True,5
