dataset,model_name,model_family,selection_mode,rank_in_saved_results,model_features,saved_r2_val_z,saved_r2_cv_mean_z,saved_r2_val_e,saved_rmse_val_e,saved_selection_score,n_rows,rmse_z,r2_z,rmse_d,r2_d,rmse_b,r2_b,rmse_e,r2_e,rmse_tau_u,r2_tau_u,mean_curve_rmse_tau_u,median_curve_rmse_tau_u,max_curve_rmse_tau_u,valid_curve_count,constraint_ok_count,d_positive_count,b_positive_count,detailed_output_file
LOW_1,LOW_1_direct_poly_rank_4,polynomial,log_gap,4,delta_peak_mm + tau_r_MPa + u_r_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r,0.9826697940661266,0.9324107932222364,0.9782958748912218,0.8158010920674369,1.386305839087732,163,0.19835743804739753,0.9825381309806976,1.5747060361043985,0.9609246011839018,1.5747060361043985,0.9583028210102436,5.975092866080632,0.7694608708690459,0.007992906170640699,0.9998294755206418,0.004276968065767896,0.000982053345508536,0.035772970818300595,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_poly_rank_4_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_poly_rank_1,polynomial,log_gap,1,delta_peak_mm + tau_r_MPa + u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r,0.9831527487310326,0.9429610319142137,0.9841204207649572,0.6978026840325078,1.3917086374538088,163,0.1937343954713094,0.9833426002070697,1.3987983500537111,0.9691670798944717,1.398798350053711,0.9670983322660954,5.932702588483989,0.7727203856569377,0.008261462442273868,0.9998178239973952,0.00393231468544909,0.0008879832157769721,0.06110398823447593,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_poly_rank_1_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_poly_rank_5,polynomial,log_gap,5,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_p_div_tau_r + tau_r_div_tau_p + tau_p_div_u_r,0.9838649537058098,0.9304842347007032,0.9692454608716468,0.9711084920572888,1.3861069027906092,163,0.19910141917586824,0.9824068965339895,2.0018630012627296,0.9368500311402566,2.00186300126273,0.9326129576531037,5.858307941518058,0.7783847090891589,0.008497437979332162,0.9998072682301292,0.004367563411221034,0.0009859261660935142,0.039873454389536565,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_poly_rank_5_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_poly_rank_3,polynomial,log_gap,3,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r,0.9801866871747352,0.9207866310213874,0.9848689053457438,0.6811587099462916,1.386435563728889,163,0.22186274368368544,0.9781544740913959,2.5671368201429834,0.8961509647285245,2.567136820142984,0.8891831704134958,6.243527130960965,0.7482813837544003,0.010904986188785482,0.9996825849297104,0.004759670405461614,0.0014784731360642069,0.08956796504382528,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_poly_rank_3_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_poly_rank_2,polynomial,log_gap,2,delta_peak_mm + tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_r + sigma_n_div_tau_r,0.9845820643298874,0.9331841546617344,0.9795446704227988,0.791983950807739,1.388465641871245,163,0.2096831720594612,0.9804871412226238,1.7476716039425197,0.9518690875856916,1.7476716039425197,0.9486397239520201,6.054264159382187,0.7633110072724336,0.012192697952786935,0.9996031951852523,0.005435141237426799,0.0018134028781336714,0.10329711479661098,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_poly_rank_2_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_exp_rank_2,exponential,log_gap,2,delta_peak_mm + tau_r_estimated + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.938561259146826,0.877811604195227,0.9211968864848356,1.5544788901092426,1.3109541152095143,163,0.4026818381391956,0.9280355798740293,22.134314618056557,-6.7203429408521105,22.134314618056557,-7.2383425689922944,11.775765872371831,0.10456584913257438,0.01796334926896601,0.9991387049902736,0.0094990834211528,0.003345503504539226,0.09071536926624651,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_exp_rank_2_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_exp_rank_1,exponential,log_gap,1,delta_peak_mm + tau_r_MPa + u_r_estimated + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.939494608108459,0.8816938827972207,0.9072330556720738,1.6865909514919846,1.3145383012228171,163,0.40262863621375067,0.9280545943536168,19.0558891052285,-4.722197831299204,19.0558891052285,-5.106131080309824,12.982500558359494,-0.088358639359289,0.01863024744156624,0.999073565864212,0.009924538483398245,0.0039168171021117465,0.08936611221984746,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_exp_rank_1_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_exp_rank_5,exponential,log_gap,5,delta_peak_mm + u_r_estimated + u_r_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.9353849859577346,0.8764388028195507,0.9205012253048837,1.561325158370092,1.3073968275305832,163,0.41123831938274763,0.9249447809489338,19.26908714186973,-4.850954440226729,19.26908714186973,-5.2435266675905154,8.901948094882295,0.4882881850867834,0.02493660102367521,0.9983402150732668,0.010901719433036855,0.002849191648727713,0.18333990536200861,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_exp_rank_5_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_exp_rank_3,exponential,log_gap,3,u_r_estimated + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.936849527456394,0.8770778679978136,0.9181590022852396,1.5841583756502735,1.308869246402387,163,0.4259614407672619,0.9194743349738177,15.339824353947286,-2.708046814227059,15.339824353947286,-2.9568397610704293,8.921593968686926,0.4860270802730904,0.031864132083359094,0.9972899238766267,0.01275968093885119,0.0036677016042748678,0.20734748707831524,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_exp_rank_3_b_d_from_e_predictions.csv
LOW_1,LOW_1_direct_exp_rank_4,exponential,log_gap,4,tau_r_estimated + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.936849527456394,0.8770778679978136,0.9181590022852396,1.5841583756502735,1.308869246402387,163,0.4259614407672619,0.9194743349738177,15.339824353947286,-2.708046814227059,15.339824353947286,-2.9568397610704293,8.921593968686926,0.4860270802730904,0.031864132083359094,0.9972899238766267,0.01275968093885119,0.0036677016042748678,0.20734748707831524,163,163,163,163,/Users/hariderarako/Desktop/python/data/processed/direct_e/evaluations/low/LOW_1_direct_exp_rank_4_b_d_from_e_predictions.csv
