Dataset,Rank_in_saved_results,Polynomial_Term,Coefficient_in_scaled_space
LOW_2,1,u_p_x_tau_p,-0.43732783561373256
LOW_2,1,u_p_div_u_r,-0.32536245344669357
LOW_2,1,u_r_div_u_p,0.3911808065658254
LOW_2,1,tau_r_div_tau_p,0.46307316091261314
LOW_2,1,tau_p_div_u_p,0.45002147316604174
LOW_2,1,u_p_x_tau_p^2,0.05870743894432847
LOW_2,1,u_p_x_tau_p u_p_div_u_r,0.0678368082153051
LOW_2,1,u_p_x_tau_p u_r_div_u_p,0.027403836478521484
LOW_2,1,u_p_x_tau_p tau_r_div_tau_p,-0.03384001544956962
LOW_2,1,u_p_x_tau_p tau_p_div_u_p,0.0629566180675534
LOW_2,1,u_p_div_u_r^2,-0.1002448201250081
LOW_2,1,u_p_div_u_r u_r_div_u_p,0.15010720203066202
LOW_2,1,u_p_div_u_r tau_r_div_tau_p,0.12334665289907168
LOW_2,1,u_p_div_u_r tau_p_div_u_p,0.007874714591202505
LOW_2,1,u_r_div_u_p^2,-0.03615555061646244
LOW_2,1,u_r_div_u_p tau_r_div_tau_p,-0.0913975960069097
LOW_2,1,u_r_div_u_p tau_p_div_u_p,0.04060094545888303
LOW_2,1,tau_r_div_tau_p^2,0.050561509019753856
LOW_2,1,tau_r_div_tau_p tau_p_div_u_p,-0.02283122698658972
LOW_2,1,tau_p_div_u_p^2,-0.10252536666977188
LOW_2,2,u_p_x_tau_p,-0.3547241310830977
LOW_2,2,u_p_div_u_r,-0.29268266311093877
LOW_2,2,u_r_div_u_p,0.3606279058752862
LOW_2,2,tau_r_div_tau_p,0.39422801264163654
LOW_2,2,tau_p_div_u_p,0.22403720276505898
LOW_2,2,tau_r_div_u_p,0.33630431987356946
LOW_2,2,u_p_x_tau_p^2,0.048347085077096494
LOW_2,2,u_p_x_tau_p u_p_div_u_r,0.05663785478602726
LOW_2,2,u_p_x_tau_p u_r_div_u_p,0.02097334274292991
LOW_2,2,u_p_x_tau_p tau_r_div_tau_p,-0.04304664958118021
LOW_2,2,u_p_x_tau_p tau_p_div_u_p,0.06272918079029396
LOW_2,2,u_p_x_tau_p tau_r_div_u_p,0.007090582693377729
LOW_2,2,u_p_div_u_r^2,-0.09476014405619637
LOW_2,2,u_p_div_u_r u_r_div_u_p,0.12280047343608776
LOW_2,2,u_p_div_u_r tau_r_div_tau_p,0.12604221163551638
LOW_2,2,u_p_div_u_r tau_p_div_u_p,0.06948523525033128
LOW_2,2,u_p_div_u_r tau_r_div_u_p,0.02111252256135192
LOW_2,2,u_r_div_u_p^2,-0.033772656337962476
LOW_2,2,u_r_div_u_p tau_r_div_tau_p,-0.11389100148516716
LOW_2,2,u_r_div_u_p tau_p_div_u_p,-0.002514310070088049
LOW_2,2,u_r_div_u_p tau_r_div_u_p,0.03823523898442144
LOW_2,2,tau_r_div_tau_p^2,0.06987399164880904
LOW_2,2,tau_r_div_tau_p tau_p_div_u_p,-0.02803501127880243
LOW_2,2,tau_r_div_tau_p tau_r_div_u_p,-0.05217763093081099
LOW_2,2,tau_p_div_u_p^2,-0.10657905479435169
LOW_2,2,tau_p_div_u_p tau_r_div_u_p,-0.03493186355105495
LOW_2,2,tau_r_div_u_p^2,0.029432125413184917
LOW_2,3,u_p_div_u_r,-0.2912055527147105
LOW_2,3,u_r_div_u_p,0.37038227464305656
LOW_2,3,tau_r_div_tau_p,0.5481814586104659
LOW_2,3,tau_p_div_u_p,0.8665210760655169
LOW_2,3,u_p_div_u_r^2,-0.1694669023220537
LOW_2,3,u_p_div_u_r u_r_div_u_p,0.10598067138181287
LOW_2,3,u_p_div_u_r tau_r_div_tau_p,0.13970411041864308
LOW_2,3,u_p_div_u_r tau_p_div_u_p,-0.011520374990070229
LOW_2,3,u_r_div_u_p^2,-0.030313762910845938
LOW_2,3,u_r_div_u_p tau_r_div_tau_p,-0.27750039794240006
LOW_2,3,u_r_div_u_p tau_p_div_u_p,0.029380313708636613
LOW_2,3,tau_r_div_tau_p^2,0.06855651426056775
LOW_2,3,tau_r_div_tau_p tau_p_div_u_p,0.1105398988623866
LOW_2,3,tau_p_div_u_p^2,-0.2812790743430884
LOW_2,4,u_r_x_tau_p,-0.35927647152677006
LOW_2,4,u_p_div_u_r,-0.39932098792734977
LOW_2,4,u_r_div_u_p,0.5057753513205165
LOW_2,4,tau_r_div_tau_p,0.46816670324839865
LOW_2,4,tau_p_div_u_p,0.49425746428676004
LOW_2,4,u_r_x_tau_p^2,0.04824853880368705
LOW_2,4,u_r_x_tau_p u_p_div_u_r,0.05603473402540738
LOW_2,4,u_r_x_tau_p u_r_div_u_p,0.041697745494646395
LOW_2,4,u_r_x_tau_p tau_r_div_tau_p,-0.06121592510948472
LOW_2,4,u_r_x_tau_p tau_p_div_u_p,0.08145567619600441
LOW_2,4,u_p_div_u_r^2,-0.0856219102925585
LOW_2,4,u_p_div_u_r u_r_div_u_p,0.1482926522240158
LOW_2,4,u_p_div_u_r tau_r_div_tau_p,0.12106983938939088
LOW_2,4,u_p_div_u_r tau_p_div_u_p,0.07959132611080101
LOW_2,4,u_r_div_u_p^2,-0.04976883568450442
LOW_2,4,u_r_div_u_p tau_r_div_tau_p,-0.07618069196318962
LOW_2,4,u_r_div_u_p tau_p_div_u_p,-0.00042537978373756067
LOW_2,4,tau_r_div_tau_p^2,0.05395132629544527
LOW_2,4,tau_r_div_tau_p tau_p_div_u_p,-0.03538670976525382
LOW_2,4,tau_p_div_u_p^2,-0.08689418611095377
LOW_2,5,delta_peak_mm,-0.42590562542451205
LOW_2,5,u_p_div_u_r,-0.3417312558263833
LOW_2,5,u_r_div_u_p,0.41706830868324474
LOW_2,5,tau_r_div_tau_p,0.5023526714944527
LOW_2,5,tau_p_div_u_p,0.41404600516611373
LOW_2,5,delta_peak_mm^2,0.04395755883918851
LOW_2,5,delta_peak_mm u_p_div_u_r,0.03812253693397323
LOW_2,5,delta_peak_mm u_r_div_u_p,0.00737407887400651
LOW_2,5,delta_peak_mm tau_r_div_tau_p,-0.00450722670026011
LOW_2,5,delta_peak_mm tau_p_div_u_p,0.0387589235333915
LOW_2,5,u_p_div_u_r^2,-0.1072353490643368
LOW_2,5,u_p_div_u_r u_r_div_u_p,0.14897082114200594
LOW_2,5,u_p_div_u_r tau_r_div_tau_p,0.13634134120553298
LOW_2,5,u_p_div_u_r tau_p_div_u_p,-0.013367459728565451
LOW_2,5,u_r_div_u_p^2,-0.05342496581012765
LOW_2,5,u_r_div_u_p tau_r_div_tau_p,-0.11426095819574122
LOW_2,5,u_r_div_u_p tau_p_div_u_p,0.03822534356862081
LOW_2,5,tau_r_div_tau_p^2,0.05570271051000202
LOW_2,5,tau_r_div_tau_p tau_p_div_u_p,0.0016337154825897208
LOW_2,5,tau_p_div_u_p^2,-0.09803874812309167
