Dataset,Rank_in_saved_results,N_Input_Features,Input_Features,Equation_log_e_minus_c_scaled_space,Equation_e_scaled_space,Saved_R2_val_z,Saved_R2_cv_mean_z,Saved_R2_val_e,Saved_RMSE_val_e,Saved_R2_test_z,Saved_RMSE_test_z,Saved_R2_test_e_gap,Saved_RMSE_test_e_gap,Saved_R2_test_e,Saved_RMSE_test_e,Saved_R2_test_tau_u,Saved_RMSE_test_tau_u,Saved_Selection_Score
LOW_2,1,5,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,log(e-c) = 1.1509135178 - 0.4373278356*u_p_x_tau_p - 0.3253624534*u_p_div_u_r + 0.3911808066*u_r_div_u_p + 0.4630731609*tau_r_div_tau_p + 0.4500214732*tau_p_div_u_p + 0.0587074389*u_p_x_tau_p^2 + 0.0678368082*u_p_x_tau_p u_p_div_u_r + 0.0274038365*u_p_x_tau_p u_r_div_u_p - 0.0338400154*u_p_x_tau_p tau_r_div_tau_p + 0.0629566181*u_p_x_tau_p tau_p_div_u_p - 0.1002448201*u_p_div_u_r^2 + 0.1501072020*u_p_div_u_r u_r_div_u_p + 0.1233466529*u_p_div_u_r tau_r_div_tau_p + 0.0078747146*u_p_div_u_r tau_p_div_u_p - 0.0361555506*u_r_div_u_p^2 - 0.0913975960*u_r_div_u_p tau_r_div_tau_p + 0.0406009455*u_r_div_u_p tau_p_div_u_p + 0.0505615090*tau_r_div_tau_p^2 - 0.0228312270*tau_r_div_tau_p tau_p_div_u_p - 0.1025253667*tau_p_div_u_p^2,e = c + exp(1.1509135178 - 0.4373278356*u_p_x_tau_p - 0.3253624534*u_p_div_u_r + 0.3911808066*u_r_div_u_p + 0.4630731609*tau_r_div_tau_p + 0.4500214732*tau_p_div_u_p + 0.0587074389*u_p_x_tau_p^2 + 0.0678368082*u_p_x_tau_p u_p_div_u_r + 0.0274038365*u_p_x_tau_p u_r_div_u_p - 0.0338400154*u_p_x_tau_p tau_r_div_tau_p + 0.0629566181*u_p_x_tau_p tau_p_div_u_p - 0.1002448201*u_p_div_u_r^2 + 0.1501072020*u_p_div_u_r u_r_div_u_p + 0.1233466529*u_p_div_u_r tau_r_div_tau_p + 0.0078747146*u_p_div_u_r tau_p_div_u_p - 0.0361555506*u_r_div_u_p^2 - 0.0913975960*u_r_div_u_p tau_r_div_tau_p + 0.0406009455*u_r_div_u_p tau_p_div_u_p + 0.0505615090*tau_r_div_tau_p^2 - 0.0228312270*tau_r_div_tau_p tau_p_div_u_p - 0.1025253667*tau_p_div_u_p^2),0.9860065591860384,0.9642508416480614,0.99957842784806,0.0870081759707919,0.9839952653703166,0.1984843551229707,0.993824344165149,0.3259751622936219,0.9949399500230024,0.3259751622936217,0.9954127000473058,0.0529750544509601,1.4153336937658867
LOW_2,2,6,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p + tau_r_div_u_p,log(e-c) = 1.1658408123 - 0.3547241311*u_p_x_tau_p - 0.2926826631*u_p_div_u_r + 0.3606279059*u_r_div_u_p + 0.3942280126*tau_r_div_tau_p + 0.2240372028*tau_p_div_u_p + 0.3363043199*tau_r_div_u_p + 0.0483470851*u_p_x_tau_p^2 + 0.0566378548*u_p_x_tau_p u_p_div_u_r + 0.0209733427*u_p_x_tau_p u_r_div_u_p - 0.0430466496*u_p_x_tau_p tau_r_div_tau_p + 0.0627291808*u_p_x_tau_p tau_p_div_u_p + 0.0070905827*u_p_x_tau_p tau_r_div_u_p - 0.0947601441*u_p_div_u_r^2 + 0.1228004734*u_p_div_u_r u_r_div_u_p + 0.1260422116*u_p_div_u_r tau_r_div_tau_p + 0.0694852353*u_p_div_u_r tau_p_div_u_p + 0.0211125226*u_p_div_u_r tau_r_div_u_p - 0.0337726563*u_r_div_u_p^2 - 0.1138910015*u_r_div_u_p tau_r_div_tau_p - 0.0025143101*u_r_div_u_p tau_p_div_u_p + 0.0382352390*u_r_div_u_p tau_r_div_u_p + 0.0698739916*tau_r_div_tau_p^2 - 0.0280350113*tau_r_div_tau_p tau_p_div_u_p - 0.0521776309*tau_r_div_tau_p tau_r_div_u_p - 0.1065790548*tau_p_div_u_p^2 - 0.0349318636*tau_p_div_u_p tau_r_div_u_p + 0.0294321254*tau_r_div_u_p^2,e = c + exp(1.1658408123 - 0.3547241311*u_p_x_tau_p - 0.2926826631*u_p_div_u_r + 0.3606279059*u_r_div_u_p + 0.3942280126*tau_r_div_tau_p + 0.2240372028*tau_p_div_u_p + 0.3363043199*tau_r_div_u_p + 0.0483470851*u_p_x_tau_p^2 + 0.0566378548*u_p_x_tau_p u_p_div_u_r + 0.0209733427*u_p_x_tau_p u_r_div_u_p - 0.0430466496*u_p_x_tau_p tau_r_div_tau_p + 0.0627291808*u_p_x_tau_p tau_p_div_u_p + 0.0070905827*u_p_x_tau_p tau_r_div_u_p - 0.0947601441*u_p_div_u_r^2 + 0.1228004734*u_p_div_u_r u_r_div_u_p + 0.1260422116*u_p_div_u_r tau_r_div_tau_p + 0.0694852353*u_p_div_u_r tau_p_div_u_p + 0.0211125226*u_p_div_u_r tau_r_div_u_p - 0.0337726563*u_r_div_u_p^2 - 0.1138910015*u_r_div_u_p tau_r_div_tau_p - 0.0025143101*u_r_div_u_p tau_p_div_u_p + 0.0382352390*u_r_div_u_p tau_r_div_u_p + 0.0698739916*tau_r_div_tau_p^2 - 0.0280350113*tau_r_div_tau_p tau_p_div_u_p - 0.0521776309*tau_r_div_tau_p tau_r_div_u_p - 0.1065790548*tau_p_div_u_p^2 - 0.0349318636*tau_p_div_u_p tau_r_div_u_p + 0.0294321254*tau_r_div_u_p^2),0.9897103236281016,0.9722930855233844,0.9993568195528432,0.1074708103501539,0.9896389858194772,0.1596993600585868,0.9943207059663304,0.3126008428646692,0.9953466461841578,0.3126008428646692,0.9975409232916224,0.0387863471903691,1.414684883499687
LOW_2,3,4,u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,log(e-c) = 1.2997310544 - 0.2912055527*u_p_div_u_r + 0.3703822746*u_r_div_u_p + 0.5481814586*tau_r_div_tau_p + 0.8665210761*tau_p_div_u_p - 0.1694669023*u_p_div_u_r^2 + 0.1059806714*u_p_div_u_r u_r_div_u_p + 0.1397041104*u_p_div_u_r tau_r_div_tau_p - 0.0115203750*u_p_div_u_r tau_p_div_u_p - 0.0303137629*u_r_div_u_p^2 - 0.2775003979*u_r_div_u_p tau_r_div_tau_p + 0.0293803137*u_r_div_u_p tau_p_div_u_p + 0.0685565143*tau_r_div_tau_p^2 + 0.1105398989*tau_r_div_tau_p tau_p_div_u_p - 0.2812790743*tau_p_div_u_p^2,e = c + exp(1.2997310544 - 0.2912055527*u_p_div_u_r + 0.3703822746*u_r_div_u_p + 0.5481814586*tau_r_div_tau_p + 0.8665210761*tau_p_div_u_p - 0.1694669023*u_p_div_u_r^2 + 0.1059806714*u_p_div_u_r u_r_div_u_p + 0.1397041104*u_p_div_u_r tau_r_div_tau_p - 0.0115203750*u_p_div_u_r tau_p_div_u_p - 0.0303137629*u_r_div_u_p^2 - 0.2775003979*u_r_div_u_p tau_r_div_tau_p + 0.0293803137*u_r_div_u_p tau_p_div_u_p + 0.0685565143*tau_r_div_tau_p^2 + 0.1105398989*tau_r_div_tau_p tau_p_div_u_p - 0.2812790743*tau_p_div_u_p^2),0.97124375518531,0.9678925568351272,0.990756403160158,0.4074221203313202,0.9582778878624773,0.3204683798835965,0.9723971391541716,0.6891599260088672,0.977383478107736,0.689159926008867,0.9798739937219664,0.1109613276486277,1.414368903032278
LOW_2,4,5,u_r_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,log(e-c) = 1.2203938071 - 0.3592764715*u_r_x_tau_p - 0.3993209879*u_p_div_u_r + 0.5057753513*u_r_div_u_p + 0.4681667032*tau_r_div_tau_p + 0.4942574643*tau_p_div_u_p + 0.0482485388*u_r_x_tau_p^2 + 0.0560347340*u_r_x_tau_p u_p_div_u_r + 0.0416977455*u_r_x_tau_p u_r_div_u_p - 0.0612159251*u_r_x_tau_p tau_r_div_tau_p + 0.0814556762*u_r_x_tau_p tau_p_div_u_p - 0.0856219103*u_p_div_u_r^2 + 0.1482926522*u_p_div_u_r u_r_div_u_p + 0.1210698394*u_p_div_u_r tau_r_div_tau_p + 0.0795913261*u_p_div_u_r tau_p_div_u_p - 0.0497688357*u_r_div_u_p^2 - 0.0761806920*u_r_div_u_p tau_r_div_tau_p - 0.0004253798*u_r_div_u_p tau_p_div_u_p + 0.0539513263*tau_r_div_tau_p^2 - 0.0353867098*tau_r_div_tau_p tau_p_div_u_p - 0.0868941861*tau_p_div_u_p^2,e = c + exp(1.2203938071 - 0.3592764715*u_r_x_tau_p - 0.3993209879*u_p_div_u_r + 0.5057753513*u_r_div_u_p + 0.4681667032*tau_r_div_tau_p + 0.4942574643*tau_p_div_u_p + 0.0482485388*u_r_x_tau_p^2 + 0.0560347340*u_r_x_tau_p u_p_div_u_r + 0.0416977455*u_r_x_tau_p u_r_div_u_p - 0.0612159251*u_r_x_tau_p tau_r_div_tau_p + 0.0814556762*u_r_x_tau_p tau_p_div_u_p - 0.0856219103*u_p_div_u_r^2 + 0.1482926522*u_p_div_u_r u_r_div_u_p + 0.1210698394*u_p_div_u_r tau_r_div_tau_p + 0.0795913261*u_p_div_u_r tau_p_div_u_p - 0.0497688357*u_r_div_u_p^2 - 0.0761806920*u_r_div_u_p tau_r_div_tau_p - 0.0004253798*u_r_div_u_p tau_p_div_u_p + 0.0539513263*tau_r_div_tau_p^2 - 0.0353867098*tau_r_div_tau_p tau_p_div_u_p - 0.0868941861*tau_p_div_u_p^2),0.98087083785612,0.9663528905587616,0.9987664149073686,0.1488362307784709,0.9858658485328584,0.1865249414520326,0.9917944617350356,0.3757478508299808,0.993276757186731,0.3757478508299808,0.996789458392754,0.0443181878293217,1.4135615301089126
LOW_2,5,5,delta_peak_mm + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_p_div_u_p,log(e-c) = 1.1417852424 - 0.4259056254*delta_peak_mm - 0.3417312558*u_p_div_u_r + 0.4170683087*u_r_div_u_p + 0.5023526715*tau_r_div_tau_p + 0.4140460052*tau_p_div_u_p + 0.0439575588*delta_peak_mm^2 + 0.0381225369*delta_peak_mm u_p_div_u_r + 0.0073740789*delta_peak_mm u_r_div_u_p - 0.0045072267*delta_peak_mm tau_r_div_tau_p + 0.0387589235*delta_peak_mm tau_p_div_u_p - 0.1072353491*u_p_div_u_r^2 + 0.1489708211*u_p_div_u_r u_r_div_u_p + 0.1363413412*u_p_div_u_r tau_r_div_tau_p - 0.0133674597*u_p_div_u_r tau_p_div_u_p - 0.0534249658*u_r_div_u_p^2 - 0.1142609582*u_r_div_u_p tau_r_div_tau_p + 0.0382253436*u_r_div_u_p tau_p_div_u_p + 0.0557027105*tau_r_div_tau_p^2 + 0.0016337155*tau_r_div_tau_p tau_p_div_u_p - 0.0980387481*tau_p_div_u_p^2,e = c + exp(1.1417852424 - 0.4259056254*delta_peak_mm - 0.3417312558*u_p_div_u_r + 0.4170683087*u_r_div_u_p + 0.5023526715*tau_r_div_tau_p + 0.4140460052*tau_p_div_u_p + 0.0439575588*delta_peak_mm^2 + 0.0381225369*delta_peak_mm u_p_div_u_r + 0.0073740789*delta_peak_mm u_r_div_u_p - 0.0045072267*delta_peak_mm tau_r_div_tau_p + 0.0387589235*delta_peak_mm tau_p_div_u_p - 0.1072353491*u_p_div_u_r^2 + 0.1489708211*u_p_div_u_r u_r_div_u_p + 0.1363413412*u_p_div_u_r tau_r_div_tau_p - 0.0133674597*u_p_div_u_r tau_p_div_u_p - 0.0534249658*u_r_div_u_p^2 - 0.1142609582*u_r_div_u_p tau_r_div_tau_p + 0.0382253436*u_r_div_u_p tau_p_div_u_p + 0.0557027105*tau_r_div_tau_p^2 + 0.0016337155*tau_r_div_tau_p tau_p_div_u_p - 0.0980387481*tau_p_div_u_p^2),0.981727290294392,0.9663993124813856,0.9975243736536642,0.2108466255715039,0.9786834124813242,0.2290661320945988,0.989917262137824,0.4165164956580643,0.99173866568152,0.4165164956580643,0.9920547075281816,0.0697184602058525,1.4129126222641957
