,n,mean,median,mode,min,max,variance,std,cv_percent,Q1,Q3,IQR,outlier_low,outlier_high,n_outliers
sigma_n_MPa,69.0,304.1439130434782,5.0,5.0,1.79,5516.0,1498033.0523418158,1223.9416049558147,402.421864277405,5.0,5.0,0.0,5.0,5.0,12.0
delta_peak_mm,69.0,0.9192753623188404,0.47,0.24,0.23,4.54,0.7928244671781757,0.890406911012137,96.85965136345177,0.33,1.3,0.97,-1.125,2.755,4.0
tau_peak_MPa_csds,69.0,4.833782608695652,4.91,3.8,3.7,6.22,0.41264011381074167,0.6423706981258888,13.289192959780745,4.37,5.29,0.9199999999999999,2.99,6.67,0.0
u_r_mm,69.0,3.910159688487425,2.2,2.175,2.0033333333333334,28.00018033053748,19.049104337115434,4.364527962691433,111.62019739351803,2.175,2.7136738646335887,0.5386738646335889,1.3669892030496165,3.521684661583972,11.0
tau_r_MPa,69.0,3.868174500378564,4.0125,2.848434309388562,1.3488617496840016,4.84,0.44556254562161196,0.6675047158047739,17.256323770798023,3.634,4.293333333333333,0.6593333333333331,2.6450000000000005,5.282333333333333,4.0
a_csds,69.0,3.868174500378564,4.0125,2.848434309388562,1.3488617496840016,4.84,0.44556254562161196,0.6675047158047739,17.256323770798023,3.634,4.293333333333333,0.6593333333333331,2.6450000000000005,5.282333333333333,4.0
b_csds,69.0,10.922011663686668,3.4511384121172206,0.7845727106922662,0.7845727106922662,137.35939252357494,575.0846597530002,23.9809228294701,219.56507251499735,2.2412867147074325,6.4076526447249105,4.166365930017478,-4.008262180318785,12.657201539751128,8.0
c_csds,69.0,1.8967410284251154,2.2727272727272725,2.298850574712644,0.178570278511632,2.4958402662229617,0.4190217326380583,0.6473188801804396,34.12795265560926,1.8425206010063853,2.298850574712644,0.4563299737062587,1.158025640446997,2.983345535272032,10.0
d_csds,69.0,14.790186164065231,7.408370023650559,4.343103435426621,4.343103435426621,142.19939252357494,580.8863305334146,24.101583568998418,162.95659366044015,6.174917494621263,10.103502878345669,3.928585383724406,0.28203941903465424,15.996380953932277,8.0
e_csds,69.0,6.709552485545068,6.676100463922199,0.6512771868667829,0.6512771868667829,15.255568277966066,18.693468638003516,4.323594411829527,64.4393858032141,2.5046228694450243,10.177837650659969,7.673214781214945,-9.005199302377394,21.687659822482388,0.0
e_minus_c_csds,69.0,4.812811457119951,4.460650620335214,0.08267414276697149,0.08267414276697149,12.956717703253423,15.459370489051924,3.9318405981234696,81.69529667127942,1.220680522652775,7.6819973844370075,6.4613168617842325,-8.471294770023572,17.373972677113358,0.0
log_d_csds,69.0,2.238979041293824,2.0026104452933486,1.4685891698536062,1.4685891698536062,4.957230245373904,0.5513662075663296,0.7425403743678384,33.164239623196806,1.8204955212298422,2.3128821833573703,0.49238666212752813,1.08191552803855,3.0514621765486627,8.0
log_e_minus_c_csds,69.0,0.9994978001321625,1.4952946343915932,-2.49284838887718,-2.49284838887718,2.561614395209624,1.7359042664066475,1.3175371973521839,131.81991968146076,0.1994085086826267,2.0388795894442238,1.839471080761597,-2.559798112459769,4.79808621058662,0.0
