Dataset,Selection_Mode,Rank_in_saved_results,N_Features,Features,Intercept_log_e_minus_c,Equation_log_e_minus_c,Equation_e,Saved_R2_val_z,Saved_R2_cv_mean_z,Saved_R2_val_e,Saved_RMSE_val_e,Saved_Selection_Score
LOW_1,log_gap,1,6,delta_peak_mm + tau_r_MPa + u_r_estimated + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.8706384554640727,log(e-c) = 0.8706384555 - 0.2934879007*delta_peak_mm - 0.3495977991*tau_r_MPa - 0.5819288917*u_r_estimated - 4.8960670238*u_p_div_u_r + 1.9996765381*tau_r_div_tau_p + 0.1873086596*tau_p_div_u_p,e = c + exp(0.8706384555 - 0.2934879007*delta_peak_mm - 0.3495977991*tau_r_MPa - 0.5819288917*u_r_estimated - 4.8960670238*u_p_div_u_r + 1.9996765381*tau_r_div_tau_p + 0.1873086596*tau_p_div_u_p),0.939494608108459,0.8816938827972207,0.9072330556720738,1.6865909514919846,1.3145383012228171
LOW_1,log_gap,2,6,delta_peak_mm + tau_r_estimated + tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,0.8067443348368053,log(e-c) = 0.8067443348 - 0.2917440453*delta_peak_mm - 0.5239179982*tau_r_estimated - 0.1169023800*tau_p_x_tau_r - 5.0756746346*u_p_div_u_r + 2.0263209207*tau_r_div_tau_p + 0.1810996019*tau_p_div_u_p,e = c + exp(0.8067443348 - 0.2917440453*delta_peak_mm - 0.5239179982*tau_r_estimated - 0.1169023800*tau_p_x_tau_r - 5.0756746346*u_p_div_u_r + 2.0263209207*tau_r_div_tau_p + 0.1810996019*tau_p_div_u_p),0.938561259146826,0.877811604195227,0.9211968864848356,1.5544788901092426,1.3109541152095143
LOW_1,log_gap,3,6,u_r_estimated + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,1.0371554748829417,log(e-c) = 1.0371554749 - 0.6924591035*u_r_estimated - 0.0000235019*sigma_n_x_u_r - 0.0164100605*u_r_x_u_p - 6.0316218567*u_p_div_u_r + 1.8549955529*tau_r_div_tau_p + 0.1582306674*tau_p_div_u_p,e = c + exp(1.0371554749 - 0.6924591035*u_r_estimated - 0.0000235019*sigma_n_x_u_r - 0.0164100605*u_r_x_u_p - 6.0316218567*u_p_div_u_r + 1.8549955529*tau_r_div_tau_p + 0.1582306674*tau_p_div_u_p),0.936849527456394,0.8770778679978136,0.9181590022852396,1.5841583756502735,1.308869246402387
LOW_1,log_gap,4,6,tau_r_estimated + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,1.0371554748829417,log(e-c) = 1.0371554749 - 0.6924591035*tau_r_estimated - 0.0000235019*sigma_n_x_u_r - 0.0164100605*u_r_x_u_p - 6.0316218567*u_p_div_u_r + 1.8549955529*tau_r_div_tau_p + 0.1582306674*tau_p_div_u_p,e = c + exp(1.0371554749 - 0.6924591035*tau_r_estimated - 0.0000235019*sigma_n_x_u_r - 0.0164100605*u_r_x_u_p - 6.0316218567*u_p_div_u_r + 1.8549955529*tau_r_div_tau_p + 0.1582306674*tau_p_div_u_p),0.936849527456394,0.8770778679978136,0.9181590022852396,1.5841583756502735,1.308869246402387
LOW_1,log_gap,5,6,delta_peak_mm + u_r_estimated + u_r_x_tau_p + u_p_div_u_r + tau_r_div_tau_p + tau_p_div_u_p,1.0485219415235256,log(e-c) = 1.0485219415 - 0.2639631091*delta_peak_mm - 0.6435076561*u_r_estimated - 0.0185874059*u_r_x_tau_p - 5.3695155108*u_p_div_u_r + 1.8328598620*tau_r_div_tau_p + 0.1593015527*tau_p_div_u_p,e = c + exp(1.0485219415 - 0.2639631091*delta_peak_mm - 0.6435076561*u_r_estimated - 0.0185874059*u_r_x_tau_p - 5.3695155108*u_p_div_u_r + 1.8328598620*tau_r_div_tau_p + 0.1593015527*tau_p_div_u_p),0.9353849859577346,0.8764388028195507,0.9205012253048837,1.561325158370092,1.3073968275305832
