sample_id,u_peak,u_r,tau_peak,tau_r,true_a,true_b,true_c,true_d,true_e,estimated_a,estimated_b,estimated_c,estimated_d,estimated_e,error_b,abs_error_b,error_d,abs_error_d,error_e,abs_error_e,curve_rmse_tau_u,curve_mae_tau_u,curve_r2_tau_u,curve_valid,e_constraint_respected,d_positive,b_positive,dataset,model_name
7,0.72,2.75,0.044,0.03175,0.03175,0.0801325410005739,1.818181818181818,0.1118825410005739,3.441242286799551,0.03175,0.0689528542890579,1.818181818181818,0.1007028542890579,3.8337425192541423,-0.011179686711516007,0.011179686711516007,-0.011179686711516007,0.011179686711516007,0.3925002324545912,0.3925002324545912,0.000552885262345,0.0003657114642238,0.9933708872050336,True,True,True,True,FULL,FULL_direct_poly_rank_2
8,0.92,3.0,0.035,0.02825,0.02825,0.0557241852265918,1.6666666666666667,0.0839741852265918,3.007954906577982,0.02825,0.0471216956791839,1.6666666666666667,0.0753716956791839,3.361865455350818,-0.008602489547407902,0.008602489547407902,-0.008602489547407888,0.008602489547407888,0.353910548772836,0.353910548772836,0.0004641699138347,0.0002849126325565,0.9926826380602328,True,True,True,True,FULL,FULL_direct_poly_rank_2
9,0.97,3.0,0.029,0.0255,0.0255,0.0288872445152351,1.6666666666666667,0.0543872445152351,3.290221199159674,0.0255,0.024511992364285,1.6666666666666667,0.050011992364285,3.710907093220429,-0.004375252150950099,0.004375252150950099,-0.004375252150950096,0.004375252150950096,0.42068589406075496,0.42068589406075496,0.000400231345073,0.0002221747272468,0.9923231528269248,True,True,True,True,FULL,FULL_direct_poly_rank_2
11,0.78,3.5,0.05,0.0417499999999999,0.0417499999999999,0.0354980845491272,1.4285714285714286,0.0772480845491271,4.004659571873231,0.0417499999999999,0.0306197798368234,1.4285714285714286,0.0723697798368233,4.737419506830443,-0.004878304712303803,0.004878304712303803,-0.004878304712303799,0.004878304712303799,0.7327599349572127,0.7327599349572127,0.0008188597159759,0.0004273869755098,0.9861540848689528,True,True,True,True,FULL,FULL_direct_poly_rank_2
12,1.25,3.5,0.04,0.034,0.034,0.0670624339164287,1.4285714285714286,0.1010624339164287,2.366794324621144,0.034,0.0564677269398142,1.4285714285714286,0.0904677269398142,2.609050647488491,-0.0105947069766145,0.0105947069766145,-0.010594706976614507,0.010594706976614507,0.24225632286734733,0.24225632286734733,0.0004938709021757,0.0002960279486641,0.9941687565631931,True,True,True,True,FULL,FULL_direct_poly_rank_2
13,1.8,4.0,0.035,0.033,0.033,0.0334302203204883,1.25,0.0664302203204883,2.0972939397426664,0.033,0.0297982799658042,1.25,0.0627982799658042,2.2268177209897257,-0.0036319403546840982,0.0036319403546840982,-0.0036319403546841017,0.0036319403546841017,0.12952378124705932,0.12952378124705932,0.0002663350676449,0.0001476947130298,0.9981563183815946,True,True,True,True,FULL,FULL_direct_poly_rank_2
15,1.64,10.5,4.17,3.725,3.725,1.1700588885069725,0.4761904761904761,4.895058888506973,2.4309486751406535,3.725,1.3005444762417857,0.4761904761904761,5.025544476241786,2.1387781151683347,0.13048558773481322,0.13048558773481322,0.130485587734813,0.130485587734813,-0.2921705599723188,0.2921705599723188,0.0406066631653499,0.018461963866632,0.9936925489281612,True,True,True,True,FULL,FULL_direct_poly_rank_2
16,1.61,10.5,13.41,12.8475,12.8475,1.3946189571869354,0.4761904761904761,14.242118957186936,3.178145408783804,12.8475,1.53629760918205,0.4761904761904761,14.38379760918205,2.829346700977581,0.14167865199511454,0.14167865199511454,0.14167865199511454,0.14167865199511454,-0.3487987078062229,0.3487987078062229,0.1117096160489327,0.0392897879699539,0.9953025867752237,True,True,True,True,FULL,FULL_direct_poly_rank_2
17,2.76,10.5,3.72,3.5425,3.5425,0.8694826394566157,0.4761904761904761,4.411982639456616,1.5814976920825412,3.5425,0.9061684572415198,0.4761904761904761,4.44866845724152,1.5258551236933349,0.036685817784904096,0.036685817784904096,0.036685817784904096,0.036685817784904096,-0.05564256838920634,0.05564256838920634,0.0124503904120209,0.0055950343382246,0.9994873010091752,True,True,True,True,FULL,FULL_direct_poly_rank_2
18,3.07,10.5,12.57,12.4375,12.4375,0.7124450836759753,0.4761904761904761,13.149945083675975,1.9539451798171723,12.4375,0.9419746727913124,0.4761904761904761,13.379474672791313,1.6446061021180376,0.22952958911533716,0.22952958911533716,0.22952958911533727,0.22952958911533727,-0.3093390776991347,0.3093390776991347,0.2003981253041322,0.080662906999481,0.9882832105223937,True,True,True,True,FULL,FULL_direct_poly_rank_2
19,1.55,12.0,1.02,0.8525,0.8525,0.3782821788444106,0.4166666666666667,1.2307821788444109,2.3791759662313843,0.8525,0.4241911533806652,0.4166666666666667,1.2766911533806653,2.0303400136319696,0.04590897453625459,0.04590897453625459,0.04590897453625442,0.04590897453625442,-0.3488359525994147,0.3488359525994147,0.0117433973602502,0.0057946019009075,0.9902491024924964,True,True,True,True,FULL,FULL_direct_poly_rank_2
