Dataset,Rank_in_saved_results,N_Input_Features,Input_Features,Equation_log_e_minus_c_scaled_space,Equation_e_scaled_space,Saved_R2_val_z,Saved_R2_cv_mean_z,Saved_R2_val_e,Saved_RMSE_val_e,Saved_R2_test_z,Saved_RMSE_test_z,Saved_R2_test_e_gap,Saved_RMSE_test_e_gap,Saved_R2_test_e,Saved_RMSE_test_e,Saved_R2_test_tau_u,Saved_RMSE_test_tau_u,Saved_Selection_Score
FULL,1,4,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p,log(e-c) = -0.0564021843 - 1.1528961964*u_r_mm + 0.0653071904*u_r_x_u_p - 1.9139851968*u_p_div_u_r + 0.7859677160*tau_r_div_tau_p + 0.5691735076*u_r_mm^2 - 0.4043215889*u_r_mm u_r_x_u_p + 0.1817774860*u_r_mm u_p_div_u_r - 0.0945488475*u_r_mm tau_r_div_tau_p + 0.0226347081*u_r_x_u_p^2 + 0.1618584752*u_r_x_u_p u_p_div_u_r + 0.2161797805*u_r_x_u_p tau_r_div_tau_p + 0.0498122803*u_p_div_u_r^2 + 0.6282265597*u_p_div_u_r tau_r_div_tau_p + 0.0234392213*tau_r_div_tau_p^2,e = c + exp(-0.0564021843 - 1.1528961964*u_r_mm + 0.0653071904*u_r_x_u_p - 1.9139851968*u_p_div_u_r + 0.7859677160*tau_r_div_tau_p + 0.5691735076*u_r_mm^2 - 0.4043215889*u_r_mm u_r_x_u_p + 0.1817774860*u_r_mm u_p_div_u_r - 0.0945488475*u_r_mm tau_r_div_tau_p + 0.0226347081*u_r_x_u_p^2 + 0.1618584752*u_r_x_u_p u_p_div_u_r + 0.2161797805*u_r_x_u_p tau_r_div_tau_p + 0.0498122803*u_p_div_u_r^2 + 0.6282265597*u_p_div_u_r tau_r_div_tau_p + 0.0234392213*tau_r_div_tau_p^2),0.9710146073645362,0.9788231307844368,0.6161077452845486,6.065587036539846,0.9126589952612416,0.439535308017805,0.9781610174204064,0.8649514190709137,0.982151607862114,0.8649514190709137,0.9986970471690304,0.1903918826772297,1.4195323490644818
FULL,2,5,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_r,log(e-c) = -0.0398404971 - 0.8821738165*u_r_mm - 0.2372115848*u_r_x_u_p - 1.8641312287*u_p_div_u_r + 0.8309871314*tau_r_div_tau_p - 0.0579302676*tau_r_div_u_r + 0.6144546554*u_r_mm^2 - 0.4455136789*u_r_mm u_r_x_u_p + 0.3114427657*u_r_mm u_p_div_u_r - 0.1688743542*u_r_mm tau_r_div_tau_p + 0.3781919596*u_r_mm tau_r_div_u_r + 0.0291019344*u_r_x_u_p^2 + 0.1031167415*u_r_x_u_p u_p_div_u_r + 0.3051874548*u_r_x_u_p tau_r_div_tau_p - 0.3818343354*u_r_x_u_p tau_r_div_u_r + 0.0787889171*u_p_div_u_r^2 + 0.6220206743*u_p_div_u_r tau_r_div_tau_p + 0.0086157236*u_p_div_u_r tau_r_div_u_r + 0.0064213210*tau_r_div_tau_p^2 + 0.0571307257*tau_r_div_tau_p tau_r_div_u_r - 0.0166077601*tau_r_div_u_r^2,e = c + exp(-0.0398404971 - 0.8821738165*u_r_mm - 0.2372115848*u_r_x_u_p - 1.8641312287*u_p_div_u_r + 0.8309871314*tau_r_div_tau_p - 0.0579302676*tau_r_div_u_r + 0.6144546554*u_r_mm^2 - 0.4455136789*u_r_mm u_r_x_u_p + 0.3114427657*u_r_mm u_p_div_u_r - 0.1688743542*u_r_mm tau_r_div_tau_p + 0.3781919596*u_r_mm tau_r_div_u_r + 0.0291019344*u_r_x_u_p^2 + 0.1031167415*u_r_x_u_p u_p_div_u_r + 0.3051874548*u_r_x_u_p tau_r_div_tau_p - 0.3818343354*u_r_x_u_p tau_r_div_u_r + 0.0787889171*u_p_div_u_r^2 + 0.6220206743*u_p_div_u_r tau_r_div_tau_p + 0.0086157236*u_p_div_u_r tau_r_div_u_r + 0.0064213210*tau_r_div_tau_p^2 + 0.0571307257*tau_r_div_tau_p tau_r_div_u_r - 0.0166077601*tau_r_div_u_r^2),0.9729355629602068,0.9776017293709468,0.6288563793957666,5.964020999345323,0.9565779974061768,0.3099128618722695,0.9846884913206378,0.7242433347061409,0.9874863304581204,0.724243334706141,0.9997300227936736,0.0866657761923904,1.4109566913659477
FULL,3,5,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + u_r_div_tau_r,log(e-c) = -0.0347810345 - 1.0865861433*u_r_mm + 0.0075593777*u_r_x_u_p - 1.8279387649*u_p_div_u_r + 0.7810088878*tau_r_div_tau_p + 0.0466791712*u_r_div_tau_r + 0.5236056607*u_r_mm^2 - 0.3564477763*u_r_mm u_r_x_u_p + 0.1057311383*u_r_mm u_p_div_u_r - 0.0795430255*u_r_mm tau_r_div_tau_p + 0.2544434687*u_r_mm u_r_div_tau_r + 0.0079496569*u_r_x_u_p^2 + 0.1908425973*u_r_x_u_p u_p_div_u_r + 0.2332678466*u_r_x_u_p tau_r_div_tau_p - 0.2249552685*u_r_x_u_p u_r_div_tau_r + 0.0624339184*u_p_div_u_r^2 + 0.5966430216*u_p_div_u_r tau_r_div_tau_p + 0.2875476687*u_p_div_u_r u_r_div_tau_r + 0.0379491756*tau_r_div_tau_p^2 + 0.0138880556*tau_r_div_tau_p u_r_div_tau_r - 0.0223149881*u_r_div_tau_r^2,e = c + exp(-0.0347810345 - 1.0865861433*u_r_mm + 0.0075593777*u_r_x_u_p - 1.8279387649*u_p_div_u_r + 0.7810088878*tau_r_div_tau_p + 0.0466791712*u_r_div_tau_r + 0.5236056607*u_r_mm^2 - 0.3564477763*u_r_mm u_r_x_u_p + 0.1057311383*u_r_mm u_p_div_u_r - 0.0795430255*u_r_mm tau_r_div_tau_p + 0.2544434687*u_r_mm u_r_div_tau_r + 0.0079496569*u_r_x_u_p^2 + 0.1908425973*u_r_x_u_p u_p_div_u_r + 0.2332678466*u_r_x_u_p tau_r_div_tau_p - 0.2249552685*u_r_x_u_p u_r_div_tau_r + 0.0624339184*u_p_div_u_r^2 + 0.5966430216*u_p_div_u_r tau_r_div_tau_p + 0.2875476687*u_p_div_u_r u_r_div_tau_r + 0.0379491756*tau_r_div_tau_p^2 + 0.0138880556*tau_r_div_tau_p u_r_div_tau_r - 0.0223149881*u_r_div_tau_r^2),0.9719376256804968,0.97925572784343,0.6332878085312488,5.928309080855839,0.9164259273606956,0.4299524808178719,0.9807703231616112,0.8116363843297137,0.9842841207622424,0.8116363843297136,0.998819679549619,0.1812107873614449,1.4107271212564692
FULL,4,5,u_r_mm + sigma_n_x_u_r + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p,log(e-c) = -0.0640960504 - 1.1583859573*u_r_mm + 0.0444406512*sigma_n_x_u_r + 0.0452462685*u_r_x_u_p - 1.8988243796*u_p_div_u_r + 0.7902455028*tau_r_div_tau_p + 0.5908551246*u_r_mm^2 - 0.0231431633*u_r_mm sigma_n_x_u_r - 0.4198411724*u_r_mm u_r_x_u_p + 0.1758731138*u_r_mm u_p_div_u_r - 0.0996711882*u_r_mm tau_r_div_tau_p + 0.0098664907*sigma_n_x_u_r^2 - 0.0361546905*sigma_n_x_u_r u_r_x_u_p + 0.0769295905*sigma_n_x_u_r u_p_div_u_r + 0.0114894130*sigma_n_x_u_r tau_r_div_tau_p + 0.0241463892*u_r_x_u_p^2 + 0.1793076302*u_r_x_u_p u_p_div_u_r + 0.2063291558*u_r_x_u_p tau_r_div_tau_p + 0.0504628020*u_p_div_u_r^2 + 0.6216193876*u_p_div_u_r tau_r_div_tau_p + 0.0316958163*tau_r_div_tau_p^2,e = c + exp(-0.0640960504 - 1.1583859573*u_r_mm + 0.0444406512*sigma_n_x_u_r + 0.0452462685*u_r_x_u_p - 1.8988243796*u_p_div_u_r + 0.7902455028*tau_r_div_tau_p + 0.5908551246*u_r_mm^2 - 0.0231431633*u_r_mm sigma_n_x_u_r - 0.4198411724*u_r_mm u_r_x_u_p + 0.1758731138*u_r_mm u_p_div_u_r - 0.0996711882*u_r_mm tau_r_div_tau_p + 0.0098664907*sigma_n_x_u_r^2 - 0.0361546905*sigma_n_x_u_r u_r_x_u_p + 0.0769295905*sigma_n_x_u_r u_p_div_u_r + 0.0114894130*sigma_n_x_u_r tau_r_div_tau_p + 0.0241463892*u_r_x_u_p^2 + 0.1793076302*u_r_x_u_p u_p_div_u_r + 0.2063291558*u_r_x_u_p tau_r_div_tau_p + 0.0504628020*u_p_div_u_r^2 + 0.6216193876*u_p_div_u_r tau_r_div_tau_p + 0.0316958163*tau_r_div_tau_p^2),0.9729796809533666,0.9774590176242984,0.6576418522417528,5.728072391103745,0.8893925299415204,0.4946259591350025,0.9767057561911856,0.8933051195422493,0.980962263395744,0.8933051195422492,0.9977276800684654,0.2514309986904751,1.41067816543344
FULL,5,5,u_r_mm + u_r_x_u_p + u_p_div_u_r + tau_r_div_tau_p + tau_r_div_u_p,log(e-c) = -0.0246736710 - 0.9790645979*u_r_mm - 0.0617080346*u_r_x_u_p - 1.9071464398*u_p_div_u_r + 0.7865325326*tau_r_div_tau_p - 0.0436908134*tau_r_div_u_p + 0.5946144162*u_r_mm^2 - 0.4335064040*u_r_mm u_r_x_u_p + 0.3525358286*u_r_mm u_p_div_u_r - 0.1555244298*u_r_mm tau_r_div_tau_p + 0.1508394240*u_r_mm tau_r_div_u_p + 0.0371711950*u_r_x_u_p^2 + 0.0824618559*u_r_x_u_p u_p_div_u_r + 0.2719891529*u_r_x_u_p tau_r_div_tau_p - 0.0556407864*u_r_x_u_p tau_r_div_u_p + 0.0359348796*u_p_div_u_r^2 + 0.6565553576*u_p_div_u_r tau_r_div_tau_p - 0.1358505165*u_p_div_u_r tau_r_div_u_p + 0.0088407530*tau_r_div_tau_p^2 - 0.0234837214*tau_r_div_tau_p tau_r_div_u_p - 0.0031127480*tau_r_div_u_p^2,e = c + exp(-0.0246736710 - 0.9790645979*u_r_mm - 0.0617080346*u_r_x_u_p - 1.9071464398*u_p_div_u_r + 0.7865325326*tau_r_div_tau_p - 0.0436908134*tau_r_div_u_p + 0.5946144162*u_r_mm^2 - 0.4335064040*u_r_mm u_r_x_u_p + 0.3525358286*u_r_mm u_p_div_u_r - 0.1555244298*u_r_mm tau_r_div_tau_p + 0.1508394240*u_r_mm tau_r_div_u_p + 0.0371711950*u_r_x_u_p^2 + 0.0824618559*u_r_x_u_p u_p_div_u_r + 0.2719891529*u_r_x_u_p tau_r_div_tau_p - 0.0556407864*u_r_x_u_p tau_r_div_u_p + 0.0359348796*u_p_div_u_r^2 + 0.6565553576*u_p_div_u_r tau_r_div_tau_p - 0.1358505165*u_p_div_u_r tau_r_div_u_p + 0.0088407530*tau_r_div_tau_p^2 - 0.0234837214*tau_r_div_tau_p tau_r_div_u_p - 0.0031127480*tau_r_div_u_p^2),0.9726619288076144,0.97700105874653,0.629669992991691,5.957480309220316,0.9584558012473322,0.3031376431391905,0.9800470223218885,0.8267598407712918,0.9836929871334672,0.8267598407712918,0.9997111618271196,0.0896419666669012,1.4103035273213556
