u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,tau_p_div_u_r,d_pred,Best_Model_Name,Best_Model_Degree
2.175,0.6,5.04,4.655,6.796531174694559,2.317241379310345,10.692365253742084,Model_147_deg2,2
4.125,2.37,16.38,14.3675,127.0939689844744,3.9709090909090907,122.52741514382112,Model_147_deg2,2
2.566666666666667,1.46,4.68,4.1066666666666665,34.69988213998113,1.823376623376623,33.667350234651025,Model_147_deg2,2
4.75,4.16,15.04,14.775,73.3064735148253,3.166315789473684,193.6671934448032,Model_147_deg2,2
1.85,1.26,0.94,0.785,27.936829140946248,0.508108108108108,6.127675881492769,Model_147_deg2,2
4.466666666666667,3.13,15.58,14.793333333333337,89.8166166948957,3.488059701492537,154.48806634339164,Model_147_deg2,2
1.85,1.15,0.71,0.65,4.6433470021604135,0.38378378378378375,3.7631605624710147,Model_147_deg2,2
2.175,0.35,4.68,4.205,5.488914851902833,2.1517241379310343,3.4301895780308524,Model_147_deg2,2
3.85,0.63,16.18,14.365,19.38959639135109,4.202597402597402,11.082310941612835,Model_147_deg2,2
1.5666666666666669,0.45,0.87,0.6366666666666667,2.4910377730436024,0.5553191489361702,4.22862302681758,Model_147_deg2,2
2.175,0.58,5.35,4.42,9.956345178531912,2.4597701149425286,9.636725762106046,Model_147_deg2,2
3.875,0.94,16.28,13.935,25.28426092348121,4.201290322580645,31.621422090711828,Model_147_deg2,2
1.5666666666666669,0.13,0.97,0.8033333333333333,1.0815597509199169,0.6191489361702127,3.2583130030187917,Model_147_deg2,2
2.85,2.38,5.22,4.84,142.19939252357494,1.831578947368421,57.84739693522897,Model_147_deg2,2
4.125,2.68,16.95,15.5375,132.25156105996982,4.109090909090909,145.3604985059131,Model_147_deg2,2
1.6,0.71,1.14,0.9133333333333334,6.610164230147195,0.7124999999999999,6.305495360291417,Model_147_deg2,2
2.2,0.76,5.03,4.68,7.712642885735885,2.286363636363636,16.043358526490387,Model_147_deg2,2
4.125,2.73,15.88,13.97,233.99903798852773,3.84969696969697,141.33244426942954,Model_147_deg2,2
1.5666666666666669,0.63,1.42,0.9733333333333332,11.618262835999383,0.9063829787234041,6.951359963039194,Model_147_deg2,2
2.175,0.34,5.0,4.24,6.288275754310518,2.298850574712644,2.2545778437731903,Model_147_deg2,2
4.533333333333333,3.13,14.91,14.596666666666666,34.951343689537204,3.288970588235294,147.27444730812866,Model_147_deg2,2
1.5666666666666669,0.49,0.79,0.63,2.0368332196782206,0.5042553191489362,4.078715842775572,Model_147_deg2,2
2.566666666666667,1.69,5.04,4.426666666666667,73.62440945077007,1.9636363636363634,42.06331959864394,Model_147_deg2,2
4.466666666666667,3.12,16.37,15.163333333333334,153.12497479620956,3.6649253731343285,160.5465132426335,Model_147_deg2,2
1.5666666666666669,0.18,0.87,0.6,1.17786521425927,0.5553191489361702,3.481665735082644,Model_147_deg2,2
2.175,0.42,5.1,3.8825,8.364535276937978,2.344827586206897,4.626782663652338,Model_147_deg2,2
3.85,1.09,15.19,13.3025,25.12413306168001,3.9454545454545453,41.50358882411183,Model_147_deg2,2
1.5666666666666669,0.47,0.66,0.5066666666666667,1.7861116090877074,0.4212765957446808,3.6150772881035675,Model_147_deg2,2
2.175,0.57,4.24,4.0125,5.131835000811389,1.949425287356322,10.269304582174328,Model_147_deg2,2
4.7,4.13,14.9,13.285,1227.1610619263406,3.1702127659574466,192.0868324065238,Model_147_deg2,2
1.5666666666666669,0.18,0.88,0.4966666666666666,1.346155735064614,0.5617021276595744,3.479641551180487,Model_147_deg2,2
