Dataset,Features,Degree,R2_train,RMSE_train,R2_val,RMSE_val
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa,3,0.9057049777209768,1.3950097261053185,0.6993988278717527,1.3477226465489238
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds,2,0.7162150105547966,2.420067959609272,0.3268806244111324,2.0167461529843522
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa,2,0.7736442142170109,2.1613676738100254,0.3052493097345854,2.0488949156837895
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds,3,0.8301719462108426,1.872136748307089,0.11501888128970794,2.312449162070863
LOW_1,u_r_mm + delta_peak_mm,3,0.7376280614476287,2.3269740700575157,-0.013756499370436437,2.4749818422057674
LOW_1,u_r_mm + delta_peak_mm,2,0.6568372788908102,2.661233019000621,-0.24805137324301585,2.7461320861134344
LOW_1,u_r_mm + delta_peak_mm,4,0.8239266369073293,1.9062492314900026,-0.3077138542570801,2.8110045830219783
LOW_1,u_r_mm,2,0.02562573867974116,4.484311298575966,-0.3240902861766317,2.8285508525642
LOW_1,u_r_mm,3,0.09764201015362484,4.3154122085216615,-0.4113290409497581,2.9202452778781343
LOW_1,u_r_mm,4,0.15298750119997884,4.180976834916433,-2.381811747626083,4.520431634472951
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds,4,0.9226916059877333,1.2631245540638396,-11.508276127510033,8.693685420561517
LOW_1,u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa,4,0.9986975718012089,0.16394936808233823,-70.31084507833907,20.757879324051157
