Features,Feature_List,Branch_Signature,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,Selection_Mode,Selection_Score
u_p_div_u_r + tau_r_MPa + u_r_div_u_p + tau_r_div_tau_p,"['u_p_div_u_r', 'tau_r_MPa', 'u_r_div_u_p', 'tau_r_div_tau_p']",base_taur | ratio,4,0.893081018811107,0.22264797405054665,0.959451469117315,0.18497942482748936,0.7946262180154052,0.14804524694828244,0.7775453318081464,9.437614838674664,0.8778965960941025,12.185202524050776,log,1.3019600534301894
tau_r_div_tau_p + tau_r_MPa + u_p_div_u_r,"['tau_r_div_tau_p', 'tau_r_MPa', 'u_p_div_u_r']",base_taur | ratio,3,0.8798538002604936,0.2360186712611775,0.95300474691645,0.19914199756589687,0.7813817121850031,0.14620363234829029,0.744885631509133,10.106690051367831,0.8260862690542923,14.542390496586789,log,1.2990752397741225
u_r_x_tau_r + u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa,"['u_r_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p', 'tau_r_MPa']",base_taur | product | ratio,4,0.8897474368502833,0.22609225693677712,0.956895334556514,0.19072077468747833,0.7914772340446552,0.13770486383512356,0.7713979465220603,9.56712726137324,0.8693561139904824,12.604145596178524,log,1.298863465195329
tau_r_div_tau_p + tau_p_x_tau_r + u_p_div_u_r + u_r_div_u_p,"['tau_r_div_tau_p', 'tau_p_x_tau_r', 'u_p_div_u_r', 'u_r_div_u_p']",product | ratio,4,0.88861873596452,0.2272466098273885,0.9585596720908138,0.18700251801259338,0.7897286677745384,0.14613061182341178,0.7723321495792586,9.54755878150968,0.8783753731683226,12.161289489871137,log,1.2988109447957419
u_p_div_u_r + tau_r_div_tau_p + tau_r_MPa + u_r_mm,"['u_p_div_u_r', 'tau_r_div_tau_p', 'tau_r_MPa', 'u_r_mm']",base_taur | base_ur | ratio,4,0.8893444765992764,0.22650505050891828,0.95724258013353,0.18995101039806095,0.7906911664457187,0.13812096169947632,0.7699782351513869,9.596789147787952,0.868875664723219,12.627300507691906,log,1.2987760671864417
tau_r_MPa + u_p_div_u_r + tau_r_div_tau_p + u_r_x_tau_p,"['tau_r_MPa', 'u_p_div_u_r', 'tau_r_div_tau_p', 'u_r_x_tau_p']",base_taur | product | ratio,4,0.8894698633404583,0.22637668466128508,0.9563091733808279,0.19201315938082758,0.7914534325188791,0.13736174021219144,0.7712583158747535,9.570048626748392,0.8701494197321431,12.565819399981656,log,1.2982997156190483
tau_r_div_tau_p + tau_r_MPa + u_r_div_tau_r + u_p_div_u_r,"['tau_r_div_tau_p', 'tau_r_MPa', 'u_r_div_tau_r', 'u_p_div_u_r']",base_taur | ratio,4,0.8878794720500516,0.2279995074758533,0.9571970720571282,0.19005206895400345,0.7869232477284142,0.13763337275540047,0.766995700785333,9.658806251366912,0.8674267486439265,12.69687429766753,log,1.2968953586457952
tau_p_x_tau_r + u_p_div_u_r + tau_r_div_tau_p,"['tau_p_x_tau_r', 'u_p_div_u_r', 'tau_r_div_tau_p']",product | ratio,3,0.875317810042327,0.24043271062700755,0.9521917907605457,0.20085705979164165,0.7762233016858281,0.14521651017765605,0.7400511549289599,10.202002684245018,0.8277533602441065,14.47252289899167,log,1.295781790585694
