Features,Feature_List,Branch_Signature,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,Selection_Mode,Selection_Score
u_p_div_u_r + tau_peak_MPa_csds + tau_r_MPa + u_p_div_tau_p + tau_p_x_tau_r + u_r_div_tau_r,"['u_p_div_u_r', 'tau_peak_MPa_csds', 'tau_r_MPa', 'u_p_div_tau_p', 'tau_p_x_tau_r', 'u_r_div_tau_r']",base_taup | base_taur | product | ratio,6,0.9444381740600633,0.45325043116881936,0.9579539428455915,0.38695478806268285,0.928188223936709,0.020089616576371733,0.5206122354089997,5.892706778457997,0.22338315390420715,4.669210591169994,log,1.3600390931563089
