Model_ID,Features,Degree,R2_train,RMSE_train,R2_val,RMSE_val,Equation
69,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + u_p_div_u_r,1,0.715115618813549,13.405600558658179,-0.48847887992703054,24.46348675910128,d_csds = -45.459545 - 0.000146*sigma_n_MPa + 1.323517*u_r_mm - 5.066448*delta_peak_mm + 5.603227*tau_peak_MPa_csds + 136.410312*u_p_div_u_r
157,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds,2,0.8911030747945645,8.28819124417191,-0.9037914252527379,27.666657994149467,d_csds = 24.722463 - 0.310249*sigma_n_MPa + 15.486911*u_r_mm - 116.749708*delta_peak_mm - 8.751821*tau_peak_MPa_csds + 0.000006*sigma_n_MPa^2 + 0.012258*sigma_n_MPa u_r_mm - 0.017329*sigma_n_MPa delta_peak_mm + 0.030709*sigma_n_MPa tau_peak_MPa_csds + 0.408037*u_r_mm^2 - 3.505036*u_r_mm delta_peak_mm - 4.361386*u_r_mm tau_peak_MPa_csds + 6.025488*delta_peak_mm^2 + 32.627592*delta_peak_mm tau_peak_MPa_csds + 0.938902*tau_peak_MPa_csds^2
59,sigma_n_MPa + u_r_mm + delta_peak_mm + u_p_x_tau_p,1,0.5227199096330718,17.35156350464844,-0.9462537995798375,27.973496587595175,d_csds = 6.376869 - 0.001607*sigma_n_MPa - 3.479407*u_r_mm + 6.512538*delta_peak_mm + 4.420009*u_p_x_tau_p
50,sigma_n_MPa + u_r_mm + delta_peak_mm + u_r_x_u_p,1,0.5717479336935531,16.436210265414534,-1.1349775611764201,29.29838460531626,d_csds = -2.095028 - 0.002407*sigma_n_MPa - 1.575410*u_r_mm + 34.678478*delta_peak_mm - 0.994060*u_r_x_u_p
64,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + u_p_x_tau_r,1,0.5810041366735412,16.257614544789238,-1.5314438765978329,31.902974001794615,d_csds = 33.875316 - 0.003135*sigma_n_MPa - 1.709789*u_r_mm - 40.756682*delta_peak_mm + 2.425665*tau_peak_MPa_csds - 10.598212*tau_r_MPa + 16.280332*u_p_x_tau_r
135,u_p_x_tau_r,2,0.33015351288162587,20.55604676303451,-2.129269955892252,35.47059989795583,d_csds = -5.414893 + 8.170292*u_p_x_tau_r - 0.300521*u_p_x_tau_r^2
102,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_div_u_p,1,0.5289805227742932,17.237385245935393,-2.951908374360936,39.861207615699456,d_csds = -6.477542 - 0.000338*sigma_n_MPa - 4.023820*u_r_mm + 23.616655*delta_peak_mm + 5.586743*tau_peak_MPa_csds - 1.149994*tau_r_div_u_p
103,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_r_div_u_p,1,0.5291636186905502,17.234034639676977,-3.121069929368966,40.70539845728846,d_csds = -6.472623 - 0.000322*sigma_n_MPa - 4.073248*u_r_mm + 24.018909*delta_peak_mm + 6.035168*tau_peak_MPa_csds - 0.692138*tau_r_MPa - 1.111439*tau_r_div_u_p
96,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_p_div_u_p,1,0.5219054834718866,17.366361465202527,-3.4906491487342537,42.4914528880838,d_csds = -4.124728 - 0.000090*sigma_n_MPa - 4.093095*u_r_mm + 24.689762*delta_peak_mm + 4.384622*tau_peak_MPa_csds - 0.643002*tau_p_div_u_p
91,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + u_p_div_tau_r,1,0.5199121595789179,17.40252667422653,-3.5900340877087897,42.95908016492491,d_csds = 7.125258 - 0.000199*sigma_n_MPa - 4.125729*u_r_mm + 36.050296*delta_peak_mm + 3.655680*tau_peak_MPa_csds - 4.499016*tau_r_MPa - 29.299316*u_p_div_tau_r
134,u_p_x_tau_p,2,0.31868108429032704,20.73133064217352,-3.752734719298041,43.71382460710207,d_csds = -8.008149 + 7.777273*u_p_x_tau_p - 0.268928*u_p_x_tau_p^2
97,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_div_u_p,1,0.5252824120332293,17.304920804196932,-3.7844073959479196,43.85923928952047,d_csds = -5.109198 - 0.000193*sigma_n_MPa - 4.225824*u_r_mm + 25.436291*delta_peak_mm + 6.947997*tau_peak_MPa_csds - 2.863365*tau_r_MPa - 0.690106*tau_p_div_u_p
89,sigma_n_MPa + u_r_mm + delta_peak_mm + u_p_div_tau_r,1,0.513511261137636,17.518154441736822,-4.065282099386049,45.12828578808058,d_csds = 8.001428 + 0.000325*sigma_n_MPa - 4.206477*u_r_mm + 31.480401*delta_peak_mm - 14.867648*u_p_div_tau_r
131,u_r_x_u_p,2,0.014874557122405596,24.92859045791947,-4.2817048940019555,46.082293364990015,d_csds = 12.968865 + 0.416601*u_r_x_u_p - 0.004039*u_r_x_u_p^2
90,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + u_p_div_tau_r,1,0.5145023545927121,17.500301017246997,-4.698695239067896,47.866837403512775,d_csds = 1.355110 + 0.000371*sigma_n_MPa - 4.262121*u_r_mm + 29.833818*delta_peak_mm + 1.358644*tau_peak_MPa_csds - 7.235607*u_p_div_tau_r
101,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_r_div_u_p,1,0.5143598452622185,17.50286928221961,-4.799692448812433,48.2891432664255,d_csds = 12.432331 + 0.000667*sigma_n_MPa - 4.534890*u_r_mm + 26.904716*delta_peak_mm - 0.386217*tau_r_div_u_p
95,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_div_u_p,1,0.5124156436077434,17.537869598022933,-5.087041666967317,49.4709392158512,d_csds = 10.753781 + 0.000708*sigma_n_MPa - 4.526435*u_r_mm + 27.422339*delta_peak_mm - 0.182969*tau_p_div_u_p
93,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_p_div_u_r,1,0.5143270325407233,17.503460570922563,-5.324999363198746,50.42864063420367,d_csds = -0.674505 + 0.000374*sigma_n_MPa - 4.447684*u_r_mm + 28.064891*delta_peak_mm + 2.338118*tau_peak_MPa_csds - 1.164762*tau_p_div_u_r
99,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_div_u_r,1,0.5148474739781774,17.494079805969424,-5.3779620327203626,50.63933374827904,d_csds = -0.725268 + 0.000314*sigma_n_MPa - 4.509306*u_r_mm + 28.188395*delta_peak_mm + 2.579235*tau_peak_MPa_csds - 2.092490*tau_r_div_u_r
65,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_x_tau_r,1,0.5131920971379351,17.523899947298926,-5.401957739510843,50.73450410445599,d_csds = 4.291731 + 0.000622*sigma_n_MPa - 4.384987*u_r_mm + 28.075674*delta_peak_mm + 0.196736*tau_p_x_tau_r
36,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds,1,0.5141765478817418,17.50617206452853,-5.491400861876197,51.08768609806494,d_csds = -0.923598 + 0.000529*sigma_n_MPa - 4.386309*u_r_mm + 28.316752*delta_peak_mm + 1.829748*tau_peak_MPa_csds
108,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_div_sigma_n,1,0.515467274977874,17.482901554982956,-5.566448090160974,51.382150398599045,d_csds = -6.609879 + 0.002293*sigma_n_MPa - 4.256370*u_r_mm + 27.864997*delta_peak_mm + 0.956066*tau_peak_MPa_csds + 12.210920*tau_r_div_sigma_n
206,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_div_u_p,2,0.8277162553763995,10.424953014155388,-5.5771539372005465,51.424019716927646,d_csds = -44.479553 + 0.519950*sigma_n_MPa - 7.475385*u_r_mm + 69.727553*delta_peak_mm + 3.749282*tau_p_div_u_p - 0.000000*sigma_n_MPa^2 - 0.024247*sigma_n_MPa u_r_mm - 0.034643*sigma_n_MPa delta_peak_mm - 0.042827*sigma_n_MPa tau_p_div_u_p + 1.383427*u_r_mm^2 - 10.562451*u_r_mm delta_peak_mm + 0.587085*u_r_mm tau_p_div_u_p + 9.068411*delta_peak_mm^2 - 0.462933*delta_peak_mm tau_p_div_u_p - 0.116827*tau_p_div_u_p^2
66,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_p_x_tau_r,1,0.5143683874581783,17.50271534767025,-5.595623497126925,51.496171986713435,d_csds = -3.185917 + 0.000508*sigma_n_MPa - 4.420551*u_r_mm + 28.528168*delta_peak_mm + 2.899594*tau_peak_MPa_csds - 0.155849*tau_p_x_tau_r
79,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_r_div_tau_p,1,0.5514005138445426,16.822143788422878,-5.617313405861972,51.580775853133424,d_csds = 151.875187 + 0.000056*sigma_n_MPa - 4.186449*u_r_mm + 29.348785*delta_peak_mm - 32.441980*tau_peak_MPa_csds + 49.017179*tau_r_MPa - 222.812320*tau_r_div_tau_p
35,sigma_n_MPa + u_r_mm + delta_peak_mm,1,0.5113424091303983,17.557160516523393,-5.645559397703294,51.69074485767231,d_csds = 8.085253 + 0.000783*sigma_n_MPa - 4.546302*u_r_mm + 28.415271*delta_peak_mm
107,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_r_div_sigma_n,1,0.5149516400687245,17.492201646391887,-5.652431271713509,51.717463489249354,d_csds = -5.548906 + 0.003026*sigma_n_MPa - 4.264642*u_r_mm + 27.734380*delta_peak_mm + 16.668736*tau_r_div_sigma_n
98,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_r_div_u_r,1,0.5115518149950624,17.553398202773227,-5.668581824768316,51.78020440762319,d_csds = 6.423386 + 0.000830*sigma_n_MPa - 4.465727*u_r_mm + 28.452882*delta_peak_mm + 0.894296*tau_r_div_u_r
76,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_div_tau_r,1,0.5193935476308758,17.411923623568196,-5.720216175680242,51.98028306074131,d_csds = -25.433673 + 0.000553*sigma_n_MPa - 4.344344*u_r_mm + 28.565746*delta_peak_mm - 0.920246*tau_peak_MPa_csds + 4.996433*tau_r_MPa + 14.008276*tau_p_div_tau_r
105,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_p_div_sigma_n,1,0.5160616548694366,17.47217506183007,-5.792182105435113,52.257866966417055,d_csds = -5.755022 + 0.001436*sigma_n_MPa - 4.373170*u_r_mm + 28.573906*delta_peak_mm + 1.744670*tau_peak_MPa_csds + 4.809838*tau_p_div_sigma_n
92,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_div_u_r,1,0.5124410765355081,17.53741219492805,-5.865431113635175,52.53889388793645,d_csds = 3.338163 + 0.000928*sigma_n_MPa - 4.363760*u_r_mm + 28.802495*delta_peak_mm + 2.009113*tau_p_div_u_r
75,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_p_div_tau_r,1,0.5182043689259119,17.433451732697236,-5.894055195859394,52.64830532340028,d_csds = -11.197995 + 0.000499*sigma_n_MPa - 4.476691*u_r_mm + 29.118723*delta_peak_mm + 2.385429*tau_peak_MPa_csds + 5.574503*tau_p_div_tau_r
106,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_div_sigma_n,1,0.5166038516940396,17.46238454525898,-5.917272829056046,52.736884655145275,d_csds = -3.214603 + 0.000839*sigma_n_MPa - 4.475227*u_r_mm + 29.030784*delta_peak_mm + 3.244445*tau_peak_MPa_csds - 1.743650*tau_r_MPa + 1.826117*tau_p_div_sigma_n
37,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa,1,0.5164876264614443,17.464483701129836,-5.929206622179752,52.782356322896,d_csds = -1.540245 + 0.000482*sigma_n_MPa - 4.513106*u_r_mm + 29.149043*delta_peak_mm + 3.783551*tau_peak_MPa_csds - 2.354356*tau_r_MPa
74,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_div_tau_r,1,0.5136809768910467,17.515098496258965,-5.974554590538909,52.954790870784926,d_csds = 2.518912 + 0.000818*sigma_n_MPa - 4.648916*u_r_mm + 29.029531*delta_peak_mm + 4.116162*tau_p_div_tau_r
104,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_p_div_sigma_n,1,0.5134932941012156,17.518477929607865,-5.979891488697573,52.97504738172704,d_csds = 2.486121 + 0.001738*sigma_n_MPa - 4.524356*u_r_mm + 28.684625*delta_peak_mm + 5.129398*tau_p_div_sigma_n
94,sigma_n_MPa + u_r_mm + delta_peak_mm + tau_peak_MPa_csds + tau_r_MPa + tau_p_div_u_r,1,0.5165572422723441,17.463226393119562,-6.095656207007754,53.41254859390867,d_csds = -1.774859 + 0.000594*sigma_n_MPa - 4.477250*u_r_mm + 29.402708*delta_peak_mm + 3.557722*tau_peak_MPa_csds - 2.539779*tau_r_MPa + 0.869968*tau_p_div_u_r
