Dataset,Features,Feature_List,Branch_Signature,Degree,N_Features,R2_train_log,RMSE_train_log,R2_val_log,RMSE_val_log,R2_cv_mean_log,R2_cv_std_log,R2_train_d,RMSE_train_d,R2_val_d,RMSE_val_d,Selection_Score
HIGH,tau_p_div_u_p + tau_r_div_u_r + tau_p_div_u_r,"['tau_p_div_u_p', 'tau_r_div_u_r', 'tau_p_div_u_r']",core_taup_over_ur | ratio,2,3,0.7049147744603272,0.5379958381194327,0.9087902451464703,0.29170586830957373,0.499216691049644,0.028467930292962185,0.1673547733516848,160.07234692358796,0.859648309752901,21.72715193652344,1.1255517976419962
HIGH,tau_r_div_u_r + tau_p_div_u_p + u_p_div_tau_p + tau_p_div_u_r,"['tau_r_div_u_r', 'tau_p_div_u_p', 'u_p_div_tau_p', 'tau_p_div_u_r']",core_taup_over_ur | ratio,2,4,0.7727906535690825,0.47208291080731274,0.9187889594453152,0.2752529988994011,0.4150853689070655,0.0850195210084977,0.23190453617049633,153.74249129964394,0.7643068031144895,28.155775994388105,1.0778296917979981
HIGH,tau_p_div_u_r + tau_r_div_u_p,"['tau_p_div_u_r', 'tau_r_div_u_p']",core_taup_over_ur | ratio,2,2,0.6100100371209718,0.6184888834152722,0.8137688082725855,0.41682209585722857,0.5269440661817376,0.116120262010105,0.0944197439990484,166.93591684777732,0.5191112604429629,40.217612160587336,1.0456288151624438
HIGH,tau_p_div_u_p + tau_p_div_u_r + tau_r_MPa,"['tau_p_div_u_p', 'tau_p_div_u_r', 'tau_r_MPa']",base_taur | core_taup_over_ur | ratio,2,3,0.6617683164658987,0.5759865296359639,0.7795210551697171,0.45353215406920555,0.5162136433443856,0.06393873154779221,0.1434568586931798,162.35323065529414,0.6503624075810248,34.292807239244645,1.0012340036871306
HIGH,u_p_x_tau_p + tau_p_div_u_r,"['u_p_x_tau_p', 'tau_p_div_u_r']",core_taup_over_ur | core_up_xtaup | product | ratio,2,2,0.6048460006324393,0.6225702648859761,0.7887899663411092,0.443896575543562,0.4816048093362884,0.1297109107088357,0.0891462891793866,167.42126926414377,0.4796158621703026,41.83656339379357,0.9966212799383698
HIGH,u_r_div_tau_p + tau_r_div_u_p,"['u_r_div_tau_p', 'tau_r_div_u_p']",ratio,2,2,0.5881471562484137,0.635588773718779,0.7445433949265883,0.4881834923457943,0.5384255466810481,0.11516942142594236,0.09632251162739336,166.76044521777365,0.6035346170812346,36.51712804818826,0.9822392261245181
HIGH,tau_r_div_u_p + tau_p_div_u_p + tau_r_MPa + tau_p_div_u_r,"['tau_r_div_u_p', 'tau_p_div_u_p', 'tau_r_MPa', 'tau_p_div_u_r']",base_taur | core_taup_over_ur | ratio,2,4,0.6869284975772929,0.5541495079402328,0.8028486669813495,0.4288687289273425,0.45242429920581567,0.07974688006391753,0.1670323433542823,160.10333679130306,0.7666268451167082,28.016857836617664,0.9810861285778656
HIGH,tau_r_MPa + tau_r_div_u_p + tau_p_div_u_r,"['tau_r_MPa', 'tau_r_div_u_p', 'tau_p_div_u_r']",base_taur | core_taup_over_ur | ratio,2,3,0.631427795925793,0.6012657601515775,0.8354621369254749,0.3917936998034022,0.3494967540319582,0.13840657600223133,0.09910812850850337,166.50322444318286,0.5651492378697598,38.2440692181869,0.9663698563412307
HIGH,tau_p_div_u_p + tau_r_div_u_p + delta_peak_mm + tau_p_div_u_r,"['tau_p_div_u_p', 'tau_r_div_u_p', 'delta_peak_mm', 'tau_p_div_u_r']",base_up | core_taup_over_ur | ratio,2,4,0.6677368503575694,0.5708818976937367,0.8017185138857175,0.4300961989395202,0.438224653275093,0.22999624059888704,0.13176913248175337,163.45715100492197,0.47975023801457195,41.83116143580866,0.9578312164633752
