u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,d_pred
2.75,0.72,0.044,0.03175,0.1118825410005739,2.21144909044596
3.0,0.92,0.035,0.02825,0.0839741852265918,2.9371315067282424
3.0,0.97,0.029,0.0255,0.0543872445152351,3.2087738298240467
3.5,0.78,0.05,0.0417499999999999,0.0772480845491271,1.1051814164454825
3.5,1.25,0.04,0.034,0.1010624339164287,3.9001595560150903
4.0,1.8,0.035,0.033,0.0664302203204883,6.065983895776121
10.5,1.64,4.17,3.725,4.895058888506973,0.3854452328727902
10.5,2.76,3.72,3.5425,4.411982639456616,6.3194587338309205
12.0,1.55,1.02,0.8525,1.2307821788444109,-5.0200253334791896
12.0,1.71,2.57,1.7327500000000002,3.9430656223739473,2.2054703628975094
3.25,0.87,2.35,1.9075,4.610902999506291,3.0346364468257363
1.325,0.13,1.02,0.6675,1.3413254010838505,-0.35482374957781104
2.425,0.6,4.93,4.2975,7.408370023650559,17.784684031604847
1.275,0.24,0.66,0.475,1.150857131382728,0.12195431047966565
2.175,0.3,4.71,4.1925,5.403668346774408,5.68544320162993
1.525,0.47,1.07,0.6975,4.743013966857158,4.31784906858249
2.2,0.47,4.91,4.25,6.841599192776869,15.028445468124396
1.325,0.11,0.89,0.5625,1.1264971811696871,-0.15325549187065945
1.35,0.3,0.88,0.635,1.8001130574348498,0.4691089588156814
1.475,0.88,0.58,0.535,2.8993732180319176,3.486872871893979
2.625,1.5,3.89,3.6325,14.118629835864668,23.252862560503722
1.5,0.79,0.8,0.665,6.831849946093346,3.908640625515119
2.566666666666667,1.46,4.68,4.1066666666666665,34.69988213998113,40.57548430372645
1.85,1.26,0.94,0.785,27.936829140946248,9.058049908854791
1.85,1.15,0.71,0.65,4.6433470021604135,5.225935512296964
2.175,0.35,4.68,4.205,5.488914851902833,6.2143775929666205
1.5666666666666669,0.45,0.87,0.6366666666666667,2.4910377730436024,1.6568207027315154
1.5666666666666669,0.13,0.97,0.8033333333333333,1.0815597509199169,-4.936918579377455
1.6,0.71,1.14,0.9133333333333334,6.610164230147195,3.4160963538275837
1.5666666666666669,0.63,1.42,0.9733333333333332,11.618262835999383,6.843690851736053
1.5666666666666669,0.49,0.79,0.63,2.0368332196782206,0.7126675449709339
1.5666666666666669,0.18,0.87,0.6,1.17786521425927,-0.9624691554115827
1.5666666666666669,0.47,0.66,0.5066666666666667,1.7861116090877074,1.2639562894382195
2.175,0.57,4.24,4.0125,5.131835000811389,3.5508380712066625
1.5666666666666669,0.18,0.88,0.4966666666666666,1.346155735064614,1.5663105949125367
2.566666666666667,1.25,4.37,3.77,21.3711784506471,30.781173816857937
1.5633333333333332,0.11,1.04,0.5006666666666667,1.3643096499673495,2.40639801175584
2.1775,0.23,4.79,3.54875,6.003985500457103,11.128844736907062
1.5566666666666666,0.21,0.75,0.4896666666666667,1.143850397052409,0.22673295484439393
2.19,1.52,4.53,3.98,88.46453784563569,42.53448083445988
1.85,1.14,0.47,0.4455,1.7090859558868448,5.147213946106632
2.29,1.53,3.84,3.5879999999999996,24.817112109709115,25.40620324869382
1.5733333333333333,0.31,0.64,0.434,1.265446191232911,0.9768511644654723
2.0033333333333334,0.44,4.09,3.8813333333333335,4.6659060440256,-0.6091654076005639
1.5666666666666669,0.1,0.84,0.5786666666666667,0.969979146906758,-1.9384614455180653
2.175,0.29,4.72,4.314,5.226790203475336,3.611390446349837
1.5666666666666669,0.15,1.04,0.515,1.533092129025739,2.759573008903878
1.5666666666666669,0.12,1.33,0.569,1.854610634923335,4.143979366358813
1.5599999999999998,0.11,1.19,0.5136666666666666,1.6038564251262817,3.6627368095875354
