Dataset,Features,Feature_List,Branch_Signature,Degree,N_Features,R2_train,RMSE_train,R2_val,RMSE_val,R2_cv_mean,R2_cv_std,Selection_Score
LOW_1,tau_r_div_tau_p + tau_peak_MPa_csds + tau_r_div_u_r + u_p_div_u_r + u_p_x_tau_r + tau_r_div_u_p,"['tau_r_div_tau_p', 'tau_peak_MPa_csds', 'tau_r_div_u_r', 'u_p_div_u_r', 'u_p_x_tau_r', 'tau_r_div_u_p']",base_taup | product | ratio,2,6,0.9891202275181451,0.8877307531807344,0.6432348598168252,3.164690656120438,0.8182637953250204,0.12692750083054577,0.9796740073962807
LOW_1,tau_p_div_tau_r + u_p_div_u_r + tau_r_div_u_r + tau_r_div_tau_p + u_p_x_tau_r + tau_peak_MPa_csds,"['tau_p_div_tau_r', 'u_p_div_u_r', 'tau_r_div_u_r', 'tau_r_div_tau_p', 'u_p_x_tau_r', 'tau_peak_MPa_csds']",base_taup | product | ratio,2,6,0.988241673221799,0.9228776345745441,0.6631313790842842,3.075178558028106,0.7684144974338097,0.12715306823296021,0.9746233209778931
LOW_1,tau_r_div_tau_p + tau_peak_MPa_csds + u_p_x_tau_r + u_p_div_u_r + u_p_div_tau_r + tau_r_div_u_r,"['tau_r_div_tau_p', 'tau_peak_MPa_csds', 'u_p_x_tau_r', 'u_p_div_u_r', 'u_p_div_tau_r', 'tau_r_div_u_r']",base_taup | product | ratio,2,6,0.9876645156780047,0.9452560403441995,0.6654671531205537,3.064498701924568,0.7510697378798034,0.1554499172799397,0.9654570303324614
LOW_1,delta_peak_mm + u_p_div_u_r + tau_r_div_tau_p + tau_peak_MPa_csds + u_r_x_u_p + u_p_div_tau_r,"['delta_peak_mm', 'u_p_div_u_r', 'tau_r_div_tau_p', 'tau_peak_MPa_csds', 'u_r_x_u_p', 'u_p_div_tau_r']",base_taup | base_up | product | ratio,2,6,0.9839895937500509,1.0768929514118555,0.6653579654217873,3.064998769804081,0.7370388573547192,0.17422554810106072,0.9564548392890406
LOW_1,u_r_x_u_p + delta_peak_mm + tau_peak_MPa_csds + tau_r_div_tau_p + u_p_div_u_r + u_p_div_tau_p,"['u_r_x_u_p', 'delta_peak_mm', 'tau_peak_MPa_csds', 'tau_r_div_tau_p', 'u_p_div_u_r', 'u_p_div_tau_p']",base_taup | base_up | product | ratio,2,6,0.9838396769544585,1.0819230601922942,0.6676118004685283,3.0546598528100852,0.7297644970658246,0.17701595945762114,0.9547924530556783
LOW_1,tau_p_div_tau_r + u_r_x_tau_r + tau_r_div_u_r + tau_r_div_tau_p + u_r_x_u_p + u_p_div_u_r,"['tau_p_div_tau_r', 'u_r_x_tau_r', 'tau_r_div_u_r', 'tau_r_div_tau_p', 'u_r_x_u_p', 'u_p_div_u_r']",product | ratio,2,6,0.9824370339268454,1.1278992026230432,0.6686218291894572,3.050015221053141,0.7263139934968553,0.17047951928760235,0.9547308740091246
LOW_1,u_p_div_u_r + u_r_x_u_p + tau_r_div_u_r + tau_r_div_tau_p + tau_peak_MPa_csds + delta_peak_mm,"['u_p_div_u_r', 'u_r_x_u_p', 'tau_r_div_u_r', 'tau_r_div_tau_p', 'tau_peak_MPa_csds', 'delta_peak_mm']",base_taup | base_up | product | ratio,2,6,0.9854843738595574,1.0253903961400763,0.6488539880770391,3.1396694610142486,0.7555140273582144,0.12694406494752483,0.9539165952613937
