Dataset,Features,Feature_List,Branch_Signature,Degree,N_Features,R2_train,RMSE_train,R2_val,RMSE_val,R2_cv_mean,R2_cv_std,Selection_Score
LOW_2,u_p_div_u_r + u_r_div_u_p + tau_peak_MPa_csds + tau_r_div_tau_p,"['u_p_div_u_r', 'u_r_div_u_p', 'tau_peak_MPa_csds', 'tau_r_div_tau_p']",base_taup | ratio,2,4,0.9727601113282234,3.3025100772554072,0.9889908627132924,3.6588576219522992,0.8804708605698289,0.09880108475720259,1.3793461845224866
LOW_2,tau_r_div_tau_p + u_p_div_u_r + tau_peak_MPa_csds,"['tau_r_div_tau_p', 'u_p_div_u_r', 'tau_peak_MPa_csds']",base_taup | ratio,2,3,0.9629911348238592,3.8494117841709508,0.9888349485791916,3.684675358804003,0.8579014026304278,0.12192804849160833,1.3755928450452446
LOW_2,tau_r_div_tau_p + u_p_div_u_r + tau_p_x_tau_r,"['tau_r_div_tau_p', 'u_p_div_u_r', 'tau_p_x_tau_r']",product | ratio,2,3,0.9617487479241883,3.9134907808012684,0.9911938143378117,3.272372881839746,0.8422559027170432,0.1360226638750772,1.3687194993088256
LOW_2,tau_r_div_tau_p + u_p_div_u_r + u_r_div_u_p + tau_p_x_tau_r,"['tau_r_div_tau_p', 'u_p_div_u_r', 'u_r_div_u_p', 'tau_p_x_tau_r']",product | ratio,2,4,0.9683760328243413,3.5583581891503053,0.9910729945250243,3.2947446906566262,0.8587022093492879,0.11743558718965943,1.368680540480702
