u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,tau_p_div_u_r,d_pred,Best_Model_Name,Best_Model_Degree
10.5,1.61,13.41,12.8475,14.242118957186936,1.2771428571428571,38.35405533350911,Model_147_deg2,2
10.5,3.07,12.57,12.4375,13.149945083675975,1.197142857142857,46.397926652641445,Model_147_deg2,2
12.0,1.67,7.53,5.32,10.93717256215566,0.6275000000000001,13.080785831741366,Model_147_deg2,2
12.0,1.67,19.67,18.994999999999997,20.522374041685623,1.6391666666666669,55.758557635671366,Model_147_deg2,2
16.0,0.84,8.44,7.47,8.795558292779953,0.5275,-19.023432286303972,Model_147_deg2,2
16.0,1.81,7.62,7.29,7.931918507722547,0.47625,-11.103325734854138,Model_147_deg2,2
3.85,2.17,16.37,14.955,75.6291478801731,4.251948051948052,104.28685209607778,Model_147_deg2,2
4.125,2.26,16.14,11.3475,434.1462490320256,3.912727272727273,100.26415871660896,Model_147_deg2,2
3.625,1.48,14.91,14.235,22.467456046268985,4.113103448275862,61.78776151174128,Model_147_deg2,2
2.175,0.26,5.3,4.1,6.69109713063318,2.4367816091954024,0.3911492147162505,Model_147_deg2,2
3.35,0.54,15.9,14.4675,18.319969877296927,4.746268656716418,13.698025056503582,Model_147_deg2,2
2.175,0.38,5.2,4.3975,6.850188320111813,2.3908045977011496,7.2219396713803405,Model_147_deg2,2
3.35,0.71,16.28,14.8375,20.210844828404188,4.859701492537313,28.620725398770617,Model_147_deg2,2
4.1,2.87,13.67,13.42,30.12555661494642,3.334146341463415,101.15251314678142,Model_147_deg2,2
2.175,0.6,5.04,4.655,6.796531174694559,2.317241379310345,18.689960289410777,Model_147_deg2,2
4.125,2.37,16.38,14.3675,127.0939689844744,3.9709090909090907,106.91923571042105,Model_147_deg2,2
4.75,4.16,15.04,14.775,73.3064735148253,3.166315789473684,124.95658807558397,Model_147_deg2,2
4.466666666666667,3.13,15.58,14.793333333333337,89.8166166948957,3.488059701492537,117.90972940674237,Model_147_deg2,2
3.85,0.63,16.18,14.365,19.38959639135109,4.202597402597402,18.35547296003216,Model_147_deg2,2
2.175,0.58,5.35,4.42,9.956345178531912,2.4597701149425286,13.16662784707745,Model_147_deg2,2
3.875,0.94,16.28,13.935,25.28426092348121,4.201290322580645,37.82963845565342,Model_147_deg2,2
2.85,2.38,5.22,4.84,142.19939252357494,1.831578947368421,74.65660212183957,Model_147_deg2,2
4.125,2.68,16.95,15.5375,132.25156105996982,4.109090909090909,125.02588277222196,Model_147_deg2,2
2.2,0.76,5.03,4.68,7.712642885735885,2.286363636363636,25.71328961008018,Model_147_deg2,2
4.125,2.73,15.88,13.97,233.99903798852773,3.84969696969697,115.79721682796378,Model_147_deg2,2
2.175,0.34,5.0,4.24,6.288275754310518,2.298850574712644,8.957664578866797,Model_147_deg2,2
4.533333333333333,3.13,14.91,14.596666666666666,34.951343689537204,3.288970588235294,110.75164721514182,Model_147_deg2,2
2.566666666666667,1.69,5.04,4.426666666666667,73.62440945077007,1.9636363636363634,61.21577168782218,Model_147_deg2,2
4.466666666666667,3.12,16.37,15.163333333333334,153.12497479620956,3.6649253731343285,125.27780655264957,Model_147_deg2,2
2.175,0.42,5.1,3.8825,8.364535276937978,2.344827586206897,10.542048523663738,Model_147_deg2,2
3.85,1.09,15.19,13.3025,25.12413306168001,3.9454545454545453,40.79026902997845,Model_147_deg2,2
4.7,4.13,14.9,13.285,1227.1610619263406,3.1702127659574466,124.32743297358769,Model_147_deg2,2
4.5,3.62,14.62,13.843333333333334,187.6300218053348,3.2488888888888887,118.77144943134789,Model_147_deg2,2
3.9275,0.39,14.13,12.93,15.108980729198466,3.597708465945258,-1.5287135047886409,Model_147_deg2,2
3.86,0.46,15.2,13.9425,16.525293456166363,3.937823834196891,4.1366389648384825,Model_147_deg2,2
4.125,2.56,14.35,13.695,46.93847166872315,3.4787878787878785,96.82726979453787,Model_147_deg2,2
4.125,2.24,16.29,15.185,52.11991061368265,3.9490909090909088,100.73743848174746,Model_147_deg2,2
2.225,0.32,5.75,4.01075,8.603420753633683,2.5842696629213484,-1.9702015357733842,Model_147_deg2,2
3.925,0.98,16.9,13.655,31.07800532373415,4.305732484076433,43.59598119560616,Model_147_deg2,2
2.1775,0.38,5.29,3.8055,8.690271247786866,2.4293915040183696,5.853203857925962,Model_147_deg2,2
3.865,1.12,15.69,14.2025,23.533287016774107,4.059508408796895,44.97990550090054,Model_147_deg2,2
2.175,0.33,5.38,4.15275,7.475845259507069,2.473563218390805,2.1501187496261878,Model_147_deg2,2
4.6125,0.94,15.17,14.2325,17.463039541690666,3.288888888888889,33.145606659800364,Model_147_deg2,2
7.0,6.69,11.06,11.03,17.799176332863528,1.58,3.0054620769370217,Model_147_deg2,2
2.175,0.24,5.1,3.69825,6.5752166070220195,2.344827586206897,2.9719728875142266,Model_147_deg2,2
3.8575,0.47,14.84,13.285,16.560885261750222,3.847051198963059,3.833581721122812,Model_147_deg2,2
2.165,0.25,6.22,4.547499999999999,8.101032108811562,2.8729792147806004,-14.188393876942229,Model_147_deg2,2
4.1075,0.46,18.37,16.2525,20.456830792736472,4.472306755934267,17.468494055105907,Model_147_deg2,2
4.84,3.02,14.29,13.226666666666668,80.84904894440885,2.9524793388429753,99.290422405517,Model_147_deg2,2
3.88,0.84,14.83,12.9825,20.314410697776193,3.8221649484536084,25.415121781485936,Model_147_deg2,2
2.1675,0.24,5.34,3.634,7.185284821064535,2.463667820069204,-1.4753548721191976,Model_147_deg2,2
3.8475,0.58,15.72,12.52,21.029190021060213,4.085769980506822,13.262538916446886,Model_147_deg2,2
2.19,0.34,5.86,3.70375,10.11140264472491,2.675799086757991,-4.001772924144689,Model_147_deg2,2
3.9025,0.72,15.23,13.1975,19.745395084347095,3.9026265214606024,19.96045256179781,Model_147_deg2,2
4.513333333333333,2.99,16.39,14.923333333333332,155.0246838057176,3.631462333825702,120.69295867409238,Model_147_deg2,2
2.18,0.39,6.11,4.593,9.650943521426855,2.8027522935779814,-5.382893124897123,Model_147_deg2,2
4.13,2.78,17.18,15.5675,188.7817161184181,4.159806295399516,131.3319595263642,Model_147_deg2,2
3.89,0.58,14.25,12.71,16.580375185655917,3.663239074550128,9.274793004524781,Model_147_deg2,2
4.18,2.48,15.4,14.19,76.53454554337887,3.68421052631579,101.5288141302596,Model_147_deg2,2
4.2125,1.92,17.14,16.56,25.71881265970457,4.068842729970326,92.19499047107496,Model_147_deg2,2
4.84,1.79,15.01,14.9025,15.792604092393107,3.1012396694214877,68.3514450789558,Model_147_deg2,2
4.496666666666667,3.33,14.77,14.159999999999998,85.84575820940591,3.2846553002223864,114.64647330793298,Model_147_deg2,2
4.3774999999999995,2.23,15.49,14.875,28.97795307840756,3.538549400342662,90.34471979935614,Model_147_deg2,2
2.175,0.4,5.29,4.25,7.7298658017251105,2.4321839080459773,6.605347975462507,Model_147_deg2,2
3.6125,0.99,15.85,14.965,19.677295648967803,4.387543252595155,40.39852537019573,Model_147_deg2,2
31.453947067343865,5.1,14.28,13.490170336848536,15.578009547900097,0.45399707608797335,25.50789671122442,Model_147_deg2,2
3.9,1.32,14.36,13.5925,19.718523681195663,3.682051282051282,48.699312785183395,Model_147_deg2,2
2.1825,0.32,5.06,4.11975,6.530332651104151,2.3184421534936996,7.371971065811351,Model_147_deg2,2
3.895,1.07,14.3,13.0025,20.31787030166651,3.671373555840822,35.949551889715224,Model_147_deg2,2
2.175,0.24,6.09,4.409,7.86013841211722,2.8000000000000003,-12.541232823389862,Model_147_deg2,2
3.8625,0.5,16.89,15.2325,18.887967066441504,4.3728155339805825,13.310605749161425,Model_147_deg2,2
2.1675,0.23,5.85,4.43275,7.23422060168731,2.698961937716263,-9.945868067056722,Model_147_deg2,2
3.8625,0.75,16.87,15.795,19.288556358159465,4.3676375404530745,29.571996434953405,Model_147_deg2,2
4.553333333333334,3.93,16.61,16.513333333333332,30.711748245470854,3.647877013177159,144.88059211899628,Model_147_deg2,2
4.13,1.88,15.76,14.8875,29.885331291761865,3.8159806295399514,80.98293481441198,Model_147_deg2,2
2.18,0.27,5.18,4.452999999999999,6.024725557485408,2.3761467889908254,3.070461964809425,Model_147_deg2,2
4.1125,1.85,17.29,16.4125,30.71216321375646,4.2042553191489365,91.8779293678179,Model_147_deg2,2
4.1575,2.12,13.69,12.965,30.79818353264837,3.292844257366206,77.53578179821989,Model_147_deg2,2
2.9225,0.52,5.54,4.727,7.254730037291942,1.8956372968349018,29.131176581991838,Model_147_deg2,2
3.925,0.9,17.84,14.94,27.969435602700997,4.545222929936306,45.031188623922105,Model_147_deg2,2
4.75,3.98,15.12,14.85,60.51147902358684,3.183157894736842,123.73780433649137,Model_147_deg2,2
2.1775,0.28,5.16,3.81425,6.944681077528114,2.369690011481056,3.7444038341348858,Model_147_deg2,2
3.88,0.7,16.09,11.71,26.70369715320237,4.146907216494846,22.24775980857129,Model_147_deg2,2
4.833333333333333,2.95,17.57,15.660000000000002,149.2033516563727,3.6351724137931036,124.10708125411657,Model_147_deg2,2
2.06,0.26,5.06,2.78625,8.323852820988881,2.4563106796116503,-0.34074207376849586,Model_147_deg2,2
3.91,0.48,15.79,12.4225,19.82682598861948,4.038363171355498,7.345585618442271,Model_147_deg2,2
2.1875,0.49,5.79,4.2505,11.587462282580969,2.646857142857143,3.6393708647487415,Model_147_deg2,2
3.86,1.09,17.51,14.9375,31.490887035413166,4.536269430051814,55.50748039818882,Model_147_deg2,2
2.9125,0.4,5.46,4.44825,6.882030880581543,1.8746781115879827,25.78854195051818,Model_147_deg2,2
4.3725000000000005,2.66,17.29,16.490000000000002,53.88926722177272,3.9542595769010855,121.56356281437752,Model_147_deg2,2
6.0,5.68,13.66,13.51,59.19426760374002,2.276666666666667,76.98051021458036,Model_147_deg2,2
13.0,2.29,30.401,2.493,193.9802115140508,2.3385384615384615,123.45321266914237,Model_147_deg2,2
