u_r_mm,delta_peak_mm,tau_peak_MPa_csds,tau_r_MPa,d_csds,tau_p_div_u_r,d_pred,Best_Model_Name
2.6033333333333335,0.99,4.93,4.496666666666667,9.455876145186672,1.8937259923175414,26.220727845812853,Model_147
1.7400000000000002,0.42,0.83,0.4525,3.0411372580129137,0.4770114942528735,2.4573048802760957,Model_147
2.5733333333333337,1.23,4.22,4.026666666666666,7.74122003841179,1.6398963730569944,30.361234286155444,Model_147
1.5733333333333333,0.33,0.58,0.4766666666666666,0.8865267528928155,0.3686440677966102,1.9502737726153345,Model_147
2.1725,0.43,4.53,3.8975,6.138786714707432,2.085155350978136,6.9248837748689684,Model_147
1.5599999999999998,0.13,0.68,0.5633333333333334,0.7585316073088083,0.43589743589743596,0.8329204099718863,Model_147
3.1775,1.84,4.39,3.69,51.88152690534491,1.3815892997639652,40.91752565743559,Model_147
1.5599999999999998,0.18,0.96,0.5433333333333333,1.4698314803878656,0.6153846153846154,0.5691423345183666,Model_147
1.9,1.16,0.64,0.54,9.458859589233091,0.33684210526315794,5.312399712381328,Model_147
2.566666666666667,1.3,4.2,3.9333333333333336,10.666176341529724,1.6363636363636362,32.6444324822762,Model_147
1.5599999999999998,0.56,0.58,0.4766666666666666,1.7197507584709593,0.3717948717948718,3.0084394420070595,Model_147
2.1775,0.67,4.06,3.745,5.907719354979028,1.864523536165327,14.944502621996225,Model_147
1.6233333333333333,0.17,1.0,0.5720000000000001,1.4469487231528226,0.6160164271047228,0.4199311842694593,Model_147
1.5666666666666669,0.1,0.85,0.5843333333333334,0.9821892769408712,0.5425531914893617,0.14962076484177178,Model_147
1.5566666666666666,0.07,0.85,0.5843333333333334,0.935338137929958,0.5460385438972163,-0.0945121381209102,Model_147
1.5599999999999998,0.17,0.8,0.5579999999999999,1.0533159279041486,0.5128205128205129,0.7976831348175741,Model_147
2.563333333333333,1.11,4.61,4.293333333333333,9.21138452802538,1.7984395318595583,29.246119096394565,Model_147
1.5533333333333337,0.19,0.76,0.5436666666666666,1.0285202035428438,0.4892703862660943,1.013460534970143,Model_147
2.17,0.32,4.74,4.0465,5.80309001190173,2.184331797235023,2.5315516016172683,Model_147
1.5666666666666669,0.23,0.81,0.5826666666666666,1.190751192870266,0.5170212765957446,1.2215452748006703,Model_147
1.5766666666666669,0.65,0.57,0.478,2.090273609680621,0.361522198731501,3.3623424140742566,Model_147
2.6333333333333333,1.47,3.8,3.616,9.76564024424423,1.4430379746835442,33.24944045952156,Model_147
1.5666666666666669,0.48,0.88,0.6386666666666666,2.909683904106867,0.5617021276595744,3.2856000774499243,Model_147
1.49,0.22,0.66,0.4575,1.0088217275318825,0.4429530201342282,1.3554669718826127,Model_147
3.1,1.93,4.22,4.0145,14.837057992923611,1.361290322580645,42.9815794243143,Model_147
1.5666666666666669,0.13,1.09,0.5446666666666667,1.5022992365882244,0.6957446808510638,-0.2199502124129693,Model_147
2.06,1.1,0.64,0.593,2.1062804370896413,0.3106796116504854,4.513226643335685,Model_147
3.85,3.11,4.79,4.4285,110.04621145632456,1.2441558441558442,68.61859002630986,Model_147
1.64,0.1,1.15,0.5823333333333333,1.4292184556456984,0.7012195121951219,-0.6483882932691545,Model_147
1.5599999999999998,0.47,0.9,0.6583333333333333,2.8170854823861977,0.576923076923077,3.255489077317641,Model_147
2.0725,0.14,0.99,0.65575,1.1704311885872505,0.47768395657418583,0.42136569440499416,Model_147
1.85,1.09,0.51,0.452,3.953396865652164,0.2756756756756757,4.020573375299195,Model_147
28.00018033053748,4.54,3.73,3.372542584212134,4.343103435426621,0.13321342776967754,5.619776455623288,Model_147
15.0,8.16,0.64,0.4826666666666666,11.645895951824402,0.042666666666666665,10.572434520214026,Model_147
15.0,9.63,1.15,0.9263333333333332,32.59743234903014,0.07666666666666666,28.107510885180517,Model_147
15.0,8.17,1.67,1.391,16.148831874738754,0.11133333333333333,20.916627304198585,Model_147
15.0,7.68,2.36,1.9943333333333333,16.011222974188158,0.15733333333333333,23.550396109293025,Model_147
17.5,12.65,2.87,2.478,88.02266261294648,0.164,80.87925784079754,Model_147
3.75,0.55,0.015,0.014,0.0164195869070291,0.004,1.6194682302718666,Model_147
3.75,0.73,0.017,0.0155,0.0204950016940742,0.004533333333333334,0.9559047354837396,Model_147
3.75,0.73,0.031,0.0205,0.0626170527109933,0.008266666666666667,0.972844106828124,Model_147
4.25,0.56,0.032,0.0305,0.0337729190185453,0.0075294117647058826,1.6908658141921202,Model_147
4.25,0.61,0.036,0.032,0.0417117896904809,0.008470588235294117,1.5004730329160973,Model_147
4.25,0.8,0.041,0.0365,0.0511135447707714,0.009647058823529411,0.8197193976606552,Model_147
4.25,0.85,0.053,0.0412499999999999,0.0862035990108784,0.012470588235294117,0.6678332124179227,Model_147
4.75,1.18,0.072,0.06875,0.0832453537063408,0.015157894736842105,-0.2527935491768116,Model_147
4.75,1.07,0.082,0.07425,0.1059245022212473,0.01726315789473684,0.08958445769655832,Model_147
4.75,0.99,0.091,0.0815,0.1165845623553453,0.019157894736842106,0.34753388832130927,Model_147
4.75,1.33,0.123,0.109,0.1935437839006371,0.025894736842105262,-0.485617220660699,Model_147
3.0,0.57,0.057,0.045,0.0873378142666348,0.019,1.4425772677211812,Model_147
3.0,0.74,0.052,0.0426666666666666,0.091004766586305,0.017333333333333333,0.8937082736646969,Model_147
3.75,1.17,0.042,0.037,0.0749972465016185,0.0112,-0.35365827672786,Model_147
4.333333333333333,2.7,0.036,0.0356666666666666,0.0479824484344826,0.008307692307692308,-2.9042343485800917,Model_147
3.5,0.75,0.022,0.02125,0.0239205992767688,0.006285714285714285,0.8570625098559717,Model_147
3.5,1.15,0.021,0.02,0.0273958891535081,0.006,-0.3845582310392981,Model_147
3.5,1.1,0.02,0.01925,0.024206977641193,0.005714285714285714,-0.24730311189086507,Model_147
