sample_id,u_peak,u_r,tau_peak,tau_r,true_a,true_b,true_c,true_d,true_e,estimated_a,estimated_b,estimated_c,estimated_d,estimated_e,error_b,abs_error_b,error_d,abs_error_d,error_e,abs_error_e,curve_rmse_tau_u,curve_mae_tau_u,curve_r2_tau_u,curve_valid,dataset,model_name
16,1.61,10.5,13.41,12.8475,12.8475,1.3946189571869354,0.4761904761904761,14.242118957186936,3.178145408783804,12.8475,9.71979360364561,0.4761904761904761,22.56729360364561,1.8384121268816016,8.325174646458674,8.325174646458674,8.325174646458674,8.325174646458674,-1.3397332819022023,1.3397332819022023,1.15247511969647,0.7475014841288228,0.5000336623511115,True,HIGH,HIGH_exp_d_rank_4
18,3.07,10.5,12.57,12.4375,12.4375,0.7124450836759753,0.4761904761904761,13.149945083675975,1.9539451798171723,12.4375,15.39991843191448,0.4761904761904761,27.83741843191448,0.8625344740445736,14.687473348238505,14.687473348238505,14.687473348238504,14.687473348238504,-1.0914107057725988,1.0914107057725988,0.7844172469519617,0.5946262546925243,0.8204788648579753,True,HIGH,HIGH_exp_d_rank_4
21,1.67,12.0,7.53,5.32,5.32,5.617172562155661,0.4166666666666667,10.93717256215566,1.7473164085592403,5.32,26.766696492632903,0.4166666666666667,32.0866964926329,1.1142100808697843,21.149523930477244,21.149523930477244,21.149523930477244,21.149523930477244,-0.633106327689456,0.633106327689456,2.754217152784489,1.8553027663389003,-6.777467511103745,True,HIGH,HIGH_exp_d_rank_4
22,1.67,12.0,19.67,18.994999999999997,18.994999999999997,1.5273740416856256,0.4166666666666667,20.522374041685623,3.2739688179792332,18.994999999999997,6.446298647825298,0.4166666666666667,25.441298647825295,2.248041361250222,4.918924606139672,4.918924606139672,4.918924606139672,4.918924606139672,-1.0259274567290113,1.0259274567290113,0.770132062499566,0.4932663972843784,0.8891549155469544,True,HIGH,HIGH_exp_d_rank_4
30,2.17,3.85,16.37,14.955,14.955,60.674147880173095,1.2987012987012987,75.6291478801731,1.6284330431129306,14.955,47.47864487262093,1.2987012987012987,62.43364487262093,1.4874086571682608,-13.195503007552162,13.195503007552162,-13.195503007552162,13.195503007552162,-0.14102438594466982,0.14102438594466982,1.5880207920216038,1.1637132499177032,0.720878178842344,True,HIGH,HIGH_exp_d_rank_4
33,2.26,4.125,16.14,11.3475,11.3475,422.7987490320256,1.2121212121212122,434.1462490320256,1.3091974223177918,11.3475,202.05715581564488,1.2121212121212122,213.40465581564487,1.2498665351690652,-220.74159321638075,220.74159321638075,-220.74159321638072,220.74159321638072,-0.059330887148726585,0.059330887148726585,5.23573629907441,4.033032276597908,-1.062717902973744,True,HIGH,HIGH_exp_d_rank_4
36,1.48,3.625,14.91,14.235,14.235,8.232456046268986,1.3793103448275863,22.467456046268985,2.7321098339023515,14.235,25.524190199650015,1.3793103448275863,39.759190199650014,1.892509215157458,17.29173415338103,17.29173415338103,17.29173415338103,17.29173415338103,-0.8396006187448934,0.8396006187448934,0.4240624062585501,0.28473659226966835,0.9729082356982295,True,HIGH,HIGH_exp_d_rank_4
39,0.54,3.35,15.9,14.4675,14.4675,3.852469877296928,1.4925373134328357,18.319969877296927,7.688914610134782,14.4675,0.5862688740020889,1.4925373134328357,15.053768874002088,11.242165161575311,-3.266201003294839,3.266201003294839,-3.2662010032948388,3.2662010032948388,3.553250551440529,3.553250551440529,0.4932400254938103,0.3201791168799329,0.937343072984409,True,HIGH,HIGH_exp_d_rank_4
42,0.71,3.35,16.28,14.8375,14.8375,5.373344828404187,1.4925373134328357,20.210844828404188,5.457009220110153,14.8375,8.586901644534366,1.4925373134328357,23.424401644534367,4.442100969833767,3.213556816130179,3.213556816130179,3.213556816130179,3.213556816130179,-1.0149082502763864,1.0149082502763864,0.2754252922306127,0.19740657316612575,0.9846520761168444,True,HIGH,HIGH_exp_d_rank_4
45,2.87,4.1,13.67,13.42,13.42,16.705556614946417,1.2195121951219514,30.12555661494642,1.6634039681803665,13.42,32.15883305558581,1.2195121951219514,45.57883305558581,1.3854913463464684,15.453276440639392,15.453276440639392,15.453276440639392,15.453276440639392,-0.2779126218338981,0.2779126218338981,0.5736541825650006,0.3646863146774042,0.9517218834832215,True,HIGH,HIGH_exp_d_rank_4
48,2.37,4.125,16.38,14.3675,14.3675,112.7264689844744,1.2121212121212122,127.0939689844744,1.4228254925840296,14.3675,65.13802120961466,1.2121212121212122,79.50552120961466,1.3378701994803612,-47.58844777485973,47.58844777485973,-47.588447774859745,47.588447774859745,-0.08495529310366834,0.08495529310366834,2.3696410254025633,1.782386179776887,0.38184211735641593,True,HIGH,HIGH_exp_d_rank_4
50,4.16,4.75,15.04,14.775,14.775,58.5314735148253,1.0526315789473684,73.3064735148253,1.2144266984360343,14.775,35.341645416792694,1.0526315789473684,50.11664541679269,1.1599288185871404,-23.189828098032606,23.189828098032606,-23.189828098032606,23.189828098032606,-0.05449787984889398,0.05449787984889398,0.9016604317813017,0.57907084618762,0.8874530641068371,True,HIGH,HIGH_exp_d_rank_4
52,3.13,4.466666666666667,15.58,14.793333333333337,14.793333333333337,75.02328336156236,1.1194029850746268,89.8166166948957,1.313812712287742,14.793333333333337,42.087604335226445,1.1194029850746268,56.88093766855978,1.2511956867592553,-32.93567902633592,32.93567902633592,-32.93567902633592,32.93567902633592,-0.0626170255284868,0.0626170255284868,1.4391551132801743,1.02664208446261,0.7492013149239863,True,HIGH,HIGH_exp_d_rank_4
55,0.63,3.85,16.18,14.365,14.365,5.024596391351091,1.2987012987012987,19.38959639135109,6.152370825583352,14.365,6.398742347397727,1.2987012987012987,20.763742347397727,5.441127221882715,1.374145956046636,1.374145956046636,1.374145956046636,1.374145956046636,-0.7112436037006375,0.7112436037006375,0.16406040962509155,0.11142534050245795,0.9933745585332896,True,HIGH,HIGH_exp_d_rank_4
58,0.94,3.875,16.28,13.935,13.935,11.349260923481204,1.2903225806451613,25.28426092348121,3.405427164282276,13.935,30.668491352071065,1.2903225806451613,44.60349135207107,2.306911763172068,19.31923042858986,19.31923042858986,19.319230428589858,19.319230428589858,-1.098515401110208,1.098515401110208,0.8803611212476953,0.6612538578781981,0.8568962521896006,True,HIGH,HIGH_exp_d_rank_4
61,2.68,4.125,16.95,15.5375,15.5375,116.71406105996982,1.2121212121212122,132.25156105996982,1.3981039630569712,15.5375,51.25998962424186,1.2121212121212122,66.79748962424186,1.3515324847826724,-65.45407143572797,65.45407143572797,-65.45407143572795,65.45407143572795,-0.04657147827429875,0.04657147827429875,2.173191512259756,1.6186763497621761,0.5245716769482672,True,HIGH,HIGH_exp_d_rank_4
64,2.73,4.125,15.88,13.97,13.97,220.02903798852773,1.2121212121212122,233.99903798852773,1.3339956390040135,13.97,69.21521349780473,1.2121212121212122,83.18521349780472,1.3070979043754118,-150.813824490723,150.813824490723,-150.813824490723,150.813824490723,-0.026897734628601677,0.026897734628601677,3.0411744072893865,2.275863799095903,-0.01604722663567304,True,HIGH,HIGH_exp_d_rank_4
67,3.13,4.533333333333333,14.91,14.596666666666666,14.596666666666666,20.35467702287054,1.1029411764705883,34.951343689537204,1.4882877719989878,14.596666666666666,32.662529418606915,1.1029411764705883,47.25919608527358,1.2646863820339804,12.307852395736376,12.307852395736376,12.307852395736376,12.307852395736376,-0.22360138996500734,0.22360138996500734,0.6611308868367279,0.430591336360426,0.9461602367534448,True,HIGH,HIGH_exp_d_rank_4
70,3.12,4.466666666666667,16.37,15.163333333333334,15.163333333333334,137.96164146287623,1.1194029850746268,153.12497479620956,1.2614658876838951,15.163333333333334,50.512741479704495,1.1194029850746268,65.67607481303783,1.235052754800973,-87.44889998317174,87.44889998317174,-87.44889998317173,87.44889998317173,-0.02641313288292202,0.02641313288292202,2.155785538555612,1.564046160520206,0.48313902394152497,True,HIGH,HIGH_exp_d_rank_4
73,1.09,3.85,15.19,13.3025,13.3025,11.821633061680007,1.2987012987012987,25.12413306168001,2.9737453064844868,13.3025,34.76794627829739,1.2987012987012987,48.07044627829739,1.9852733497273591,22.94631321661738,22.94631321661738,22.94631321661738,22.94631321661738,-0.9884719567571276,0.9884719567571276,0.6154847488655389,0.49448600397391246,0.9277696654906975,True,HIGH,HIGH_exp_d_rank_4
76,4.13,4.7,14.9,13.285,13.285,1213.8760619263403,1.0638297872340423,1227.1610619263406,1.0940505167399543,13.285,71.7126165879837,1.0638297872340423,84.9976165879837,1.1167324763433446,-1142.1634453383565,1142.1634453383565,-1142.163445338357,1142.163445338357,0.022681959603390256,0.022681959603390256,5.044724905174715,3.3587362991010945,-0.9635117269194091,True,HIGH,HIGH_exp_d_rank_4
79,3.62,4.5,14.62,13.843333333333334,13.843333333333334,173.78668847200146,1.1111111111111112,187.6300218053348,1.2115644521301927,13.843333333333334,45.8364850332299,1.1111111111111112,59.67981836656323,1.2068470938889262,-127.95020343877155,127.95020343877155,-127.95020343877155,127.95020343877155,-0.004717358241266512,0.004717358241266512,1.9397183737332373,1.328343951096806,0.4411483334378957,True,HIGH,HIGH_exp_d_rank_4
91,2.56,4.125,14.35,13.695,13.695,33.24347166872315,1.2121212121212122,46.93847166872315,1.5724619149710894,13.695,37.90402917297495,1.2121212121212122,51.59902917297495,1.38456688383929,4.660557504251798,4.660557504251798,4.660557504251798,4.660557504251798,-0.1878950311317995,0.1878950311317995,0.9585229738819329,0.6830387138815982,0.8780521356077744,True,HIGH,HIGH_exp_d_rank_4
94,2.24,4.125,16.29,15.185,15.185,36.934910613682646,1.2121212121212122,52.11991061368265,1.6343524111032697,15.185,40.70776090146426,1.2121212121212122,55.892760901464264,1.4262788236565402,3.7728502877816155,3.7728502877816155,3.7728502877816155,3.7728502877816155,-0.20807358744672944,0.20807358744672944,1.1418353286384872,0.8008420830098741,0.8549349840720152,True,HIGH,HIGH_exp_d_rank_4
97,0.98,3.925,16.9,13.655,13.655,17.423005323734152,1.2738853503184715,31.07800532373415,2.9328424113361327,13.655,46.95998937945191,1.2738853503184715,60.61498937945191,1.9889881496350643,29.53698405571776,29.53698405571776,29.536984055717763,29.536984055717763,-0.9438542617010683,0.9438542617010683,0.9234641547599518,0.7176037654033677,0.8586849030932194,True,HIGH,HIGH_exp_d_rank_4
100,1.12,3.865,15.69,14.2025,14.2025,9.330787016774106,1.2936610608020698,23.533287016774107,3.133851414322128,14.2025,26.75421064161071,1.2936610608020698,40.95671064161071,2.1111388340822344,17.423423624836605,17.423423624836605,17.423423624836605,17.423423624836605,-1.0227125802398938,1.0227125802398938,0.5526578837818429,0.44078986172350887,0.9467605123736812,True,HIGH,HIGH_exp_d_rank_4
103,0.94,4.6125,15.17,14.2325,14.2325,3.230539541690666,1.0840108401084012,17.463039541690666,4.61254903129243,14.2325,11.906932311484097,1.0840108401084012,26.139432311484097,3.0053360577251715,8.67639276979343,8.67639276979343,8.67639276979343,8.67639276979343,-1.607212973567259,1.607212973567259,0.8171346535310672,0.5645810451338888,0.8400533617761955,True,HIGH,HIGH_exp_d_rank_4
