Dataset,Rank_in_saved_results,N_Input_Features,Input_Features,Equation_log_e_minus_c_scaled_space,Equation_e_scaled_space,Saved_R2_val_z,Saved_R2_cv_mean_z,Saved_R2_val_e,Saved_RMSE_val_e,Saved_Selection_Score
LOW_2,1,3,u_p_x_tau_p + u_p_div_u_r + tau_r_div_tau_p,log(e-c) = 0.7875957766 - 1.0297742861*u_p_x_tau_p - 0.9091786880*u_p_div_u_r + 0.3735645950*tau_r_div_tau_p + 0.1436092936*u_p_x_tau_p^2 + 0.0946640850*u_p_x_tau_p u_p_div_u_r + 0.0939811249*u_p_x_tau_p tau_r_div_tau_p - 0.0690001075*u_p_div_u_r^2 + 0.2115504895*u_p_div_u_r tau_r_div_tau_p - 0.0384041172*tau_r_div_tau_p^2,e = c + exp(0.7875957766 - 1.0297742861*u_p_x_tau_p - 0.9091786880*u_p_div_u_r + 0.3735645950*tau_r_div_tau_p + 0.1436092936*u_p_x_tau_p^2 + 0.0946640850*u_p_x_tau_p u_p_div_u_r + 0.0939811249*u_p_x_tau_p tau_r_div_tau_p - 0.0690001075*u_p_div_u_r^2 + 0.2115504895*u_p_div_u_r tau_r_div_tau_p - 0.0384041172*tau_r_div_tau_p^2),0.9732354916161045,0.9631594813691948,0.9303045288467108,1.1187328380799018,1.4238340458704566
LOW_2,2,5,delta_peak_mm + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_r_div_u_p,log(e-c) = 1.1305263675 - 0.3935507954*delta_peak_mm - 0.3293696128*u_p_div_u_r + 0.4022351983*u_r_div_u_p + 0.4271120702*tau_r_div_tau_p + 0.4407914095*tau_r_div_u_p + 0.0337672731*delta_peak_mm^2 + 0.0316707935*delta_peak_mm u_p_div_u_r + 0.0063452991*delta_peak_mm u_r_div_u_p + 0.0066796268*delta_peak_mm tau_r_div_tau_p + 0.0223559133*delta_peak_mm tau_r_div_u_p - 0.1163095241*u_p_div_u_r^2 + 0.1432268617*u_p_div_u_r u_r_div_u_p + 0.1490253817*u_p_div_u_r tau_r_div_tau_p - 0.0231668142*u_p_div_u_r tau_r_div_u_p - 0.0462977321*u_r_div_u_p^2 - 0.0902795613*u_r_div_u_p tau_r_div_tau_p + 0.0121471084*u_r_div_u_p tau_r_div_u_p + 0.0770619848*tau_r_div_tau_p^2 - 0.0238803036*tau_r_div_tau_p tau_r_div_u_p - 0.0966917246*tau_r_div_u_p^2,e = c + exp(1.1305263675 - 0.3935507954*delta_peak_mm - 0.3293696128*u_p_div_u_r + 0.4022351983*u_r_div_u_p + 0.4271120702*tau_r_div_tau_p + 0.4407914095*tau_r_div_u_p + 0.0337672731*delta_peak_mm^2 + 0.0316707935*delta_peak_mm u_p_div_u_r + 0.0063452991*delta_peak_mm u_r_div_u_p + 0.0066796268*delta_peak_mm tau_r_div_tau_p + 0.0223559133*delta_peak_mm tau_r_div_u_p - 0.1163095241*u_p_div_u_r^2 + 0.1432268617*u_p_div_u_r u_r_div_u_p + 0.1490253817*u_p_div_u_r tau_r_div_tau_p - 0.0231668142*u_p_div_u_r tau_r_div_u_p - 0.0462977321*u_r_div_u_p^2 - 0.0902795613*u_r_div_u_p tau_r_div_tau_p + 0.0121471084*u_r_div_u_p tau_r_div_u_p + 0.0770619848*tau_r_div_tau_p^2 - 0.0238803036*tau_r_div_tau_p tau_r_div_u_p - 0.0966917246*tau_r_div_u_p^2),0.9861031846116388,0.9700145973902874,0.9981309554817092,0.1832035689594305,1.4194363216150752
LOW_2,3,5,u_p_x_tau_p + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_r_div_u_p,log(e-c) = 1.1317660029 - 0.4159303752*u_p_x_tau_p - 0.3128544691*u_p_div_u_r + 0.3785695819*u_r_div_u_p + 0.3862416376*tau_r_div_tau_p + 0.4705239777*tau_r_div_u_p + 0.0500906840*u_p_x_tau_p^2 + 0.0593501311*u_p_x_tau_p u_p_div_u_r + 0.0216587801*u_p_x_tau_p u_r_div_u_p - 0.0334086188*u_p_x_tau_p tau_r_div_tau_p + 0.0396373663*u_p_x_tau_p tau_r_div_u_p - 0.1088812085*u_p_div_u_r^2 + 0.1409396109*u_p_div_u_r u_r_div_u_p + 0.1368043578*u_p_div_u_r tau_r_div_tau_p - 0.0012938971*u_p_div_u_r tau_r_div_u_p - 0.0304353902*u_r_div_u_p^2 - 0.0619669201*u_r_div_u_p tau_r_div_tau_p + 0.0114680728*u_r_div_u_p tau_r_div_u_p + 0.0817564607*tau_r_div_tau_p^2 - 0.0571816483*tau_r_div_tau_p tau_r_div_u_p - 0.1011961574*tau_r_div_u_p^2,e = c + exp(1.1317660029 - 0.4159303752*u_p_x_tau_p - 0.3128544691*u_p_div_u_r + 0.3785695819*u_r_div_u_p + 0.3862416376*tau_r_div_tau_p + 0.4705239777*tau_r_div_u_p + 0.0500906840*u_p_x_tau_p^2 + 0.0593501311*u_p_x_tau_p u_p_div_u_r + 0.0216587801*u_p_x_tau_p u_r_div_u_p - 0.0334086188*u_p_x_tau_p tau_r_div_tau_p + 0.0396373663*u_p_x_tau_p tau_r_div_u_p - 0.1088812085*u_p_div_u_r^2 + 0.1409396109*u_p_div_u_r u_r_div_u_p + 0.1368043578*u_p_div_u_r tau_r_div_tau_p - 0.0012938971*u_p_div_u_r tau_r_div_u_p - 0.0304353902*u_r_div_u_p^2 - 0.0619669201*u_r_div_u_p tau_r_div_tau_p + 0.0114680728*u_r_div_u_p tau_r_div_u_p + 0.0817564607*tau_r_div_tau_p^2 - 0.0571816483*tau_r_div_tau_p tau_r_div_u_p - 0.1011961574*tau_r_div_u_p^2),0.9874258030586498,0.9672109352832364,0.9991038305684924,0.1268583825712618,1.4189541815496298
LOW_2,4,4,u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_r_div_u_p,log(e-c) = 1.2542930942 - 0.2797583624*u_p_div_u_r + 0.3729839379*u_r_div_u_p + 0.4227900737*tau_r_div_tau_p + 0.8321149131*tau_r_div_u_p - 0.1868288746*u_p_div_u_r^2 + 0.0777948977*u_p_div_u_r u_r_div_u_p + 0.1988406793*u_p_div_u_r tau_r_div_tau_p - 0.0204394959*u_p_div_u_r tau_r_div_u_p - 0.0239311510*u_r_div_u_p^2 - 0.1615528873*u_r_div_u_p tau_r_div_tau_p + 0.0032371491*u_r_div_u_p tau_r_div_u_p + 0.0960997053*tau_r_div_tau_p^2 + 0.0609019058*tau_r_div_tau_p tau_r_div_u_p - 0.2598474842*tau_r_div_u_p^2,e = c + exp(1.2542930942 - 0.2797583624*u_p_div_u_r + 0.3729839379*u_r_div_u_p + 0.4227900737*tau_r_div_tau_p + 0.8321149131*tau_r_div_u_p - 0.1868288746*u_p_div_u_r^2 + 0.0777948977*u_p_div_u_r u_r_div_u_p + 0.1988406793*u_p_div_u_r tau_r_div_tau_p - 0.0204394959*u_p_div_u_r tau_r_div_u_p - 0.0239311510*u_r_div_u_p^2 - 0.1615528873*u_r_div_u_p tau_r_div_tau_p + 0.0032371491*u_r_div_u_p tau_r_div_u_p + 0.0960997053*tau_r_div_tau_p^2 + 0.0609019058*tau_r_div_tau_p tau_r_div_u_p - 0.2598474842*tau_r_div_u_p^2),0.9734534520817149,0.9710131040076634,0.990372922619739,0.4157874132577532,1.4182412643014246
LOW_2,5,5,u_r_mm + u_p_div_u_r + u_r_div_u_p + tau_r_div_tau_p + tau_r_div_u_p,log(e-c) = 1.2106746523 - 0.3083379727*u_r_mm - 0.3893785582*u_p_div_u_r + 0.5039682351*u_r_div_u_p + 0.4211645582*tau_r_div_tau_p + 0.5099224201*tau_r_div_u_p + 0.0344370929*u_r_mm^2 + 0.0091990393*u_r_mm u_p_div_u_r + 0.0601168643*u_r_mm u_r_div_u_p - 0.0248207612*u_r_mm tau_r_div_tau_p + 0.0909040552*u_r_mm tau_r_div_u_p - 0.1118840905*u_p_div_u_r^2 + 0.1295040286*u_p_div_u_r u_r_div_u_p + 0.1377800754*u_p_div_u_r tau_r_div_tau_p + 0.0444732915*u_p_div_u_r tau_r_div_u_p - 0.0763479350*u_r_div_u_p^2 - 0.0890204617*u_r_div_u_p tau_r_div_tau_p - 0.0043259524*u_r_div_u_p tau_r_div_u_p + 0.0858630041*tau_r_div_tau_p^2 - 0.0449310807*tau_r_div_tau_p tau_r_div_u_p - 0.0846773564*tau_r_div_u_p^2,e = c + exp(1.2106746523 - 0.3083379727*u_r_mm - 0.3893785582*u_p_div_u_r + 0.5039682351*u_r_div_u_p + 0.4211645582*tau_r_div_tau_p + 0.5099224201*tau_r_div_u_p + 0.0344370929*u_r_mm^2 + 0.0091990393*u_r_mm u_p_div_u_r + 0.0601168643*u_r_mm u_r_div_u_p - 0.0248207612*u_r_mm tau_r_div_tau_p + 0.0909040552*u_r_mm tau_r_div_u_p - 0.1118840905*u_p_div_u_r^2 + 0.1295040286*u_p_div_u_r u_r_div_u_p + 0.1377800754*u_p_div_u_r tau_r_div_tau_p + 0.0444732915*u_p_div_u_r tau_r_div_u_p - 0.0763479350*u_r_div_u_p^2 - 0.0890204617*u_r_div_u_p tau_r_div_tau_p - 0.0043259524*u_r_div_u_p tau_r_div_u_p + 0.0858630041*tau_r_div_tau_p^2 - 0.0449310807*tau_r_div_tau_p tau_r_div_u_p - 0.0846773564*tau_r_div_u_p^2),0.9823157783714702,0.9679461942022024,0.9980451152954004,0.187363366553123,1.4159613295120426
