variable,full_n,full_mean,full_median,full_std,full_min,full_max,full_n_outliers,low_n,low_mean,low_median,low_std,low_min,low_max,low_n_outliers,high_n,high_mean,high_median,high_std,high_min,high_max,high_n_outliers
a_csds,299.0,4.151476337601302,1.2245,5.3885211176227354,0.014,18.994999999999997,61.0,202.0,1.0903997242120722,0.5441666666666667,1.3913339628047956,0.014,4.496666666666667,34.0,97.0,10.526089491257224,13.1975,5.030363211154436,2.2212250296583855,18.994999999999997,0.0
b_csds,299.0,17.72681007090898,1.9691572578488556,80.25001539576992,0.0008090983306987,1213.8760619263403,40.0,202.0,3.9433076319627753,0.8522077493327213,12.293977146798003,0.0008090983306987,105.61771145632456,27.0,97.0,46.43059865510622,7.331910697776193,135.80254743506282,0.6419185077225471,1213.8760619263403,13.0
c_csds,299.0,1.6479076327566495,1.3333333333333333,1.0407386467556279,0.1589625616554528,8.107090644428094,1.0,202.0,1.7677229332566038,1.644042397776143,1.1789732467952516,0.178570278511632,8.107090644428094,1.0,97.0,1.3983953574887031,1.2812299807815504,0.5990489255670846,0.1589625616554528,2.4271844660194173,0.0
d_csds,299.0,21.87828640851028,5.131835000811389,81.87348634825008,0.0164195869070291,1227.1610619263406,29.0,202.0,5.0337073561748475,1.4363790626503798,12.868330142049723,0.0164195869070291,110.04621145632456,13.0,97.0,56.956688146363454,19.82682598861948,136.4587859041658,6.024725557485408,1227.1610619263406,13.0
delta_peak_mm,299.0,1.3074247491638795,0.92,1.4822413160422763,0.05,12.65,16.0,202.0,1.1698514851485147,0.875,1.5203532836768034,0.05,12.65,10.0,97.0,1.5939175257731957,1.07,1.3629269642184845,0.23,6.69,2.0
e_csds,299.0,6.8526708651773856,3.420782268328867,9.738644229889237,0.3027127732951231,77.68977402204777,22.0,202.0,7.848892524163366,3.454977934040344,11.416618917340006,0.3027127732951231,77.68977402204777,21.0,97.0,4.778064936155036,3.2739688179792332,3.8817614652685273,0.5794840127037909,14.978792929839672,0.0
tau_peak_MPa_csds,299.0,5.0738117056856185,1.816,6.683966274000536,0.015,55.263,61.0,202.0,1.4166569306930692,0.8200000000000001,1.6244961758801524,0.015,4.98,0.0,97.0,12.689742268041236,14.77,6.812133608309928,5.0,55.263,1.0
tau_r_MPa,299.0,4.151476337601302,1.2245,5.3885211176227354,0.014,18.994999999999997,61.0,202.0,1.0903997242120722,0.5441666666666667,1.3913339628047956,0.014,4.496666666666667,34.0,97.0,10.526089491257224,13.1975,5.030363211154436,2.2212250296583855,18.994999999999997,0.0
u_r_mm,299.0,5.215171858222852,3.75,4.7467643658607965,0.6167440601439975,31.453947067343865,39.0,202.0,5.3965186530937626,3.0418601503599936,5.025205552610733,0.6167440601439975,28.00018033053748,5.0,97.0,4.837521831790645,3.9025,4.1056363425615405,2.06,31.453947067343865,11.0
