sample_id,sigma_n_MPa,delta_peak_mm,tau_peak_MPa_csds,u_r_mm,tau_r_MPa,tau_peak_estimated,u_r_estimated,tau_r_estimated,a_csds,b_csds,c_csds,d_csds,e_csds,csds_converged,csds_iterations
169,20.0,3.93,16.61,4.553333333333334,16.513333333333332,0,0,0,16.513333333333332,14.198414912137522,1.0980966325036603,30.711748245470854,1.4757256498343354,True,7
172,20.0,1.88,15.76,4.13,14.8875,0,0,0,14.8875,14.997831291761866,1.2106537530266344,29.885331291761865,2.0220034481788933,True,5
175,20.0,1.85,17.29,4.1125,16.4125,0,0,0,16.4125,14.29966321375646,1.21580547112462,30.71216321375646,2.100213453400296,True,5
178,20.0,2.12,13.69,4.1575,12.965,0,0,0,12.965,17.833183532648366,1.2026458208057729,30.79818353264837,1.8070468059221405,True,5
181,20.0,0.9,17.84,3.925,14.94,0,0,0,14.94,13.029435602700998,1.2738853503184715,27.969435602700997,3.4621547532157915,True,5
184,20.0,3.98,15.12,4.75,14.85,0,0,0,14.85,45.661479023586836,1.0526315789473684,60.51147902358684,1.247654255784918,True,7
187,20.0,0.7,16.09,3.88,11.71,0,0,0,11.71,14.993697153202367,1.288659793814433,26.70369715320237,3.931657649182005,True,5
190,20.0,2.95,17.57,4.833333333333333,15.660000000000002,0,0,0,15.660000000000002,133.5433516563727,1.0344827586206895,149.2033516563727,1.194201194728314,True,7
193,20.0,0.48,15.79,3.91,12.4225,0,0,0,12.4225,7.40432598861948,1.278772378516624,19.82682598861948,7.151633571136485,True,7
196,20.0,1.09,17.51,3.86,14.9375,0,0,0,14.9375,16.553387035413166,1.2953367875647668,31.490887035413166,2.8169440230151195,True,3
199,20.0,2.66,17.29,4.3725000000000005,16.490000000000002,0,0,0,16.490000000000002,37.39926722177272,1.1435105774728416,53.88926722177272,1.504191322919805,True,6
202,20.0,5.68,13.66,6.0,13.51,0,0,0,13.51,45.684267603740025,0.8333333333333334,59.19426760374002,0.9611956816495174,True,9
244,2755.0,2.29,30.401,13.0,2.493,0,0,0,2.493,191.4872115140508,0.3846153846153846,193.9802115140508,0.5794840127037909,True,8
258,5512.0,2.09,55.263,15.0,3.813,0,0,0,3.813,190.18212243089908,0.3333333333333333,193.99512243089907,0.7174733228095233,True,8
323,2.0,1.7,7.35,10.484649022447956,2.2212250296583855,0,1,1,2.2212250296583855,20.160376750419932,0.4768876849663586,22.381601780078316,1.0379375597762583,True,6
