sample_id,u_peak,u_r,tau_peak,tau_r,true_a,true_b,true_c,true_d,true_e,estimated_a,estimated_b,estimated_c,estimated_d,estimated_e,error_b,abs_error_b,error_d,abs_error_d,error_e,abs_error_e,curve_rmse_tau_u,curve_mae_tau_u,curve_r2_tau_u,curve_valid,e_constraint_respected,d_positive,b_positive,dataset,model_name
7,0.72,2.75,0.044,0.03175,0.03175,0.0801325410005739,1.818181818181818,0.1118825410005739,3.441242286799551,0.03175,0.0698608215746622,1.818181818181818,0.1016108215746622,3.79376212004122,-0.010271719425911707,0.010271719425911707,-0.010271719425911707,0.010271719425911707,0.352519833241669,0.352519833241669,0.0004981104058599,0.0003308468799643,0.9946193268625364,True,True,True,True,FULL,FULL_direct_poly_rank_5
8,0.92,3.0,0.035,0.02825,0.02825,0.0557241852265918,1.6666666666666667,0.0839741852265918,3.007954906577982,0.02825,0.0469071609597694,1.6666666666666667,0.0751571609597694,3.373584732624024,-0.008817024266822404,0.008817024266822404,-0.00881702426682239,0.00881702426682239,0.365629826046042,0.365629826046042,0.0004792130719951,0.0002937569305657,0.9922006596071332,True,True,True,True,FULL,FULL_direct_poly_rank_5
9,0.97,3.0,0.029,0.0255,0.0255,0.0288872445152351,1.6666666666666667,0.0543872445152351,3.290221199159674,0.0255,0.0241458000063995,1.6666666666666667,0.0496458000063995,3.759674484285759,-0.0047414445088355996,0.0047414445088355996,-0.004741444508835596,0.004741444508835596,0.4694532851260851,0.4694532851260851,0.000445452717077,0.0002461761613084,0.9904903633672072,True,True,True,True,FULL,FULL_direct_poly_rank_5
11,0.78,3.5,0.05,0.0417499999999999,0.0417499999999999,0.0354980845491272,1.4285714285714286,0.0772480845491271,4.004659571873231,0.0417499999999999,0.030709932586044,1.4285714285714286,0.072459932586044,4.718091361792897,-0.004788151963083201,0.004788151963083201,-0.004788151963083104,0.004788151963083104,0.7134317899196665,0.7134317899196665,0.0007983769281882,0.0004174169613109,0.9868380993422384,True,True,True,True,FULL,FULL_direct_poly_rank_5
12,1.25,3.5,0.04,0.034,0.034,0.0670624339164287,1.4285714285714286,0.1010624339164287,2.366794324621144,0.034,0.0552151053538769,1.4285714285714286,0.0892151053538769,2.6478716616829026,-0.011847328562551801,0.011847328562551801,-0.011847328562551801,0.011847328562551801,0.28107733706175875,0.28107733706175875,0.0005718941898642,0.0003410905387159,0.9921807398484468,True,True,True,True,FULL,FULL_direct_poly_rank_5
13,1.8,4.0,0.035,0.033,0.033,0.0334302203204883,1.25,0.0664302203204883,2.0972939397426664,0.033,0.0282907547211855,1.25,0.0612907547211855,2.2966514563653857,-0.005139465599302798,0.005139465599302798,-0.005139465599302798,0.005139465599302798,0.19935751662271928,0.19935751662271928,0.0004084336252212,0.0002248906197051,0.995664170470533,True,True,True,True,FULL,FULL_direct_poly_rank_5
15,1.64,10.5,4.17,3.725,3.725,1.1700588885069725,0.4761904761904761,4.895058888506973,2.4309486751406535,3.725,1.310653136151871,0.4761904761904761,5.035653136151871,2.1215429344308054,0.14059424764489847,0.14059424764489847,0.14059424764489847,0.14059424764489847,-0.30940574070984805,0.30940574070984805,0.0431455834424358,0.0197008605773283,0.9928791477184324,True,True,True,True,FULL,FULL_direct_poly_rank_5
16,1.61,10.5,13.41,12.8475,12.8475,1.3946189571869354,0.4761904761904761,14.242118957186936,3.178145408783804,12.8475,1.661178303123762,0.4761904761904761,14.508678303123762,2.633005016394963,0.2665593459368265,0.2665593459368265,0.26655934593682673,0.26655934593682673,-0.5451403923888409,0.5451403923888409,0.1805952189220497,0.0658113377991745,0.987723059667594,True,True,True,True,FULL,FULL_direct_poly_rank_5
17,2.76,10.5,3.72,3.5425,3.5425,0.8694826394566157,0.4761904761904761,4.411982639456616,1.5814976920825412,3.5425,0.8902010643006997,0.4761904761904761,4.4327010643007,1.5489192265685208,0.020718424844083927,0.020718424844083927,0.020718424844083927,0.020718424844083927,-0.03257846551402044,0.03257846551402044,0.0072517922497742,0.0032421677644288,0.9998260649003416,True,True,True,True,FULL,FULL_direct_poly_rank_5
18,3.07,10.5,12.57,12.4375,12.4375,0.7124450836759753,0.4761904761904761,13.149945083675975,1.9539451798171723,12.4375,0.9648607970890986,0.4761904761904761,13.4023607970891,1.6256311494679816,0.2524157134131233,0.2524157134131233,0.2524157134131251,0.2524157134131251,-0.3283140303491907,0.3283140303491907,0.2137867973605554,0.086326568805931,0.986665305186312,True,True,True,True,FULL,FULL_direct_poly_rank_5
