file_name,rows,rows_used_for_metrics,model_family,selection_mode,rank_in_saved_results,tau_r_column,estimated_d_column,true_d_column,true_b_column,rmse_b,r2_b,output_file
HIGH_exp_d_rank_1_e_predictions.csv,67,67,exponential,d,1,tau_r_MPa,d_pred,d_csds,b_csds,135.03828187413998,0.2791971324222958,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_d_rank_1_b_predictions.csv
HIGH_exp_d_rank_2_e_predictions.csv,67,67,exponential,d,2,tau_r_MPa,d_pred,d_csds,b_csds,137.2898226196174,0.2549603495464331,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_d_rank_2_b_predictions.csv
HIGH_exp_d_rank_3_e_predictions.csv,67,67,exponential,d,3,tau_r_MPa,d_pred,d_csds,b_csds,137.8849484342633,0.24848713351294716,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_d_rank_3_b_predictions.csv
HIGH_exp_log_rank_3_e_predictions.csv,67,67,exponential,log,3,tau_r_MPa,d_pred,d_csds,b_csds,136.3647032573343,0.2649673312140036,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_log_rank_3_b_predictions.csv
HIGH_exp_log_rank_4_e_predictions.csv,67,67,exponential,log,4,tau_r_MPa,d_pred,d_csds,b_csds,137.10298936571724,0.2569867702145566,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_log_rank_4_b_predictions.csv
HIGH_exp_log_rank_5_e_predictions.csv,67,67,exponential,log,5,tau_r_MPa,d_pred,d_csds,b_csds,137.1176418725555,0.256827946716393,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_log_rank_5_b_predictions.csv
HIGH_exp_log_rank_1_e_predictions.csv,67,67,exponential,log,1,tau_r_MPa,d_pred,d_csds,b_csds,137.48241491679357,0.25286857698446974,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_log_rank_1_b_predictions.csv
HIGH_exp_log_rank_2_e_predictions.csv,67,67,exponential,log,2,tau_r_MPa,d_pred,d_csds,b_csds,137.5090003082194,0.25257959890967296,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_exp_log_rank_2_b_predictions.csv
HIGH_poly_rank_3_e_predictions.csv,67,67,polynomial,log,3,tau_r_MPa,d_pred,d_csds,b_csds,78.75332449214187,0.7548451493320684,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_poly_rank_3_b_predictions.csv
HIGH_poly_rank_2_e_predictions.csv,67,67,polynomial,log,2,tau_r_MPa,d_pred,d_csds,b_csds,80.29173611406054,0.7451736136942823,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_poly_rank_2_b_predictions.csv
HIGH_poly_rank_5_e_predictions.csv,67,67,polynomial,log,5,tau_r_MPa,d_pred,d_csds,b_csds,109.35876145108885,0.5272735917340541,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_poly_rank_5_b_predictions.csv
HIGH_poly_rank_1_e_predictions.csv,67,67,polynomial,log,1,tau_r_MPa,d_pred,d_csds,b_csds,109.42051178456617,0.5267395832204123,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_poly_rank_1_b_predictions.csv
HIGH_poly_rank_4_e_predictions.csv,67,67,polynomial,log,4,tau_r_MPa,d_pred,d_csds,b_csds,126.05251018943594,0.37193340452297474,/Users/hariderarako/Desktop/python/results/methodologie_1/b_from_all_retained_d_models/high/HIGH_poly_rank_4_b_predictions.csv
