dataset,model_name,n_rows,rmse_d,r2_d,rmse_b,r2_b,rmse_e,r2_e,rmse_tau_u,mean_curve_rmse_tau_u,median_curve_rmse_tau_u,max_curve_rmse_tau_u,valid_curve_count,r2_tau_u,constraint_ok_count,d_positive_count,b_positive_count
LOW_1,LOW_1_direct_poly_rank_1,163,1.398798350053711,0.9691670798944717,1.3987983500537111,0.9670983322660954,5.932702588483989,0.7727203856569377,0.008261462442273835,0.003932314685449047,0.0008879832157769,0.0611039882344759,163,0.9998178239973952,163,163,163
LOW_1,LOW_1_direct_poly_rank_4,163,1.5747060361043985,0.9609246011839018,1.5747060361043987,0.9583028210102436,5.975092866080632,0.7694608708690459,0.007992906170640695,0.004276968065767851,0.0009820533455085,0.0357729708183005,163,0.9998294755206418,163,163,163
LOW_1,LOW_1_direct_poly_rank_5,163,2.0018630012627296,0.9368500311402564,2.00186300126273,0.9326129576531037,5.858307941518058,0.7783847090891589,0.008497437979332147,0.0043675634112209935,0.0009859261660935,0.0398734543895365,163,0.9998072682301292,163,163,163
LOW_1,LOW_1_direct_poly_rank_3,163,2.5671368201429834,0.8961509647285245,2.567136820142984,0.8891831704134958,6.243527130960965,0.7482813837544003,0.010904986188785493,0.0047596704054615685,0.0014784731360642,0.0895679650438252,163,0.9996825849297104,163,163,163
LOW_1,LOW_1_direct_poly_rank_2,163,1.7476716039425197,0.9518690875856916,1.7476716039425197,0.9486397239520201,6.054264159382187,0.7633110072724336,0.012192697952786902,0.005435141237426755,0.0018134028781336,0.1032971147966109,163,0.9996031951852523,163,163,163
LOW_1,LOW_1_direct_exp_rank_2,163,22.134314618056557,-6.7203429408521105,22.134314618056557,-7.2383425689922944,11.775765872371831,0.10456584913257438,0.017963349268966006,0.009499083421152752,0.0033455035045392,0.0907153692662465,163,0.9991387049902736,163,163,163
LOW_1,LOW_1_direct_exp_rank_1,163,19.0558891052285,-4.722197831299204,19.0558891052285,-5.106131080309824,12.982500558359494,-0.088358639359289,0.018630247441566244,0.009924538483398198,0.0039168171021117,0.0893661122198474,163,0.999073565864212,163,163,163
LOW_1,LOW_1_direct_exp_rank_5,163,19.26908714186973,-4.850954440226729,19.26908714186973,-5.2435266675905154,8.901948094882295,0.4882881850867834,0.024936601023675304,0.010901719433036807,0.0028491916487277,0.1833399053620086,163,0.9983402150732668,163,163,163
LOW_1,LOW_1_direct_exp_rank_3,163,15.339824353947286,-2.708046814227059,15.339824353947286,-2.9568397610704293,8.921593968686926,0.4860270802730904,0.031864132083359094,0.012759680938851143,0.0036677016042748,0.2073474870783152,163,0.9972899238766267,163,163,163
LOW_1,LOW_1_direct_exp_rank_4,163,15.339824353947286,-2.708046814227059,15.339824353947286,-2.9568397610704293,8.921593968686926,0.4860270802730904,0.031864132083359094,0.012759680938851143,0.0036677016042748,0.2073474870783152,163,0.9972899238766267,163,163,163
