Feature,Frequency
tau_r_div_tau_p,30
u_p_div_u_r,30
u_p_x_tau_p,29
tau_p_div_u_p,25
tau_r_div_u_p,6
tau_r_MPa,3
u_p_div_tau_r,2
delta_peak_mm,2
tau_peak_estimated,2
u_r_x_tau_p,2
u_r_estimated,2
tau_peak_MPa_csds,2
tau_p_div_tau_r,2
u_p_div_tau_p,1
u_p_x_tau_r,1
u_r_div_u_p,1
u_r_div_tau_r,1
u_r_x_u_p,1
u_r_mm,1
tau_p_div_u_r,1
u_r_div_tau_p,1
u_r_x_tau_r,1
tau_r_div_u_r,1
tau_r_estimated,1
tau_p_x_tau_r,1
tau_r_div_sigma_n,1
