Feature,Frequency
tau_r_div_tau_p,30
u_p_div_u_r,30
u_r_div_u_p,21
u_p_x_tau_p,18
tau_r_div_u_p,18
tau_p_div_u_p,8
delta_peak_mm,6
u_p_x_tau_r,4
tau_peak_estimated,3
u_r_div_tau_r,2
u_r_mm,1
u_r_x_tau_p,1
tau_r_MPa,1
u_r_x_u_p,1
u_p_div_tau_p,1
u_p_div_tau_r,1
tau_p_x_tau_r,1
