sample_id,log_e_minus_c_csds,tau_r_div_tau_p,u_p_div_u_r,u_r_mm,u_r_x_u_p,tau_p_div_u_p,tau_r_MPa,tau_r_div_u_p,tau_p_div_u_r,tau_p_x_tau_r,tau_r_div_u_r
39,1.823964814293637,0.9099056603773584,0.16119402985074627,3.35,1.8090000000000002,29.444444444444443,14.4675,26.791666666666664,4.746268656716418,230.03324999999998,4.31865671641791
40,1.5777984018644102,0.7215909090909091,0.2222222222222222,1.35,0.405,2.9333333333333336,0.635,2.1166666666666667,0.6518518518518518,0.5588,0.4703703703703703
41,1.9069993526616482,0.8456730769230769,0.17471264367816094,2.175,0.8264999999999999,13.68421052631579,4.3975,11.572368421052632,2.3908045977011496,22.867,2.0218390804597703
42,1.3773726574843284,0.9113943488943489,0.21194029850746268,3.35,2.3785,22.929577464788736,14.8375,20.897887323943664,4.859701492537313,241.55450000000002,4.42910447761194
43,-0.2646873608255035,0.9224137931034484,0.5966101694915253,1.475,1.298,0.6590909090909091,0.535,0.6079545454545455,0.3932203389830508,0.3103,0.36271186440677966
44,-0.5617681246820716,0.9338046272493573,0.5714285714285714,2.625,3.9375,2.5933333333333333,3.6325,2.4216666666666664,1.481904761904762,14.130425,1.3838095238095238
45,-0.812174500635777,0.9817117776152158,0.7000000000000001,4.1,11.767,4.7630662020905925,13.42,4.67595818815331,3.334146341463415,183.4514,3.2731707317073173
46,-0.5281485687910724,0.83125,0.5266666666666667,1.5,1.185,1.0126582278481013,0.665,0.8417721518987342,0.5333333333333333,0.532,0.44333333333333336
47,1.3892185944942679,0.9236111111111112,0.27586206896551724,2.175,1.305,8.4,4.655,7.758333333333334,2.317241379310345,23.4612,2.1402298850574715
48,-1.557299642940203,0.8771367521367521,0.5745454545454546,4.125,9.776250000000001,6.911392405063291,14.3675,6.0622362869198305,3.9709090909090907,235.33964999999998,3.483030303030303
49,-1.0425971228156705,0.8774928774928775,0.5688311688311688,2.566666666666667,3.7473333333333336,3.2054794520547945,4.1066666666666665,2.8127853881278537,1.823376623376623,19.219199999999997,1.5999999999999999
